"","Sample","Patient_ID","Microbiota","DNA_concentration","Experiment","Plate","Well_nextera","Adapter_plate","AdapterN","AdapterS","Tissue","Mouse","Sex","Survived","DEAD_DOL","Collection","Date.of.Extraction","Antibiotic","DOL","Antibiotic_day","Abx_relative","Abx_relativeinfxn","Infection","DPI","Adult","Notes","Total_Preprocessed_Reads","Total_Postprocessed_Reads","retainedreads","Resequence_DNA_concentration","Reseq_total_preprocessed_reads","Reseq_total_postprocessed_reads","Reseq_retainedreads","original_preprocessed_reads","original_postprocessed_reads","Resequence_Nextera","Resequence_nextera_plate","AdapterN2","AdapterS3"
"2094","GF24_C9_d86_cwash","","A","0.64","GF24","","C01","UDI Plate 05","AM-F0434","AM-R0434","colon","C9","M","yes",NA,"","4/7/23","meropenem/probenecid","11","1","duringmero","duringmero",NA,NA,"no","",7036581,537913,"7.644522247","",NA,NA,NA,NA,NA,"",NA,"",""
"2128","GF7_C3_D31","37.02 (11/5/2009)","A","8.216","GF7","GF7","B2","2","N702","S514","stool","C3","F","yes",NA,"31","","meropenem/probenecid","11","1","duringmero","duringmero","E. coli","-3","no","",2339190,140523,"6.007335873","",NA,NA,NA,NA,NA,"",NA,"",""
"2129","GF7_C4_D31","37.02 (11/5/2009)","A","2.146","GF7","GF7","B3","2","N702","S615","stool","C4","F","yes",NA,"31","","meropenem/probenecid","11","1","duringmero","duringmero","E. coli","-3","no","",2080882,551648,"26.51029708","",NA,NA,NA,NA,NA,"",NA,"",""
"2147","Gn3_A5_Stool_dol11","","A","","gnoto3","","","","","","stool","A5","F","yes",NA,"","","meropenem/probenecid","11","1","duringmero","duringmero",NA,NA,"no","",2154249,852806,"39.58716007","",NA,NA,NA,NA,NA,"",NA,"",""
"2148","Gn3_A5_Stool_dol12","","A","","gnoto3","","","","","","stool","A5","F","yes",NA,"","","meropenem/probenecid","12","2","duringmero","duringmero",NA,NA,"no","",926664,678811,"73.25319641","",NA,NA,NA,NA,NA,"",NA,"",""
"2163","B1-d31","37.02 (11/5/2009)","A","5.95","GF1","GF1","B2","4","N710","S502","stool","B1","M","yes",NA,"31","","PBS","12","2","duringPBS","duringPBS","C. rodentium","-8","no","",6219708,1155377,"18.57606499","",NA,NA,NA,NA,NA,"",NA,"",""
"2164","b1-d33","37.02 (11/5/2009)","A","3.6","GF1","GF1","B4","4","N710","S504","stool","B1","M","yes",NA,"33","","PBS","14","4","duringPBS","duringPBS","C. rodentium","-6","no","",3312905,1200717,"36.24362908","",NA,NA,NA,NA,NA,"",NA,"",""
"2165","b2-d33","37.02 (11/5/2009)","A","3.28","GF1","GF1","B5","4","N710","S505","stool","B2","M","yes",NA,"33","","PBS","14","4","duringPBS","duringPBS","C. rodentium","-6","no","",4623001,2397120,"51.85203291","",NA,NA,NA,NA,NA,"",NA,"",""
"2166","B4-d34","37.02 (11/5/2009)","A","2.04","GF1","GF1","C4","4","N711","S504","stool","B4","M","yes",NA,"34","","PBS","15","5","duringPBS","duringPBS","C. rodentium","-5","no","",3990470,2600560,"65.16926578","",NA,NA,NA,NA,NA,"",NA,"",""
"2167","b5-d33","37.02 (11/5/2009)","A","4.17","GF1","GF1","B6","4","N710","S506","stool","B5","F","yes",NA,"33","","PBS","14","4","duringPBS","duringPBS","C. rodentium","-6","no","",4692498,766930,"16.34374698","",NA,NA,NA,NA,NA,"",NA,"",""
"2168","b6-d33","37.02 (11/5/2009)","A","2.14","GF1","GF1","B7","4","N710","S507","stool","B6","F","yes",NA,"33","","PBS","14","4","duringPBS","duringPBS","C. rodentium","-6","no","",4504056,1363353,"30.26945047","",NA,NA,NA,NA,NA,"",NA,"",""
"2169","B6-d34","37.02 (11/5/2009)","A","3.29","GF1","GF1","C5","4","N711","S505","stool","B6","F","yes",NA,"34","","PBS","15","5","duringPBS","duringPBS","C. rodentium","-5","no","",4411529,2212031,"50.14204826","",NA,NA,NA,NA,NA,"",NA,"",""
"2170","b7-d33","37.02 (11/5/2009)","A","2.09","GF1","GF1","B8","4","N710","S508","stool","B7","F","yes",NA,"33","","PBS","14","4","duringPBS","duringPBS","C. rodentium","-6","no","",5826384,1544093,"26.50173761","",NA,NA,NA,NA,NA,"",NA,"",""
"2196","GF24_A3_37_stool","","A","2.139944","GF24","","B03","UDI Plate 06","AM-F0520","AM-R0520","stool","A3","F","yes","","","N/A","PBS","11","1","duringPBS","duringPBS",NA,NA,"no","",2275029,884054,"38.85902114","",NA,NA,NA,NA,NA,"",NA,"",""
"2197","GF24_A3_38_stool","","A","7.509827","GF24","","B09","UDI Plate 06","AM-F0526","AM-R0526","stool","A3","F","yes","","","N/A","PBS","12","2","duringPBS","duringPBS",NA,NA,"no","",1927818,857894,"44.50077756","",NA,NA,NA,NA,NA,"",NA,"",""
"2198","GF24_A4_38_stool","","A","9.680312","GF24","","B10","UDI Plate 06","AM-F0527","AM-R0527","stool","A4","F","yes","","","N/A","PBS","12","2","duringPBS","duringPBS",NA,NA,"no","",1781106,1270067,"71.30777169","",NA,NA,NA,NA,NA,"",NA,"",""
"2218","GF10_A2_d103","37.02 (11/5/2009)","A","94.4","GF10","1","E6","5","AM-F0463","AM-R0463","stool","A_3_2","F","yes",NA,"103","","probenecid","12","2","duringpro","duringpro",NA,NA,"no","",1109234,729946,"65.80631319","",NA,NA,NA,NA,NA,"",NA,"",""
"2220","GF10_A3_d79","37.02 (11/5/2009)","A","40.6","GF10","1","C4","5","AM-F0437","AM-R0437","stool","A_2_3","M","yes",NA,"79","","probenecid","12","2","duringpro","duringpro",NA,NA,"no","",1218649,129101,"10.59378049","",NA,NA,NA,NA,NA,"",NA,"",""
"2221","GF10_A6_d102","37.02 (11/5/2009)","A","53.9","GF10","1","D12","5","AM-F0457","AM-R0457","stool","A_3_6","F","yes",NA,"102","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",1842036,343546,"18.65034125","",NA,NA,NA,NA,NA,"",NA,"",""
"2222","GF10_A6_d103","37.02 (11/5/2009)","A","16","GF10","1","E7","5","AM-F0464","AM-R0464","stool","A_3_6","F","yes",NA,"103","","probenecid","12","2","duringpro","duringpro",NA,NA,"no","",1026398,864030,"84.18079536","",NA,NA,NA,NA,NA,"",NA,"",""
"2223","GF10_A7_d103","37.02 (11/5/2009)","A","17.4","GF10","1","E8","5","AM-F0465","AM-R0465","stool","A_3_7","F","yes",NA,"103","","probenecid","12","2","duringpro","duringpro",NA,NA,"no","",1250156,342818,"27.42201773","",NA,NA,NA,NA,NA,"",NA,"",""
"2224","GF10_A8_d102","37.02 (11/5/2009)","A","58.4","GF10","1","E1","5","AM-F0458","AM-R0458","stool","A_3_8","M","yes",NA,"102","","probenecid","11","1","duringpro","duringpro",NA,NA,"no","",752271,77138,"10.2540175","",NA,NA,NA,NA,NA,"",NA,"",""
"2274","GF7_B1_D31","37.02 (11/5/2009)","A","4.553","GF7","GF7","A11","2","N701","S523","stool","B1","M","yes",NA,"31","","probenecid","11","1","duringpro","duringpro","E. coli","-3","no","",2257782,641792,"28.42577361","",NA,NA,NA,NA,NA,"",NA,"",""
"2275","GF7_B1_D32","37.02 (11/5/2009)","A","13.574","GF7","GF7","B4","2","N702","S616","stool","B1","M","yes",NA,"32","","probenecid","13","2","duringpro","duringpro","E. coli","-2","no","",1825684,356506,"19.52725663","",NA,NA,NA,NA,NA,"",NA,"",""
"2276","GF7_B3_D31","37.02 (11/5/2009)","A","10.524","GF7","GF7","B1","2","N702","S613","stool","B3",NA,"no - trauma","22","31","","probenecid","11","1","duringpro","duringpro","E. coli","-2","no","",4648262,1502038,"32.31397025","",NA,NA,NA,NA,NA,"",NA,"",""
"2673","GF7_A1_COLON_D47","37.02 (11/5/2009)","A","4.018","GF7","GF7","D12","2","N704","S524","colon","A1",NA,"yes",NA,"47","","none","12",NA,"none",NA,NA,NA,"no","",3085082,463568,"15.026116","",NA,NA,NA,NA,NA,"",NA,"",""
"2674","GF7_A3_COLON_D47","37.02 (11/5/2009)","A","7.541","GF7","GF7","E7","2","N705","S519","colon","A3",NA,"yes",NA,"47","","none","12",NA,"none",NA,NA,NA,"no","",2353234,410240,"17.43303046","",NA,NA,NA,NA,NA,"",NA,"",""
"2675","GF7_A4_COLON_D47","37.02 (11/5/2009)","A","6.777","GF7","GF7","E8","2","N705","S620","colon","A4",NA,"yes",NA,"47","","none","12",NA,"none",NA,NA,NA,"no","",2398032,495559,"20.66523716","",NA,NA,NA,NA,NA,"",NA,"",""
"2676","GF7_A5_COLON_D47","37.02 (11/5/2009)","A","1.878","GF7","GF7","E9","2","N705","S621","colon","A5",NA,"yes",NA,"47","","none","12",NA,"none",NA,NA,NA,"no","",2781316,158374,"5.694210942","",NA,NA,NA,NA,NA,"",NA,"",""
"2677","GF7_A6_COLON_D47","37.02 (11/5/2009)","A","4.046","GF7","GF7","E10","2","N705","S622","colon","A6",NA,"yes",NA,"47","","none","12",NA,"none",NA,NA,NA,"no","",2403000,832662,"34.65093633","",NA,NA,NA,NA,NA,"",NA,"",""
"2678","GF7_A7_COLON_D47","37.02 (11/5/2009)","A","0.855","GF7","GF7","E1","2","N705","S613","colon","A7",NA,"yes",NA,"47","","none","12",NA,"none",NA,NA,NA,"no","",2343854,62186,"2.653151604","",NA,NA,NA,NA,NA,"",NA,"",""
"2861","GF10_A1_d127_colon","37.02 (11/5/2009)","A","7.23","GF10","1","F8","5","AM-F0477","AM-R0477","colon","A_4_1","F","yes",NA,"127","","none","10",NA,"none","none",NA,NA,"no","",1349788,887641,"65.76151218","12.3",NA,NA,NA,NA,NA,"A01",1,"AM-F0026","AM-R0026"
"2867","GF10_A7_d127_colon","37.02 (11/5/2009)","A","2.15","GF10","1","G2","5","AM-F0483","AM-R0483","colon","A_4_7","F","yes",NA,"127","","none","10",NA,"none","none",NA,NA,"no","",887309,105958,"11.94149952","",NA,NA,NA,NA,NA,"",NA,"",""
"2873","GF10_C2_d55","37.02 (11/5/2009)","A","2.89","GF10","1","A7","5","AM-F0416","AM-R0416","colon","C_2_2",NA,"yes",NA,"55","","none","10",NA,"none","none",NA,NA,"no","",996285,603903,"60.61548653","26",NA,NA,NA,NA,NA,"A05",1,"AM-F0030","AM-R0030"
"2877","GF10_C4_d55","37.02 (11/5/2009)","A","2.05","GF10","1","A9","5","AM-F0418","AM-R0418","colon","C_2_4",NA,"yes",NA,"55","","none","10",NA,"none","none",NA,NA,"no","",1103770,433235,"39.25047791","16.5",NA,NA,NA,NA,NA,"A07",1,"AM-F0032","AM-R0032"
"2879","GF10_C5_d55","37.02 (11/5/2009)","A","LOW","GF10","1","A10","5","AM-F0419","AM-R0419","colon","C_2_5",NA,"yes",NA,"55","","none","10",NA,"none","none",NA,NA,"no","",140055,417912,"298.3913463","11.2",NA,NA,NA,NA,NA,"A08",1,"AM-F0033","AM-R0033"
"2881","GF10_C6_d55","37.02 (11/5/2009)","A","2.99","GF10","1","A11","5","AM-F0420","AM-R0420","colon","C_2_6",NA,"yes",NA,"55","","none","10",NA,"none","none",NA,NA,"no","",1925522,696437,"36.16873762","34",NA,NA,NA,NA,NA,"A09",1,"AM-F0034","AM-R0034"
"2885","GF10_C8_d55","37.02 (11/5/2009)","A","LOW","GF10","1","B1","5","AM-F0422","AM-R0422","colon","C_2_8",NA,"yes",NA,"55","","none","10",NA,"none","none",NA,NA,"no","",279124,424708,"152.1574641","11.9",NA,NA,NA,NA,NA,"A10",1,"AM-F0035","AM-R0035"
"2933","GF24_B1_64_cwash","","A","0.179748","GF24","","D10","UDI Plate 06","AM-F0551","AM-R0551","colon","B1","F",NA,NA,"","N/A","none","21",NA,"none","none",NA,NA,"no","",5606698,3449768,"61.52940643","",NA,NA,NA,NA,NA,"",NA,"",""
"2934","GF24_B2_64_cwash","","A","6.345727","GF24","","D11","UDI Plate 06","AM-F0552","AM-R0552","colon","B2","M",NA,NA,"","N/A","none","21",NA,"none","none",NA,NA,"no","",5664515,4467231,"78.86343314","",NA,NA,NA,NA,NA,"",NA,"",""
"2935","GF24_B3_64_cwash","","A","8.700214","GF24","","D12","UDI Plate 06","AM-F0553","AM-R0553","colon","B3","F",NA,NA,"","N/A","none","21",NA,"none","none",NA,NA,"no","",5257742,4127175,"78.49710009","",NA,NA,NA,NA,NA,"",NA,"",""
