"","Sample","Patient_ID","Microbiota","DNA_concentration","Experiment","Plate","Well_nextera","Adapter_plate","AdapterN","AdapterS","Tissue","Mouse","Sex","Survived","DEAD_DOL","Collection","Date.of.Extraction","Antibiotic","DOL","Antibiotic_day","Abx_relative","Abx_relativeinfxn","Infection","DPI","Adult","Notes","Total_Preprocessed_Reads","Total_Postprocessed_Reads","retainedreads","Resequence_DNA_concentration","Reseq_total_preprocessed_reads","Reseq_total_postprocessed_reads","Reseq_retainedreads","original_preprocessed_reads","original_postprocessed_reads","Resequence_Nextera","Resequence_nextera_plate","AdapterN2","AdapterS3"
"1480","GF4_B4_d35","40.01 (11/14/09)","B","2.269","GF4","GF4_DNA","A6","5","N815","S618","stool","B4",NA,"no","15","35","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",943711,283851,"30.07817012","",NA,NA,NA,NA,NA,"",NA,"",""
"1481","GF4_B5_d35","40.01 (11/14/09)","B","1.03","GF4","GF4_DNA","A7","5","N710","S519","stool","B5",NA,"no","12","35","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",1281848,569824,"44.45332052","",NA,NA,NA,NA,NA,"",NA,"",""
"1482","GF5_A1_D46","40.01 (11/14/09)","B","5.662","GF5","GF5","A1","9","N822","S525","stool","A_1_1","M","yes",NA,"46","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",3526647,933281,"26.463692","",NA,NA,NA,NA,NA,"",NA,"",""
"1483","GF5_A1_D79","40.01 (11/14/09)","B","1.73","GF5","GF5","D8","9","N822","S532","stool","A_3_1","F","yes",NA,"79","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",457954,185905,"40.59468855","",NA,NA,NA,NA,NA,"",NA,"",""
"1484","GF5_A2_D46","40.01 (11/14/09)","B","1.753","GF5","GF5","A2","9","N717","S526","stool","A_1_2","M","yes",NA,"46","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",4200112,2244627,"53.44207488","",NA,NA,NA,NA,NA,"",NA,"",""
"1485","GF5_A2_D79","40.01 (11/14/09)","B","0.395","GF5","GF5","D9","9","N820","S533","stool","A_3_2",NA,"yes",NA,"79","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",2817645,91630,"3.252006552","",NA,NA,NA,NA,NA,"",NA,"",""
"1486","GF5_A3_D46","40.01 (11/14/09)","B","0.683","GF5","GF5","A3","9","N820","S527","stool","A_1_3","M","yes",NA,"46","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",3053899,1722899,"56.41637133","",NA,NA,NA,NA,NA,"",NA,"",""
"1487","GF5_A4_D46","40.01 (11/14/09)","B","5.438","GF5","GF5","A4","9","N820","S528","stool","A_1_4","M","yes",NA,"46","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",3163415,1787074,"56.49192408","",NA,NA,NA,NA,NA,"",NA,"",""
"1489","GF5_A5_D46","40.01 (11/14/09)","B","0.578","GF5","GF5","A5","9","N822","S529","stool","A_1_5",NA,"no","12","46","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",6429732,4920799,"76.53194565","",NA,NA,NA,NA,NA,"",NA,"",""
"1491","GF5_A7_D46","40.01 (11/14/09)","B","2.52","GF5","GF5","A6","9","N823","S530","stool","A_1_7","F","yes",NA,"46","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",2561160,592427,"23.13119836","",NA,NA,NA,NA,NA,"",NA,"",""
"1492","GF5_A7_D79","40.01 (11/14/09)","B","6.477","GF5","GF5","D12","9","N823","S536","stool","A_3_7","F","yes",NA,"79","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",2090072,1045472,"50.02086053","",NA,NA,NA,NA,NA,"",NA,"",""
"1493","GF5_A8_D79","40.01 (11/14/09)","B","1.37","GF5","GF5","E1","9","N818","S525","stool","A_3_8","F","yes",NA,"79","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",4340455,1149496,"26.48330647","",NA,NA,NA,NA,NA,"",NA,"",""
"1495","GF6_B2_D87","40.01 (11/14/09)","B","6.694","GF6","GF6","E3","1","N705","S503","stool","B_3_2","F","yes",NA,"87","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",2461884,231707,"9.411775697","",NA,NA,NA,NA,NA,"",NA,"",""
"1496","GF6_B3_D87","40.01 (11/14/09)","B","7.712","GF6","GF6","E4","1","N703","S504","stool","B_3_3","M","yes",NA,"87","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",2501046,587059,"23.47253909","",NA,NA,NA,NA,NA,"",NA,"",""
"1497","GF6_B4_D87","40.01 (11/14/09)","B","9.365","GF6","GF6","E5","1","N704","S505","stool","B_3_4","M","yes",NA,"87","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",2115706,484597,"22.90474196","",NA,NA,NA,NA,NA,"",NA,"",""
"1499","GF6_B6_D87","40.01 (11/14/09)","B","5.703","GF6","GF6","E7","1","N703","S507","stool","B_3_6","M","yes",NA,"87","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",2610316,72469,"2.776253909","",NA,NA,NA,NA,NA,"",NA,"",""
"1500","GF6_B7_D87","40.01 (11/14/09)","B","8.321","GF6","GF6","E8","1","N703","S508","stool","B_3_7","F","yes",NA,"87","","meropenem/probenecid","10","0","beforemero","beforemero","E. coli","-4","no","",2486270,635631,"25.56564653","",NA,NA,NA,NA,NA,"",NA,"",""
"1520","gnoto1_BM1_d10","40.01 (11/14/09)","B","16.6","gnoto1","3","D3","7","AM-F0665","AM-R0640","stool","BM1","F","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",1220226,513406,"42.07466486","",NA,NA,NA,NA,NA,"",NA,"",""
"1521","gnoto1_BM2_d10","40.01 (11/14/09)","B","14","gnoto1","3","D4","7","AM-F0666","AM-R0641","stool","BM2","F","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",1453989,914165,"62.87289656","",NA,NA,NA,NA,NA,"",NA,"",""
"1522","gnoto1_BM3_d10","40.01 (11/14/09)","B","10.4","gnoto1","3","D5","7","AM-F0667","AM-R0642","stool","BM3","M","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",1796942,1050639,"58.46816425","",NA,NA,NA,NA,NA,"",NA,"",""
"1523","gnoto1_BM4_d10","40.01 (11/14/09)","B","13.3","gnoto1","3","D6","7","AM-F0672","AM-R0643","stool","BM4","M","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",1818439,1207933,"66.42691891","",NA,NA,NA,NA,NA,"",NA,"",""
"1524","gnoto1_BM5_d10","40.01 (11/14/09)","B","20.2","gnoto1","3","D7","7","AM-F0673","AM-R0644","stool","BM5","M","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",1421118,963438,"67.79437035","",NA,NA,NA,NA,NA,"",NA,"",""
"1525","gnoto2_BM1_d10","40.01 (11/14/09)","B","31.7","gnoto2","3","G5","7","AM-F0698","AM-R0678","stool","BM1","M","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",1649938,1256324,"76.14370964","",NA,NA,NA,NA,NA,"",NA,"",""
"1526","gnoto2_BM2_d10","40.01 (11/14/09)","B","25.8","gnoto2","3","G6","7","AM-F0699","AM-R0679","stool","BM2","M","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",1376293,1003453,"72.90983824","",NA,NA,NA,NA,NA,"",NA,"",""
"1527","gnoto2_BM3_d10","40.01 (11/14/09)","B","21.7","gnoto2","3","G7","7","AM-F0700","AM-R0680","stool","BM3","M","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",1109740,808560,"72.86030962","",NA,NA,NA,NA,NA,"",NA,"",""
"1528","gnoto2_BM4_d10","40.01 (11/14/09)","B","13.1","gnoto2","3","G8","7","AM-F0701","AM-R0681","stool","BM4","F","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",2124671,487839,"22.96068427","",NA,NA,NA,NA,NA,"",NA,"",""
"1529","gnoto2_BM5_d10","40.01 (11/14/09)","B","13.9","gnoto2","3","G9","7","AM-F0702","AM-R0682","stool","BM5","F","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",1885069,859191,"45.578756","",NA,NA,NA,NA,NA,"",NA,"",""
"1530","gnoto2_BM6_d10","40.01 (11/14/09)","B","9.76","gnoto2","3","G10","7","AM-F0703","AM-R0683","stool","BM6","M","yes",NA,"10","","meropenem","10","0","beforemero","beforemero","E. coli","-3","no","",6075722,4184713,"68.87597885","",NA,NA,NA,NA,NA,"",NA,"",""
"1539","Gn3_B1_Stool","","B","","gnoto3","","","","","","stool","B1","M","no","11","","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",170399,77026,"45.20331692","",NA,NA,NA,NA,NA,"",NA,"",""
"1540","Gn3_B13_Stool","","B","","gnoto3","","","","","","stool","B13","M","no","11","","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",2383740,1235946,"51.84902716","",NA,NA,NA,NA,NA,"",NA,"",""
"1541","Gn3_B14_Stool","","B","","gnoto3","","","","","","stool","B14","M","no","11","","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",1256683,833425,"66.3194298","",NA,NA,NA,NA,NA,"",NA,"",""
"1542","Gn3_B15_Stool","","B","","gnoto3","","","","","","stool","B15","F","no","11","","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",8178353,3912833,"47.84377735","",NA,NA,NA,NA,NA,"",NA,"",""
"1543","Gn3_B2_Stool","","B","","gnoto3","","","","","","stool","B3","M","yes",NA,"","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",2979119,498731,"16.74088883","",NA,NA,NA,NA,NA,"",NA,"",""
"1544","Gn3_B3_Stool","","B","","gnoto3","","","","","","stool","B3","F","yes",NA,"","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",7757510,2790653,"35.97356626","",NA,NA,NA,NA,NA,"",NA,"",""
"1545","Gn3_B4_Stool","","B","","gnoto3","","","","","","stool","B4","F","yes",NA,"","","meropenem/probenecid","10","0","beforemero","beforemero",NA,NA,"no","",1407557,151445,"10.75942218","",NA,NA,NA,NA,NA,"",NA,"",""
"1645","GF2_B2_day27","40.01 (11/14/09)","B","5.21","GF2","GF2_1","A11","3","N711","S535","stool","B2",NA,"yes",NA,"27","","PBS","10","0","beforePBS","beforePBS","C. rodentium","-6","no","",782383,161903,"20.69357335","",NA,NA,NA,NA,NA,"",NA,"",""
"1646","GF2_B3_day27","40.01 (11/14/09)","B","6.25","GF2","GF2_1","A12","3","N711","S536","stool","B3",NA,"yes",NA,"27","","PBS","10","0","beforePBS","beforePBS","C. rodentium","-6","no","",2232760,1047556,"46.91753704","",NA,NA,NA,NA,NA,"",NA,"",""
"1647","GF2_B4_day27","40.01 (11/14/09)","B","3.79","GF2","GF2_1","B1","3","N707","S525","stool","B4",NA,"no","26","27","","PBS","10","0","beforePBS","beforePBS","C. rodentium","-6","no","",1398628,417204,"29.82951864","",NA,NA,NA,NA,NA,"",NA,"",""
"1648","GF2_B5_day27","40.01 (11/14/09)","B","8.29","GF2","GF2/3 1","G1","5","N711","S613","stool","B5",NA,"yes",NA,"27","","PBS","10","0","beforePBS","beforePBS","C. rodentium","-6","no","",1369693,579284,"42.29298098","",NA,NA,NA,NA,NA,"",NA,"",""
"1654","GF6_A3_D51","40.01 (11/14/09)","B","1.392","GF6","GF6","A5","1","N702","S505","stool","A_1_3","M","yes",NA,"51","","PBS","10","0","beforePBS","beforePBS",NA,NA,"no","",2829664,264146,"9.334889231","",NA,NA,NA,NA,NA,"",NA,"",""
"1655","GF6_A4_D51","40.01 (11/14/09)","B","1.019","GF6","GF6","A6","1","N704","S506","stool","A_1_4","M","yes",NA,"51","","PBS","10","0","beforePBS","beforePBS",NA,NA,"no","",2392970,213813,"8.935047243","",NA,NA,NA,NA,NA,"",NA,"",""
"1656","GF6_B1_D63","40.01 (11/14/09)","B","9.865","GF6","GF6","B11","1","N706","S611","stool","B_2_1","F","yes",NA,"63","","PBS","12","0","beforePBS","beforePBS",NA,NA,"no","",6826112,71414,"1.046188518","",NA,NA,NA,NA,NA,"",NA,"",""
"1657","GF6_B10_D63","40.01 (11/14/09)","B","1.425","GF6","GF6","C6","1","N703","S506","stool","B_2_10","F","yes",NA,"63","","PBS","12","0","beforePBS","beforePBS",NA,NA,"no","",2553146,368072,"14.41641019","",NA,NA,NA,NA,NA,"",NA,"",""
"1658","GF6_B3_D63","40.01 (11/14/09)","B","1.012","GF6","GF6","C1","1","N707","S501","stool","B_2_3","M","yes",NA,"63","","PBS","12","0","beforePBS","beforePBS",NA,NA,"no","",2365928,282793,"11.9527306","",NA,NA,NA,NA,NA,"",NA,"",""
"1659","GF6_B7_D63","40.01 (11/14/09)","B","3.237","GF6","GF6","C2","1","N708","S502","stool","B_2_7","F","yes",NA,"63","","PBS","12","0","beforePBS","beforePBS",NA,NA,"no","",3683018,212371,"5.766222158","",NA,NA,NA,NA,NA,"",NA,"",""
"1664","gnoto1_BP1_d10","40.01 (11/14/09)","B","9.43","gnoto1","3","D12","7","AM-F0674","AM-R0649","stool","BP1","F","yes",NA,"10","","PBS","10","0","beforePBS","beforePBS","E. coli","-3","no","",2168838,1405930,"64.82411319","",NA,NA,NA,NA,NA,"",NA,"",""
"1665","gnoto1_BP2_d10","40.01 (11/14/09)","B","1.77","gnoto1","3","E3","7","AM-F0675","AM-R0652","stool","BP2","F","yes",NA,"10","","PBS","10","0","beforePBS","beforePBS","E. coli","-3","no","",1236461,379274,"30.67415794","",NA,NA,NA,NA,NA,"",NA,"",""
"1666","gnoto1_BP3_d10","40.01 (11/14/09)","B","9.7","gnoto1","3","E4","7","AM-F0708","AM-R0653","stool","BP3","F","yes",NA,"10","","PBS","10","0","beforePBS","beforePBS","E. coli","-3","no","",1402582,857595,"61.14401867","",NA,NA,NA,NA,NA,"",NA,"",""
"1667","gnoto1_BP4_d10","40.01 (11/14/09)","B","7.95","gnoto1","3","E5","7","AM-F0709","AM-R0654","stool","BP4","M","yes",NA,"10","","PBS","10","0","beforePBS","beforePBS","E. coli","-3","no","",1410114,699290,"49.59102597","",NA,NA,NA,NA,NA,"",NA,"",""
"1668","gnoto2_BP1_d10","40.01 (11/14/09)","B","3.21","gnoto2","3","G12","7","AM-F0688","AM-R0685","stool","BP1","M","yes",NA,"10","","PBS","10","0","beforePBS","beforePBS","E. coli","-3","no","",1484231,665705,"44.85184584","",NA,NA,NA,NA,NA,"",NA,"",""
"1669","gnoto2_BP2_d10","40.01 (11/14/09)","B","5.73","gnoto2","3","H1","7","AM-F0689","AM-R0686","stool","BP2","F","yes",NA,"10","","PBS","10","0","beforePBS","beforePBS","E. coli","-3","no","",1558373,920465,"59.06576923","",NA,NA,NA,NA,NA,"",NA,"",""
"1670","gnoto2_BP3_d10","40.01 (11/14/09)","B","4.1","gnoto2","3","H2","7","AM-F0690","AM-R0687","stool","BP3",NA,"no","13","10","","PBS","10","0","beforePBS","beforePBS","E. coli","-3","no","",1167965,448610,"38.40954138","",NA,NA,NA,NA,NA,"",NA,"",""
"1671","gnoto2_BP4_d10","40.01 (11/14/09)","B","16.3","gnoto2","3","H3","7","AM-F0707","AM-R0688","stool","BP4","F","yes",NA,"10","","PBS","10","0","beforePBS","beforePBS","E. coli","-3","no","",1921201,1390190,"72.36046619","",NA,NA,NA,NA,NA,"",NA,"",""
"1672","gnoto2_BP5_d10","40.01 (11/14/09)","B","6.65","gnoto2","3","H4","7","AM-F0530","AM-R0689","stool","BP5","M","yes",NA,"10","","PBS","10","0","beforePBS","beforePBS","E. coli","-3","no","",2084189,940671,"45.1336707","",NA,NA,NA,NA,NA,"",NA,"",""
"1673","gnoto2_BP6_d10","40.01 (11/14/09)","B","7.34","gnoto2","3","H5","7","AM-F0532","AM-R0690","stool","BP6","F","yes",NA,"10","","PBS","10","0","beforePBS","beforePBS","E. coli","-3","no","",1747095,554447,"31.73536642","",NA,NA,NA,NA,NA,"",NA,"",""
"1697","GF11_C1_d71","40.01 (11/14/09)","B","4.48","GF11","1","H1","5","AM-F0501","AM-R0494","stool","C_2_1","F","yes",NA,"71","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",656177,250005,"38.1002382","",NA,NA,NA,NA,NA,"",NA,"",""
"1698","GF11_C2_d71","40.01 (11/14/09)","B","5.06","GF11","1","H2","5","N707","AM-R0495","stool","C_2_2","F","yes",NA,"71","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",1003527,226983,"22.61852446","",NA,NA,NA,NA,NA,"",NA,"",""
"1699","GF11_C3_d71","40.01 (11/14/09)","B","6.2","GF11","1","H3","5","AM-F0517","AM-R0496","stool","C_2_3","F","yes",NA,"71","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",1375785,394965,"28.70833742","",NA,NA,NA,NA,NA,"",NA,"",""
"1701","GF11_C6_d71","40.01 (11/14/09)","B","1.5","GF11","1","H5","5","N706","AM-R0498","stool","C_2_6","M","yes",NA,"71","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",1357990,567354,"41.77895272","",NA,NA,NA,NA,NA,"",NA,"",""
"1702","GF11_C7_d71","40.01 (11/14/09)","B","1.89","GF11","1","H6","5","AM-F0581","AM-R0499","stool","C_2_7","M","no","11.33","71","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",1337256,618561,"46.25598988","",NA,NA,NA,NA,NA,"",NA,"",""
"1732","GF4_C3_d35","40.01 (11/14/09)","B","6.24","GF4","GF4_DNA","A9","5","N712","S621","stool","C3","M","yes",NA,"35","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",1666708,321009,"19.26006235","",NA,NA,NA,NA,NA,"",NA,"",""
"1733","GF4_C4_d35","40.01 (11/14/09)","B","1.337","GF4","GF4_DNA","A10","5","N712","S622","stool","C4",NA,"no","15","35","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",1117449,451256,"40.38269308","",NA,NA,NA,NA,NA,"",NA,"",""
"1734","GF5_B2_D79","40.01 (11/14/09)","B","0.806","GF5","GF5","E2","9","N823","S526","stool","B_3_2",NA,"yes",NA,"79","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",2685794,112766,"4.198609424","",NA,NA,NA,NA,NA,"",NA,"",""
"1735","GF5_B3_D79","40.01 (11/14/09)","B","1.23","GF5","GF5","E3","9","N821","S527","stool","B_3_3","M","yes",NA,"79","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",2802591,1124112,"40.10974131","",NA,NA,NA,NA,NA,"",NA,"",""
"1736","GF5_B4_D79","40.01 (11/14/09)","B","LOW","GF5","GF5","E4","9","N823","S528","stool","B_3_4",NA,"yes",NA,"79","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",1903395,233760,"12.28121331","",NA,NA,NA,NA,NA,"",NA,"",""
"1737","GF5_B5_D79","40.01 (11/14/09)","B","1.49","GF5","GF5","E5","9","N824","S529","stool","B_3_5",NA,"yes",NA,"79","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",2856760,98493,"3.447716994","",NA,NA,NA,NA,NA,"",NA,"",""
"1738","GF5_B6_D79","40.01 (11/14/09)","B","3.503","GF5","GF5","E6","9","N823","S530","stool","B_3_6","F","yes",NA,"79","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",3115608,651207,"20.90144203","",NA,NA,NA,NA,NA,"",NA,"",""
"1739","GF5_B7_D79","40.01 (11/14/09)","B","3.975","GF5","GF5","E7","9","N819","S531","stool","B_3_7","F","yes",NA,"79","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",2411776,581723,"24.120109","",NA,NA,NA,NA,NA,"",NA,"",""
"1740","GF5_C1_D46","40.01 (11/14/09)","B","6.409","GF5","GF5","A7","9","N820","S531","stool","C_1_1","M","yes",NA,"46","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",1595638,989823,"62.03305512","",NA,NA,NA,NA,NA,"",NA,"",""
"1741","GF5_C2_D46","40.01 (11/14/09)","B","16.503","GF5","GF5","A8","9","N717","S532","stool","C_1_2",NA,"no","10.66","46","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",1229822,499352,"40.60359955","",NA,NA,NA,NA,NA,"",NA,"",""
"1742","GF5_C3_D46","40.01 (11/14/09)","B","0.303","GF5","GF5","A9","9","N818","S533","stool","C_1_3","M","yes",NA,"46","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",2421643,1312358,"54.19287649","",NA,NA,NA,NA,NA,"",NA,"",""
"1743","GF5_C4_D46","40.01 (11/14/09)","B","2.89","GF5","GF5","A10","9","N819","S534","stool","C_1_4","F","yes",NA,"46","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",1451993,768489,"52.92649482","",NA,NA,NA,NA,NA,"",NA,"",""
"1744","GF5_C6_D46","40.01 (11/14/09)","B","3.896","GF5","GF5","A11","9","N701","S535","stool","C_1_6",NA,"no","11","46","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",1006198,220566,"21.92073528","",NA,NA,NA,NA,NA,"",NA,"",""
"1745","GF6_A1_D87","40.01 (11/14/09)","B","0.729","GF6","GF6","A2","1","N701","S502","stool","A_3_1","M","no","11.33","87","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",1223735,167068,"13.65230217","",NA,NA,NA,NA,NA,"",NA,"",""
"1747","GF6_A2_D87","40.01 (11/14/09)","B","4.399","GF6","GF6","D12","1","N701","S512","stool","A_3_2","F","yes",NA,"87","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",4172892,788375,"18.89277269","",NA,NA,NA,NA,NA,"",NA,"",""
"1748","GF6_A3_D87","40.01 (11/14/09)","B","0.829","GF6","GF6","D11","1","N707","S611","stool","A_3_3",NA,"no","11","87","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",979930,311955,"31.83441674","",NA,NA,NA,NA,NA,"",NA,"",""
"1749","GF6_A5_D51","40.01 (11/14/09)","B","0.874","GF6","GF6","A8","1","N702","S508","stool","A_1_5","F","no","11","51","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",2058896,90402,"4.39079973","",NA,NA,NA,NA,NA,"",NA,"",""
"1750","GF6_A5_D87","40.01 (11/14/09)","B","9.554","GF6","GF6","D10","1","N702","S610","stool","A_3_5","F","yes",NA,"87","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",11659328,131842,"1.130785582","",NA,NA,NA,NA,NA,"",NA,"",""
"1751","GF6_A6_D87","40.01 (11/14/09)","B","1.662","GF6","GF6","H4","1","N702","S504","stool","A_3_6","F","yes",NA,"87","","probenecid","10","0","beforepro","beforepro","E. coli","-4","no","",3686826,285551,"7.745171592","",NA,NA,NA,NA,NA,"",NA,"",""
"1752","GF6_A7_D87","40.01 (11/14/09)","B","4.788","GF6","GF6","E1","1","N702","S501","stool","A_3_7",NA,"yes",NA,"87","","probenecid","10","0","beforepro","beforepro","E. coli","-5","no","",2371760,92471,"3.898834621","",NA,NA,NA,NA,NA,"",NA,"",""
"1753","GF6_A8_D51","40.01 (11/14/09)","B","1.153","GF6","GF6","A7","1","N707","S507","stool","A_1_8","F","yes",NA,"51","","probenecid","10","0","beforepro","beforepro",NA,NA,"no","",2223708,257036,"11.55889172","",NA,NA,NA,NA,NA,"",NA,"",""
"1754","GF6_B2_D63","40.01 (11/14/09)","B","1.118","GF6","GF6","B12","1","N703","S512","stool","B_2_2","M","yes",NA,"63","","probenecid","12","0","beforepro","beforepro",NA,NA,"no","",1764772,181669,"10.29419098","",NA,NA,NA,NA,NA,"",NA,"",""
"1755","GF6_B6_D63","40.01 (11/14/09)","B","1.481","GF6","GF6","C3","1","N707","S503","stool","B_2_6","M","yes",NA,"63","","probenecid","12","0","beforepro","beforepro",NA,NA,"no","",4671900,593143,"12.69596952","",NA,NA,NA,NA,NA,"",NA,"",""
"1756","GF6_B8_D63","40.01 (11/14/09)","B","1.656","GF6","GF6","C4","1","N701","S504","stool","B_2_8","M","yes",NA,"63","","probenecid","12","0","beforepro","beforepro",NA,NA,"no","",2329098,582008,"24.9885578","",NA,NA,NA,NA,NA,"",NA,"",""
"1850","GF20_d161_b2","40.01 (11/14/09)","B","2.858","GF20","","C08","3","AM-F0249","AM-R0249","stool","b2","F","yes",NA,"161","","vancomycin/probenecid","10","0","beforevanc","beforevanc",NA,NA,"no","",3156060,1618663,"51.28745968","",NA,NA,NA,NA,NA,"",NA,"",""
"1851","GF20_d161_b4","40.01 (11/14/09)","B","6.186","GF20","","C09","3","AM-F0250","AM-R0250","stool","b4","F","yes",NA,"161","","vancomycin/probenecid","10","0","beforevanc","beforevanc",NA,NA,"no","",4354710,2206869,"50.67774892","",NA,NA,NA,NA,NA,"",NA,"",""
"1852","GF20_d161_b6","40.01 (11/14/09)","B","8.07","GF20","","E07","3","AM-F0272","AM-R0272","stool","b6","M","yes",NA,"161","","vancomycin/probenecid","10","0","beforevanc","beforevanc",NA,NA,"no","",1730705,1175620,"67.92723197","",1730705,1175620,67.93,NA,NA,"",NA,"",""
"1853","GF20_d161_b8","40.01 (11/14/09)","B","8.62","GF20","","E08","3","AM-F0273","AM-R0273","stool","b8","M","yes",NA,"161","","vancomycin/probenecid","10","0","beforevanc","beforevanc",NA,NA,"no","",3280221,1994382,"60.80023267","",NA,NA,NA,NA,NA,"",NA,"",""
"1854","GF20_d33_a3","40.01 (11/14/09)","B","2.51","GF20","","E05","3","AM-F0270","AM-R0270","stool","a3","M","yes",NA,"33","","vancomycin/probenecid","10","0","beforevanc","beforevanc",NA,NA,"no","",2407647,1665895,"69.1918292","",NA,NA,NA,NA,NA,"",NA,"",""
"1855","GF20_d33_a4","40.01 (11/14/09)","B","2.64","GF20","","E04","3","AM-F0269","AM-R0269","stool","a4","M","yes",NA,"33","","vancomycin/probenecid","10","0","beforevanc","beforevanc",NA,NA,"no","",1063752,760218,"71.46571757","",NA,NA,NA,NA,NA,"",NA,"",""
"1856","GF20_d33_a5","40.01 (11/14/09)","B","1.68","GF20","","E03","3","AM-F0268","AM-R0268","stool","a5","F","yes",NA,"33","","vancomycin/probenecid","10","0","beforevanc","beforevanc",NA,NA,"no","",6499487,5115575,"78.70736567","",NA,NA,NA,NA,NA,"",NA,"",""
"1857","Gn3_B5_Stool","","B","","gnoto3","","","","","","stool","B5","M","yes",NA,"","","vancomycin/probenecid","10","0","beforevanc","beforevanc",NA,NA,"no","",2467656,1526607,"61.86466023","",NA,NA,NA,NA,NA,"",NA,"",""
"1858","Gn3_B6_Stool","","B","","gnoto3","","","","","","stool","B6","F","yes",NA,"","","vancomycin/probenecid","10","0","beforevanc","beforevanc",NA,NA,"no","",2658862,1300976,"48.92980531","",NA,NA,NA,NA,NA,"",NA,"",""
"1973","GF11_B2_d73","40.01 (11/14/09)","B","10.9","GF11","2","A2","6","N707","AM-R0507","stool","B_2_2","M","yes",NA,"73","","ampicillin/gentamicin/probenecid","12","2","duringampgent","duringampgent",NA,NA,"no","",1337872,62396,"4.663824342","",NA,NA,NA,NA,NA,"",NA,"",""
"1975","GF11_B4_d72","40.01 (11/14/09)","B","3.3","GF11","1","H7","5","N706","AM-R0500","stool","B_2_4","F","yes",NA,"72","","ampicillin/gentamicin/probenecid","11","1","duringampgent","duringampgent",NA,NA,"no","",1111789,401243,"36.08985158","",NA,NA,NA,NA,NA,"",NA,"",""
