Sample	p__Actinobacteria	p__Bacteroidetes	p__Firmicutes	p__Fusobacteria	p__Proteobacteria	p__Verrucomicrobia
GF7_B5_D30	0	0	15.06171	0	84.93829	0
GF7_B5_D36	0	0	64.48429	0	35.51571	0
GF7_B6_COLON_D47	0	0	0	0	100	0
GF7_B7_COLON_D47	0	0	0	0	0	0
GF7_B8_COLON_D47	0	0	0	0	100	0
GF7_BDAM_D1	0	0	49.34086	0	50.65914	0
GF7_BDAM_D78	4.00992	0	75.81163	0	20.17845	0
GF7_BSIRE_D12	2.67459	0	79.29593	0	18.02948	0
GF7_BSIRE_D20	2.03949	0	90.01982	0	7.94069	0
GF7_BSIRE_D36	1.20541	0	94.13535	0	4.65924	0
GF7_C1_COLON_D47	0	0	90.72845	0	9.27155	0
GF7_C1_D30	0	0	14.74032	0	85.25968	0
GF7_C1_D34	0	0	100	0	0	0
GF7_C1_D36	0	0	79.83473	0	20.16527	0
GF7_C2_COLON_D47	0	0	78.19641	0	21.80359	0
GF7_C2_D30	0	0	3.98877	0	96.01123	0
GF7_C2_D32	0	0	100	0	0	0
GF7_C2_D33	0.6157	0	99.3843	0	0	0
GF7_C2_D36	0	0	77.63509	0	22.36491	0
GF7_C3_COLON_D47	0	0	79.95251	0	20.04749	0
GF7_C3_D30	0	0	0.14309	0	99.85691	0
GF7_C3_D31	0	0	1.2602	0	98.7398	0
GF7_C3_D33	0	0	100	0	0	0
GF7_C3_D34	0	0	99.88654	0	0.11346	0
GF7_C4_COLON_D47	0	0	86.18124	0	13.81876	0
GF7_C4_D31	0	0	2.34751	0	97.65249	0
GF7_C4_D32	0	0	11.83627	0	88.16373	0
GF7_CONTAMINANT	0	91.4932	8.5068	0	0	0
GF7_INOC	0	0	17.84511	0	82.15489	0
GF7_WATER_A12	0	0	0	0	0	0
GF7_WATER_B7	0	0	0	0	0	0
GF7_WATER_C8	0	0	0	0	0	0
GF7_WATER_D9	0	0	0	0	0	0
GF7_WATER_H2	0	0	0	0	0	0
GF7_WATER_H8	0	0	0	0	0	0
GF7_WATER	0	0	0	0	100	0
GF8_A1_COLON_D46	0.16584	0	87.57078	0	12.26338	0
GF8_A1_D30	0.28834	0	62.32206	0	37.3896	0
GF8_A1_D33	0	0	0	0	100	0
GF8_A1_D35	0	0	45.0627	0	54.9373	0
GF8_A2_COLON_D46	0.36331	0	86.38639	0	13.2503	0
GF8_A2_D30	1.3621	0	8.28582	0	90.35208	0
GF8_A2_D35	0	0	16.55393	0	83.44607	0
GF8_A3_D30	0.45107	0	18.08316	0	81.46577	0
GF8_A4_D30	29.94613	0	20.52163	0	49.53225	0
GF8_A4_D31	0	0	0	0	100	0
GF8_A4_D32	0	0	4.41033	0	95.58967	0
GF8_A4_D33	0	0	0.49454	0	99.50546	0
GF8_A5_D30	3.98013	0	0.09688	0	95.92299	0
GF8_A7_D32	0	0	76.51984	0	23.48016	0
GF8_ADAM_D0	1.62728	0	81.10639	0	17.26633	0
GF8_B1_COLON_D46	0.19255	0	85.64891	0	14.15854	0
GF8_B1_D31	0	0	0.34931	0	99.65069	0
GF8_B1_D32	0.24956	0	56.89595	0	42.85449	0
GF8_B1_D34	0.105	0	78.17061	0	21.72439	0
GF8_B2_D32	0	0	81.39413	0	18.60587	0
GF8_B3_D46	2.28761	0	39.28751	0	58.42488	0
GF8_B4_COLON_D46	0.37161	0	87.6897	0	11.93869	0
GF8_B4_D30	0	0	9.50078	0	90.49922	0
GF8_B4_D33	0	0	76.25307	0	23.74693	0
GF8_B5_COLON_D46	0.03581	0	74.65812	0	25.30608	0
GF8_B5_D34	0.20196	0	85.22277	0	14.57527	0
GF8_B5_D35	0	0	69.56449	0	30.43551	0
GF8_B6_COLON_D46	0.44749	0	93.16667	0	6.38584	0
GF8_B6_D30	0.02283	0	18.54925	0	81.42792	0
GF8_B6_D33	0	0	77.68761	0	22.31239	0
GF8_B6_D34	0	0	83.09652	0	16.90348	0
GF8_B6_D35	0	0	65.43275	0	34.56725	0
GF8_B7_D33	0	0	52.16051	0	47.83949	0
GF8_C1_COLON_D46	0	0	88.31871	0	11.68129	0
GF8_C1_D31	0	0	0	0	100	0
GF8_C1_D32	0	0	55.68122	0	44.31878	0
GF8_C1_D33	0	0	56.20519	0	43.79481	0
GF8_C1_D34	0.28804	0	84.87578	0	14.83618	0
GF8_C2_COLON_D46	0	0	76.45095	0	23.54905	0
GF8_C2_D30	17.69662	0	39.63077	0	42.67261	0
GF8_C2_D31	0	0	0	0	100	0
GF8_C3_D30	0.37046	0	20.00007	0	79.62947	0
GF8_C4_COLON_D46	0	0	74.63371	0	25.36629	0
GF8_C4_D30	0.15265	0	19.9824	0	79.86496	0
GF8_C4_D35	0	0	85.49796	0	14.50204	0
GF8_C5_COLON_D46	0	0	74.31619	0	25.68381	0
GF8_C5_D30	0	0	1.21185	0	98.78815	0
GF8_C5_D35	0	0	80.0765	0	19.9235	0
GF8_C6_COLON_D46	0.24304	0	68.775	0	30.98196	0
GF8_C6_D30	0	0	1.11267	0	98.88733	0
GF8_C6_D32	0	0	55.10059	0	44.89941	0
GF8_C6_D34	0	0	88.53547	0	11.46453	0
GF8_C7_COLON_D46	0.36956	0	68.178	0	31.45245	0
GF8_C7_D30	0	0	0	0	100	0
GF8_C7_D33	0	0	71.52971	0	28.47029	0
GF8_C7_D34	0	0	0	0	0	0
GF8_C7_D35	0.41303	0	73.64345	0	25.94352	0
GF8_INOC	2.02909	0	81.15703	0	16.81388	0
GF9_A_DAM_D0	0	0	62.62552	0	37.37448	0
GF9_A1_COLON_D33	0	0	17.77745	0	82.22255	0
GF9_A1_D16	0	0	53.37291	0	46.62709	0
GF9_A1_D19	4.98897	0	62.89398	0	32.11705	0
GF9_A1_D20	0	0	75.05749	0	24.94251	0
GF9_A1_D21	0	0	51.3527	0	48.6473	0
GF9_A2_COLON_D33	0	0	98.36869	0	1.63131	0
GF9_A2_D21	0	0	63.74834	0	36.25166	0
GF9_A3_COLON_D33	0	0	87.18005	0	12.81995	0
GF9_A3_D18	0.07579	0	54.64338	0	45.28083	0
GF9_A3_D19	0	0	48.85892	0	51.14108	0
GF9_A3_D21	0	0	63.00854	0	36.99146	0
GF9_A4_COLON_D33	0	0	78.88645	0	21.11355	0
GF9_A4_D16	0	0	23.628	0	76.372	0
GF9_A4_D17	0.11817	0	65.82625	0	34.05558	0
GF9_A4_D18	0.05248	0	58.67711	0	41.2704	0
GF9_A4_D19	0	0	42.86745	0	57.13255	0
GF9_A4_D20	0	0	68.90776	0	31.09224	0
GF9_A5_COLON_D33	0	0	81.33555	0	18.66445	0
GF9_A5_D18	0.02874	0	58.04949	0	41.92177	0
GF9_A5_D19	0	0	58.4375	0	41.5625	0
GF9_A6_COLON_D33	0	0	85.43066	0	14.56934	0
GF9_A6_D16	0.23046	0	58.5777	0	41.19184	0
GF9_A6_D21	0	0	75.70919	0	24.29081	0
GF9_A7_D16	0	0	1.79809	0	98.20191	0
GF9_A7_D20	0	0	65.47021	0	34.52979	0
GF9_C1_COLON_D33	0.01806	0	91.97826	0	8.00368	0
GF9_C1_D16	0	0	8.87053	0	91.12947	0
GF9_C1_D17	0	0	40.83935	0	59.16065	0
GF9_C1_D19	0	0	80.0143	0	19.9857	0
GF9_C1_D21	0	0	90.07667	0	9.92333	0
GF9_C2_COLON_D33	0	0	93.77621	0	6.22379	0
GF9_C2_D16	0.09126	0	58.62396	0	41.28478	0
GF9_C2_D18	0	0	63.71598	0	36.28402	0
GF9_C2_D21	0	0	85.25333	0	14.74667	0
GF9_C3_D16	0.03462	0	67.22811	0	32.73727	0
GF9_C3_D17	0.00916	0	34.84635	0	65.14449	0
GF9_C3_D19	0	0	90.3949	0	9.6051	0
GF9_C3_D20	0	0	85.11771	0	14.88229	0
GF9_C3_D21	0	0	83.09552	0	16.90448	0
GF9_C4_COLON_D33	0	0	90.12168	0	9.87832	0
GF9_C4_D16	0.11098	0	80.46505	0	19.42397	0
GF9_C4_D17	0	0	21.81131	0	78.18869	0
GF9_C4_D19	0	0	87.38088	0	12.61912	0
GF9_C5_COLON_D33	0	0	91.17781	0	8.82219	0
GF9_C5_D17	0.14909	0	26.49086	0	73.36005	0
GF9_C5_D18	0	0	61.21725	0	38.78275	0
GF9_C5_D20	0	0	91.54614	0	8.45386	0
GF9_C5_D21	0	0	75.6442	0	24.3558	0
GF9_C6_COLON_D33	0	0	90.74191	0	9.25809	0
GF9_C6_D16	0.14556	0	62.63315	0	37.22129	0
GF9_C6_D20	0	0	54.12309	0	45.87691	0
GF9_C6_D21	0	0	76.90217	0	23.09783	0
GF9_C7_COLON_D33	0	0	93.74753	0	6.25247	0
GF9_C7_D16	0.2201	0	63.82991	0	35.94999	0
GF9_C7_D17	0	0	33.6289	0	66.3711	0
GF9_INOC	0.26363	0	66.82951	0	32.90686	0
Gn3_6A_dam	0	0	0	0	0	0
Gn3_6Adam_Stool	0	0	0	0	0	0
Gn3_6B_dam_210806	0	0	0	0	0	0
Gn3_6B_dam_210818	0	0	0	0	0	0
Gn3_6C_dam	4.15783	0	91.18718	0	4.65499	0
Gn3_6Cdam_Stool_210816	7.08683	0	86.23651	0	6.67665	0
Gn3_6Cdam_Stool_211105-1	50.07663	0	43.64817	0	6.2752	0
Gn3_6Cdam_Stool_211105-2	46.78695	0	46.67444	0	6.5386	0
Gn3_6Cdam_Stool_211105-3	40.78578	0	53.73846	0	5.47576	0
Gn3_6D_dam	6.36704	0	80.18813	0	13.44484	0
Gn3_6Ddam_Stool	7.74539	0	79.19697	0	13.05764	0
Gn3_6E_dam	7.41163	0	85.87868	0	6.70969	0
Gn3_6Edam_Stool	2.1902	0	91.42106	0	6.38874	0
Gn3_6F_dam	3.04198	0	88.84346	0	8.11456	0
Gn3_7A_dam_210806	11.96569	0	85.65008	0	2.38423	0
Gn3_7A_dam	5.51637	0	89.63085	0	4.85278	0
Gn3_7ADam_Stool_210806	39.82491	0	56.88666	0	3.28843	0
Gn3_7Adam_Stool_210823	42.37567	0	55.86565	0	1.75868	0
Gn3_7C_dam	55.69369	0	38.96092	0	5.34539	0
Gn3_7D_dam_210806	61.92805	0	34.60193	0	3.47003	0
Gn3_7D_dam_210818	64.23431	0	27.38794	0	8.37774	0
Gn3_7E_dam	45.31583	0	49.39282	0	5.29135	0
Gn3_7Edam_Stool	66.39069	0	30.86335	0	2.74596	0
Gn3_7F_dam	39.80977	0	51.05666	0	9.13357	0
Gn3_7Fdam_Stool	49.35064	0	45.99758	0	4.65178	0
Gn3_8Ddam_Stool_211105-1	0	0	0	0	0	0
Gn3_8Ddam_Stool_211105-2	40.43543	0	2.37767	0	57.1869	0
Gn3_A_Innoc	2.12917	0	79.14139	0	18.72944	0
Gn3_A1_Cwash	0	0	0	0	100	0
Gn3_A1_Stool	0	0	3.83393	0	96.16607	0
Gn3_A2_Cwash	0	0	0	0	100	0
Gn3_A3_Cwash	0	0	0	0	100	0
Gn3_A3_Stool_DoL10	0	0	1.7141	0	98.2859	0
Gn3_A3_Stool_DoL11	0	0	2.78062	0	97.21938	0
Gn3_A4_Cwash	0	0	0	0	100	0
Gn3_A5_Cwash	0	0	0	0	100	0
Gn3_A5_Stool_Dol10	0	0	2.07824	0	97.92176	0
Gn3_A5_Stool_dol11	0	0	5.28336	0	94.71664	0
Gn3_A5_Stool_dol12	0	0	2.56968	0	97.43032	0
Gn3_A6_Cwash	0	0	0	0	100	0
Gn3_AB_Innoc	29.60574	0	60.51706	0	9.8772	0
Gn3_AB10_Cwash	0	0	100	0	0	0
Gn3_AB10_Stool	0	0	0	0	100	0
Gn3_AB11_Cwash	0	0	0	0	0	0
Gn3_AB12_Cwash	0	0	0	0	0	0
Gn3_AB12_Stool	0	0	100	0	0	0
Gn3_AB6_Cwash	0	0	100	0	0	0
Gn3_AB6_Stool	0	0	8.88815	0	91.11185	0
Gn3_AB7_Cwash	0	0	0	0	100	0
Gn3_AB7_Stool	0	0	3.44766	0	96.55234	0
Gn3_AB8_Cwash	0	0	0	0	100	0
Gn3_AB8_Stool	0.16827	0	14.71713	0	85.1146	0
Gn3_AB9_Stool	4.11592	0	20.54948	0	75.3346	0
Gn3_B_Innoc	54.49763	0	40.57719	0	4.92517	0
Gn3_B1_Cwash	0	0	0	0	0	0
Gn3_B1_Stool	0	0	100	0	0	0
Gn3_B10_Cwash	0	0	0	0	100	0
Gn3_B11_Cwash	0	0	32.26087	0	67.73913	0
Gn3_B13_Cwash	0	0	0	0	100	0
Gn3_B13_Stool	0.57817	0	1.73623	0	97.6856	0
Gn3_B14_Cwash	0	0	0	0	100	0
Gn3_B14_Stool	0.06492	0	2.78565	0	97.14943	0
Gn3_B15_Cwash	0	0	0	0	100	0
Gn3_B15_Stool	0	0	3.88007	0	96.11993	0
Gn3_B16_Cwash	0	0	0	0	100	0
Gn3_B2_Cwash	0	0	0	0	0	0
Gn3_B2_Stool	0.33241	0	99.16052	0	0.50707	0
Gn3_B3_Cwash	0	0	0	0	0	0
Gn3_B3_Stool	0.10289	0	98.78281	0	1.1143	0
Gn3_B4_Cwash	0	0	0	0	0	0
Gn3_B4_Stool	0	0	100	0	0	0
Gn3_B5_Cwash	0	0	0	0	0	0
Gn3_B5_Stool	0.86034	0	96.34456	0	2.7951	0
Gn3_B6_Cwash	0	0	0	0	0	0
Gn3_B6_Stool	1.01777	0	10.83665	0	88.14558	0
Gn3_B7_Stool	0	0	100	0	0	0
Gn3_B9_Cwash	0	0	19.23841	0	80.76159	0
Gn3_BP7_Cwash	0	0	7.59141	0	92.40859	0
Gn3_BP8_Cwash	0	0	10.80925	0	89.19075	0
Gn3_BV7_Cwash	0	0	0	0	0	0
Gn3_BV8_Cwash	0	0	0	0	0	0
Gn3_E1_Cwash	0	0	0	0	100	0
Gn3_E2_Cwash	0	0	0	0	100	0
Gn3_F1_Stool	20.20773	0	19.30496	0	60.48731	0
Gn3_F2_Stool	6.54219	0	24.78717	0	68.67063	0
Gn3_PBS_Innoc	0	0	0	0	0	0
Gn3_PBS1_Cwash	0	0	0	0	0	0
Gn3_PBS2_dam	0	0	0	0	0	0
Gn3_PBS3_Cwash	0	0	0	0	0	0
Gn4_E_Innoc	6.12934	0	25.90152	0	67.96914	0
Gn4_F_Innoc	7.5215	0	28.98786	0	63.49064	0
Gn4_G_Innoc	0	0	100	0	0	0
Gn4_H_Innoc	4.54501	0	18.25535	0	77.19964	0
Gn4_I_Innoc	33.57878	0	3.10818	0	63.31304	0
gnoto1_A_inoc	1.89762	0	82.87557	0	15.22681	0
gnoto1_AM1_d10	0	0	3.384	0	96.616	0
gnoto1_AM1_d20_colon	0	0	88.37909	0	11.62091	0
gnoto1_AM2_d10	0	0	17.41193	0	82.58807	0
gnoto1_AM2_d20_colon	0	0	82.7583	0	17.2417	0
gnoto1_AM3_d10	0	0	26.49633	0	73.50367	0
gnoto1_AM3_d20_colon	0	0	85.17338	0	14.82662	0
gnoto1_AM4_d10	0	0	11.66763	0	88.33237	0
gnoto1_AM4_d20_colon	0	0	87.60908	0	12.39092	0
gnoto1_AP1_d10	0	0	1.89035	0	98.10965	0
gnoto1_AP1_d19_colon	0	0	81.86627	0	18.13373	0
gnoto1_AP2_d10	0	0	2.34245	0	97.65755	0
gnoto1_AP2_d19_colon	0	0	82.70915	0	17.29085	0
gnoto1_AP3_d10	0	0	9.32724	0	90.67276	0
gnoto1_AP3_d20_colon	0	0	82.62084	0	17.37916	0
gnoto1_AP4_d10	0	0	7.11898	0	92.88102	0
gnoto1_AP4_d20_colon	0	0	89.31189	0	10.68811	0
gnoto1_B_inoc	56.00419	0	38.87187	0	5.12394	0
gnoto1_BA1_d10	0.86614	0	84.54283	0	14.59103	0
gnoto1_BA1_d20_colon	58.19486	0	39.79245	0	2.01269	0
gnoto1_BA2_d10	69.85149	0	2.08229	0	28.06622	0
gnoto1_BA2_d20_colon	42.7647	0	54.90547	0	2.32983	0
gnoto1_BA3_d10	80.83261	0	4.29232	0	14.87507	0
gnoto1_BA3_d20_colon	60.15915	0	36.58868	0	3.25216	0
gnoto1_BA4_d10	0.68489	0	7.77357	0	91.54154	0
gnoto1_BA4_d20_colon	53.82744	0	42.69295	0	3.47962	0
gnoto1_BM1_d10	2.30998	0	18.96591	0	78.72411	0
gnoto1_BM1_d20_colon	51.21501	0	44.7665	0	4.01849	0
gnoto1_BM2_d10	1.31066	0	14.71188	0	83.97746	0
gnoto1_BM2_d20_colon	50.27995	0	45.64397	0	4.07608	0
gnoto1_BM3_d10	1.56603	0	43.68041	0	54.75356	0
gnoto1_BM3_d20_colon	40.44283	0	54.71172	0	4.84545	0
gnoto1_BM4_d10	8.80256	0	25.1934	0	66.00405	0
gnoto1_BM4_d20_colon	39.51458	0	58.67708	0	1.80834	0
gnoto1_BM5_d10	4.49069	0	16.54599	0	78.96332	0
gnoto1_BM5_d20_colon	15.7487	0	77.35748	0	6.89383	0
gnoto1_BP1_d10	0	0	15.83485	0	84.16515	0
gnoto1_BP1_d20_colon	0.29532	0	95.66449	0	4.04019	0
gnoto1_BP2_d10	0	0	100	0	0	0
gnoto1_BP2_d20_colon	0.80467	0	94.23449	0	4.96085	0
gnoto1_BP3_d10	0.6263	0	7.67746	0	91.69623	0
gnoto1_BP3_d20_colon	3.47515	0	89.11479	0	7.41006	0
gnoto1_BP4_d10	0.13895	0	92.57328	0	7.28777	0
gnoto1_BP4_d20_colon	1.87027	0	91.33134	0	6.79839	0
gnoto2_BA1_d10	78.40164	0	7.137	0	14.46135	0
gnoto2_BA1_d20_colon	33.24854	0	44.44696	0	22.30451	0
gnoto2_BA2_d10	0	0	14.41533	0	85.58467	0
gnoto2_BA2_d20_colon	52.87903	0	39.99884	0	7.12214	0
gnoto2_BA3_d10	87.15704	0	3.32955	0	9.51341	0
gnoto2_BA3_d20_colon	47.76158	0	45.18945	0	7.04896	0
gnoto2_BA4_d10	90.89016	0	2.26802	0	6.84182	0
gnoto2_BA5_d10	0	0	38.49895	0	61.50105	0
gnoto2_BA5_d20_colon	0	0	84.96147	0	15.03853	0
gnoto2_BA6_d20_colon	7.58789	0	76.08594	0	16.32617	0
gnoto2_BA7_d20_colon	49.39575	0	48.23341	0	2.37084	0
gnoto2_BM1_d10	77.62795	0	3.04383	0	19.32822	0
gnoto2_BM1_d20_colon	44.81376	0	52.63597	0	2.55027	0
gnoto2_BM2_d10	88.81386	0	3.25548	0	7.93067	0
gnoto2_BM2_d20_colon	70.62416	0	29.37584	0	0	0
gnoto2_BM3_d10	10.33467	0	23.67683	0	65.9885	0
gnoto2_BM3_d20_colon	39.37967	0	53.76673	0	6.85361	0
gnoto2_BM4_d10	88.6495	0	2.58482	0	8.76568	0
gnoto2_BM4_d20_colon	42.81883	0	51.70988	0	5.47129	0
gnoto2_BM5_d10	30.79018	0	12.06322	0	57.1466	0
gnoto2_BM5_d20_colon	37.94561	0	57.04097	0	5.01343	0
gnoto2_BM6_d10	80.71344	0	4.85526	0	14.4313	0
gnoto2_BM6_d20_colon	35.08838	0	57.18541	0	7.7262	0
gnoto2_BM7_d10	0	0	13.04744	0	86.95256	0
gnoto2_BM7_d20_colon	42.85616	0	53.83662	0	3.30722	0
gnoto2_BP1_d10	5.65193	0	85.73828	0	8.60979	0
gnoto2_BP1_d20_colon	9.53492	0	80.39717	0	10.06791	0
gnoto2_BP2_d10	0.80874	0	27.08367	0	72.10759	0
gnoto2_BP2_d20_colon	20.45039	0	63.61124	0	15.93837	0
gnoto2_BP3_d10	8.93095	0	86.13746	0	4.93159	0
gnoto2_BP4_d10	5.57535	0	27.2631	0	67.16155	0
gnoto2_BP4_d20_colon	0	0	93.3771	0	6.6229	0
gnoto2_BP5_d10	11.27047	0	83.82392	0	4.90561	0
gnoto2_BP5_d20_colon	2.83942	0	88.2406	0	8.91998	0
gnoto2_BP6_d10	0.48643	0	90.47899	0	9.03458	0
gnoto2_BP6_d20_colon	3.0899	0	87.28038	0	9.62972	0
gnoto2_INOC_microA	1.97958	0	83.09435	0	14.92607	0
gnoto2_INOC_microB	42.15228	0	54.25491	0	3.59281	0
