Sample,Clostridiales,Enterobacterales,Erysipelotrichales,Lactobacillales,Veillonellales,Tissierellales,Campylobacterales,Actinomycetales,Bacillales,Bacteroidales,Verrucomicrobiales,Burkholderiales,Proteobacteria_unclassified,Sphingomonadales,Bifidobacteriales,Corynebacteriales,Micrococcales,Eggerthellales,Propionibacteriales,Fusobacteriales,Pseudomonadales,Sphingobacteriales
GF4_C4_D39,17.036,13.86006,0,68.57607,0,0,0,0,0,0,0,0,0,0,0.52787,0,0,0,0,0,0,0
GF4_C5_d43,86.50483,13.13722,0,0.2774,0,0,0,0,0,0,0,0,0,0,0.08055,0,0,0,0,0,0,0
GF4_C5_d45,70.53697,16.81158,0,1.15614,0,0,0,0,0,0,0,0,0,0,11.49531,0,0,0,0,0,0,0
GF4_C5_d46,82.95317,10.20901,0,0.05001,0,0,0,0,0,0,0,0,0,0,6.78781,0,0,0,0,0,0,0
GF4_C5_LI,7.59395,2.77936,0,1.10183,0,0,0,0,0,0,0,0,0,0,88.52486,0,0,0,0,0,0,0
GF4_C5_SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
GF4_Cdam_d16,52.61636,5.16917,0,3.33942,15.23271,0.71013,0,1.9514,0,0,0,0,0,0,20.98081,0,0,0,0,0,0,0
GF4_Csire_d16,40.36373,3.47445,0,2.15001,16.48485,1.36202,0,1.34259,0,0,0,0,0,0,34.82236,0,0,0,0,0,0,0
GF4_Csire_d2,34.56793,8.18749,0,3.60291,0.15079,0.3269,0,3.35851,0,0,0,0,0,0,49.80546,0,0,0,0,0,0,0
GF4_INOC_GF45,19.48458,7.2606,0,2.9434,4.52449,1.34031,0,3.83009,0,0,0,0,0,0,60.61654,0,0,0,0,0,0,0
GF5_A_DAM_D0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A_DAM_D24,25.27568,5.29482,0,3.11252,6.92479,3.16757,0,7.80434,0,0,0,0,0,0,48.42028,0,0,0,0,0,0,0
GF5_A1_COLON_190815,12.19333,2.61809,0,2.74553,14.6959,0,0,0,0,0,0,0,0,0,67.74715,0,0,0,0,0,0,0
GF5_A1_D46,1.33217,89.6048,0,4.66852,3.06001,0.08495,0,0,0,0,0,0,0,0,1.24955,0,0,0,0,0,0,0
GF5_A1_D47,33.39489,54.99143,0,3.24733,2.15793,5.25111,0,0,0,0,0,0,0,0,0.95731,0,0,0,0,0,0,0
GF5_A1_D48,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_D79,0,89.72633,0,3.37781,0,0,0,0,0,0,0,0,0,0,6.89586,0,0,0,0,0,0,0
GF5_A1_D80,0,99.43072,0,0.27618,0,0,0,0,0,0,0,0,0,0,0.29311,0,0,0,0,0,0,0
GF5_A1_D81,0,97.81111,0,1.85156,0,0,0,0,0,0,0,0,0,0,0.33733,0,0,0,0,0,0,0
GF5_A1_D83,3.2023,0,0,96.7977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A1_D88,46.43963,45.10979,0,1.57841,0,0,0,0,0,0,0,0,0,0,6.87218,0,0,0,0,0,0,0
GF5_A2_COLON_190628,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A2_D46,1.01193,94.37087,0,1.20077,2.12698,0,0,0,0,0,0,0,0,0,1.28945,0,0,0,0,0,0,0
GF5_A2_D48,20.62328,7.17711,0,2.38966,0,0.20685,0,0,0,0,0,0,0,0,69.6031,0,0,0,0,0,0,0
GF5_A2_D79,2.47922,87.57192,0,0.8851,0,0,0,0,0,0,0,0,0,0,9.06376,0,0,0,0,0,0,0
GF5_A2_D80,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A3_COLON_190628,20.76463,14.44556,0,64.78981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A3_D46,0.08347,88.11358,0,5.11045,0,0,0,0,0,0,0,0,0,0,6.6925,0,0,0,0,0,0,0
GF5_A4_D46,0,95.20882,0,3.41918,0,0,0,0,0,0,0,0,0,0,1.372,0,0,0,0,0,0,0
GF5_A4_D48,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A5_D46,0.49339,97.23958,0,1.02289,0,0,0,0,0,0,0,0,0,0,1.24414,0,0,0,0,0,0,0
GF5_A5_D79,0,54.69699,0,45.30301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A5_D80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A6_D81,0,85.61308,0,12.96479,0,0,0,0,0,0,0,0,0,0,1.42213,0,0,0,0,0,0,0
GF5_A6_D82,54.50596,28.11026,0,4.12917,0.31367,0,0,0,0,0,0,0,0,0,12.94094,0,0,0,0,0,0,0
GF5_A7_COLON_190815,2.64183,2.91598,0,5.47999,4.34345,0,0,0,0,0,0,0,0,0,84.61875,0,0,0,0,0,0,0
GF5_A7_D46,0,91.06258,0,8.03493,0,0,0,0,0,0,0,0,0,0,0.9025,0,0,0,0,0,0,0
GF5_A7_D79,20.12628,10.61838,0,68.78224,0,0,0,0,0,0,0,0,0,0,0.47309,0,0,0,0,0,0,0
GF5_A7_D80,32.79551,22.30684,0,27.78751,0,0,0,0,0,0,0,0,0,0,17.11014,0,0,0,0,0,0,0
GF5_A7_D81,71.37872,5.1879,0,11.39413,0,0,0,0,0,0,0,0,0,0,12.03925,0,0,0,0,0,0,0
GF5_A7_D82,39.99815,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00185,0,0,0,0,0,0,0
GF5_A7_D83,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A7_D84,88.82492,4.59724,0,5.65575,0,0,0,0,0,0,0,0,0,0,0.92209,0,0,0,0,0,0,0
GF5_A7_D87,41.08215,5.34756,0,2.0601,7.74168,0,0,0,0,0,0,0,0,0,43.7685,0,0,0,0,0,0,0
GF5_A8_COLON_190815,13.33262,3.69759,0,7.27836,14.55856,0,0,0,0,0,0,0,0,0,61.13288,0,0,0,0,0,0,0
GF5_A8_D79,0.67621,81.90129,0,17.05892,0,0,0,0,0,0,0,0,0,0,0.36358,0,0,0,0,0,0,0
GF5_A8_D83,98.85176,0,0,1.14824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_A8_D87,92.38794,4.25958,0,1.24724,0,0,0,0,0,0,0,0,0,0,2.10524,0,0,0,0,0,0,0
GF5_B_COLON_M1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B_COLON_M2,0,80.37862,0,19.62138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B_COLON_P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
GF5_B_DAM_D3,47.02702,6.03463,0,1.79114,0.09383,0.62923,0,0.28526,0,0,0,0,0,0,44.13889,0,0,0,0,0,0,0
GF5_B1_COLON_190815,72.00366,4.79125,0,4.96663,12.05166,0,0,0,0,0,0,0,0,0,6.1868,0,0,0,0,0,0,0
GF5_B1_D80,0.68288,97.7295,0,1.58762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_D82,15.56786,66.69783,0,8.86903,1.22902,0,0,0,0,0,0,0,0,0,7.63627,0,0,0,0,0,0,0
GF5_B1_D83,18.38692,66.84689,0,14.7662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B1_D84,25.99327,63.4533,0,10.55343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B2_D79,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B2_D80,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_COLON_190815,75.8864,6.92953,0,7.27749,0,0,0,0,0,0,0,0,0,0,9.90658,0,0,0,0,0,0,0
GF5_B3_D79,0,97.60101,0,2.27953,0,0,0,0,0,0,0,0,0,0,0.11946,0,0,0,0,0,0,0
GF5_B3_D81,88.71452,7.70304,0,3.58245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_D82,31.50547,51.33589,0,17.15864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B3_D83,21.60172,67.17882,0,11.21946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B4_D79,21.18048,36.42034,0,41.74849,0,0,0,0,0,0,0,0,0,0,0.42286,0,0,0,0.22784,0,0,0
GF5_B5_D79,0,26.6533,0,72.91035,0,0,0,0,0,0,0,0,0,0,0.43635,0,0,0,0,0,0,0
GF5_B5_D80,0,37.37289,0,62.62711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B6_COLON_190815,46.93097,7.78038,0,11.25762,13.46858,0,0,0,0,0,0,0,0,0,20.56245,0,0,0,0,0,0,0
GF5_B6_D79,2.45581,85.29699,0,12.2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_B6_D84,93.12634,6.06579,0,0.4513,0,0,0,0,0,0,0,0,0,0,0.35657,0,0,0,0,0,0,0
GF5_B7_COLON_190815,41.12347,11.48924,0,28.64537,5.88034,0,0,0,0,0,0,0,0,0,12.86159,0,0,0,0,0,0,0
GF5_B7_D79,2.39026,2.66724,0,94.79631,0,0,0,0,0,0,0,0,0,0,0.14619,0,0,0,0,0,0,0
GF5_B7_D80,72.51365,16.46325,0,11.0072,0,0,0,0,0,0,0,0,0,0,0.01591,0,0,0,0,0,0,0
GF5_B7_D82,86.54681,11.76842,0,1.68476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C_DAM_D24,49.65122,3.292,0,1.15787,18.22261,0.70322,0,0.07427,0,0,0,0,0,0,26.8988,0,0,0,0,0,0,0
GF5_C_DAM_D3,42.72686,3.73505,0,1.28179,0,0.11644,0,0.49972,0,0,0,0,0,0,51.64013,0,0,0,0,0,0,0
GF5_C1_COLON_190628,82.21564,16.16674,0,0.6502,0,0,0,0,0,0,0,0,0,0,0.96743,0,0,0,0,0,0,0
GF5_C1_COLON_190815,21.18323,78.81677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_D46,7.69482,89.38125,0,0.8027,2.09992,0,0,0,0,0,0,0,0,0,0.02131,0,0,0,0,0,0,0
GF5_C1_D47,17.23642,72.24647,0,1.96302,3.23835,5.17986,0,0.13587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C1_D48,40.16675,42.91769,0,2.21057,4.4921,0.08892,0,0,0,0,0,0,0,0,10.12398,0,0,0,0,0,0,0
GF5_C2_COLON_190815,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C2_D46,4.73271,89.19416,0,1.69315,3.63109,0,0,0,0,0,0,0,0,0,0.74889,0,0,0,0,0,0,0
GF5_C3_COLON_190628,78.03324,21.96676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C3_COLON_190815,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C3_D46,0.01991,96.9866,0,1.68984,0,0,0,0,0,0,0,0,0,0,1.30364,0,0,0,0,0,0,0
GF5_C4_COLON_190628,52.83408,40.15933,0,7.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C4_D46,0,83.58961,0,15.64176,0,0,0,0,0,0,0,0,0,0,0.76863,0,0,0,0,0,0,0
GF5_C4_D47,0,93.87355,0,6.12645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C5_COLON_190628,57.94592,28.03501,0,14.01906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_C5_D47,0,96.24593,0,1.37569,0,0,0,0,0,0,0,0,0,0,2.37838,0,0,0,0,0,0,0
GF5_C6_D46,0,97.54577,0,0.80604,0,0,0,0,0,0,0,0,0,0,1.64819,0,0,0,0,0,0,0
GF5_COLON_A1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF5_COLON_A2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_COLON_D54,76.97969,18.71182,0,0.15083,0,4.15767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_COLON_D88,21.48533,76.96682,0,1.54785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A1_D53,17.6911,78.88174,0,2.17776,0,0,0,0,0,0,0,0,0,0,1.2494,0,0,0,0,0,0,0
GF6_A1_D87,0,41.73272,0,58.26728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_COLON_D105,70.81698,0.64164,0,0,6.70145,0,0,0,0,0,0,0,0,0,21.83993,0,0,0,0,0,0,0
GF6_A2_COLON_D54,70.06787,29.72282,0,0,0,0,0,0,0,0,0,0,0,0,0.20931,0,0,0,0,0,0,0
GF6_A2_D51,0,86.31281,0,13.68719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_D52,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A2_D87,12.6722,70.80727,0,3.92079,0,0,0,0,0,0,0,0,0,0,12.59974,0,0,0,0,0,0,0
GF6_A2_D93,66.7259,25.57389,0,0.8139,5.07249,0,0,0,0,0,0,0,0,0,1.81383,0,0,0,0,0,0,0
GF6_A3_COLON_D54,83.12764,16.87236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_COLON_D88,5.58514,93.91764,0,0,0.49722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A3_D51,0.14675,82.11532,0,5.82206,0,0,0,0,0,0,0,0,0,0,11.91587,0,0,0,0,0,0,0
GF6_A3_D52,9.82215,74.44219,0,14.92847,0,0,0,0,0,0,0,0,0,0,0.80719,0,0,0,0,0,0,0
GF6_A3_D53,27.44678,64.46915,0,3.46347,0,2.40551,0,0,0,0,0,0,0,0,2.21508,0,0,0,0,0,0,0
GF6_A3_D87,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_COLON_D105,70.27924,0.959,0.89214,0,5.65256,0,0,0,0,0,0,0,0,0,22.21706,0,0,0,0,0,0,0
GF6_A4_COLON_D54,54.95815,44.39342,0,0,0,0.64843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_D51,0,71.26042,0,28.73958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A4_D53,14.04911,75.42938,0,7.85671,0,0.16322,0,0,0,0,0,0,0,0,2.50157,0,0,0,0,0,0,0
GF6_A4_D93,79.62738,17.16456,0,1.26584,0,0,0,0,0,0,0,0,0,0,1.94222,0,0,0,0,0,0,0
GF6_A5_COLON_D105,57.84564,1.5423,0,0,12.85455,0,0,0,0,0,0,0,0,0,27.7575,0,0,0,0,0,0,0
GF6_A5_D51,0,83.02469,0,16.97531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A5_D87,0,93.52004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47996,0,0,0
GF6_A5_D90,14.82383,47.57398,0,4.94552,0,0,0,0,0,0,0,0,0,0,32.65667,0,0,0,0,0,0,0
GF6_A5_D91,36.20611,44.20969,0,11.98946,0,0,0,0.07662,0,0,0,0,0,0,7.51813,0,0,0,0,0,0,0
GF6_A6_COLON_D105,77.05547,1.74764,0,0.08344,7.73277,0,0,0,0,0,0,0,0,0,13.38067,0,0,0,0,0,0,0
GF6_A6_COLON_D54,83.50187,15.96755,0,0.1082,0,0,0,0,0,0,0,0,0,0,0.42237,0,0,0,0,0,0,0
GF6_A6_D53,12.06425,74.89439,0,12.12825,0,0,0,0,0,0,0,0,0,0,0.91311,0,0,0,0,0,0,0
GF6_A6_D87,0,93.49071,0,6.50929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A6_D88,0,89.91839,0,10.08161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A6_D91,58.6872,26.04317,0,13.9797,0,0,0,0.01969,0,0,0,0,0,0,1.27025,0,0,0,0,0,0,0
GF6_A7_D87,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A8_COLON_D105,80.18757,1.19521,0,0.90874,0.96988,0,0,0,0,0,0,0,0,0,16.7386,0,0,0,0,0,0,0
GF6_A8_COLON_D54,93.15302,6.84698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A8_D51,0,92.30057,0,5.99787,0,0,0,0,0,0,0,0,0,0,1.70156,0,0,0,0,0,0,0
GF6_A8_D52,0,92.35105,0,7.64895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_A8_D53,53.69317,37.52928,0,5.11683,0,0,0,0,0,0,0,0,0,0,3.66071,0,0,0,0,0,0,0
GF6_A8_D89,51.83931,43.71378,0,3.93474,0,0,0,0,0,0,0,0,0,0,0.51218,0,0,0,0,0,0,0
GF6_A8_D91,74.61944,9.57233,0,0,2.64095,0,0,0,0,0,0,0,0,0,13.16728,0,0,0,0,0,0,0
GF6_A8_D93,64.91453,19.59721,0,0.84992,11.8122,0,0,0,0,0,0,0,0,0,2.82614,0,0,0,0,0,0,0
GF6_ADAM_D0,11.7107,31.16246,55.28347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84337,0,0,0
GF6_ASIRE_D57,22.03958,4.29702,0,2.19677,5.02526,5.53985,0,7.55492,0,0,0,0,0,0,53.3466,0,0,0,0,0,0,0
GF6_B_DAM_D22,35.8891,4.50849,0,4.0977,0,0,0,0.05371,0,0,0,0,0,0,55.45101,0,0,0,0,0,0,0
GF6_B1_D63,0,96.77514,0,1.37318,0,0,0,0,0,0,0,0,0,0,1.85168,0,0,0,0,0,0,0
GF6_B1_D64,0.76184,95.31826,0,1.95817,0,0.04584,0,0,0,0,0,0,0,0,1.91589,0,0,0,0,0,0,0
GF6_B1_D66,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B1_D87,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B1_D89,21.54105,6.2158,0,14.01609,0,0,0,0,0,0,0,0,0,0,58.22707,0,0,0,0,0,0,0
GF6_B1_D91,53.95432,6.36718,0,17.47679,0,0,0,0,0,0,0,0,0,0,22.20171,0,0,0,0,0,0,0
GF6_B1_D93,36.03877,56.01103,0,5.77667,0,0,0,0,0,0,0,0,0,0,2.17353,0,0,0,0,0,0,0
GF6_B10_D63,0,98.54032,0,1.18549,0,0,0,0,0,0,0,0,0,0,0.27419,0,0,0,0,0,0,0
GF6_B10_D64,2.58487,91.96378,0,4.50205,0,0.07735,0,0,0,0,0,0,0,0,0.87194,0,0,0,0,0,0,0
GF6_B2_COLON_D105,73.94068,2.71364,0,1.06454,0.09916,0,0,0,0,0,0,0,0,0,22.18197,0,0,0,0,0,0,0
GF6_B2_D63,4.03343,55.57515,0,39.53474,0,0,0,0,0,0,0,0,0,0,0.72208,0,0,0,0.13461,0,0,0
GF6_B2_D66,19.73244,78.40132,0,1.86624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B2_D87,5.93106,83.4369,0,10.63204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B2_D89,0,0,0,30.81229,0,0,0,0,0,0,0,0,0,0,69.18771,0,0,0,0,0,0,0
GF6_B3_COLON_D105,72.3354,1.93885,0,0.82679,0,0,0,0,0,0,0,0,0,0,24.89896,0,0,0,0,0,0,0
GF6_B3_D63,0,94.90952,0,3.86507,0,0,0,0,0,0,0,0,0,0,1.22541,0,0,0,0,0,0,0
GF6_B3_D66,78.20998,16.32973,0,3.53474,0,1.62569,0,0,0,0,0,0,0,0,0.29986,0,0,0,0,0,0,0
GF6_B3_D87,15.61827,70.74205,0,11.55034,0,0.55326,0,0,0,0,0,0,0,0,1.53608,0,0,0,0,0,0,0
GF6_B3_D89,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B3_D91,75.63249,0,0,11.82573,0,0,0,0,0,0,0,0,0,0,12.54179,0,0,0,0,0,0,0
GF6_B3_D93,44.57561,4.27411,0,2.73232,0,0,0,0,0,0,0,0,0,0,48.41796,0,0,0,0,0,0,0
GF6_B4_COLON_D105,66.86026,2.54208,0,0.88337,0.98963,0,0,0,0,0,0,0,0,0,28.72467,0,0,0,0,0,0,0
GF6_B4_D64,2.26869,91.69195,0,3.892,0,0,0,0,0,0,0,0,0,0,2.14736,0,0,0,0,0,0,0
GF6_B4_D66,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B4_D87,12.70367,73.18462,0,12.38831,0,0.18406,0,0,0,0,0,0,0,0,1.53934,0,0,0,0,0,0,0
GF6_B4_D89,0,0,0,59.1325,0,0,0,0,0,0,0,0,0,0,40.8675,0,0,0,0,0,0,0
GF6_B4_D93,59.87706,10.36886,0,1.42168,0,0,0,0,0,0,0,0,0,0,28.33239,0,0,0,0,0,0,0
GF6_B5_COLON_D105,70.33156,2.89932,0,1.06112,0,0,0,0,0,0,0,0,0,0,25.708,0,0,0,0,0,0,0
GF6_B5_D66,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B5_D90,0,0,0,34.8996,0,0,0,0,0,0,0,0,0,0,56.18828,0,0,0,8.91212,0,0,0
GF6_B5_D91,0,0,0,32.1902,0,0,0,0,0,0,0,0,0,0,67.8098,0,0,0,0,0,0,0
GF6_B6_COLON_D105,70.34222,3.20878,0,0.91414,0,0,0,0,0,0,0,0,0,0,25.53486,0,0,0,0,0,0,0
GF6_B6_D63,0,91.59195,0,7.34992,0,0,0,0,0,0,0,0,0,0,1.05813,0,0,0,0,0,0,0
GF6_B6_D64,1.98019,90.47678,0,6.04352,0,0.13206,0,0,0,0,0,0,0,0,1.33957,0,0,0,0.02788,0,0,0
GF6_B6_D66,89.97388,9.38723,0,0.63889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B6_D87,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B6_D90,0,0,0,44.07589,0,0,0,0,0,0,0,0,0,0,55.92411,0,0,0,0,0,0,0
GF6_B6_D91,0,0,0,82.13645,0,0,0,0,0,0,0,0,0,0,17.86355,0,0,0,0,0,0,0
GF6_B6_D93,39.22171,38.31445,0,21.44608,0,0,0,0,0,0,0,0,0,0,1.01776,0,0,0,0,0,0,0
GF6_B7_COLON_D105,84.50548,2.79152,0,0.29836,0,0,0,0,0,0,0,0,0,0,12.40464,0,0,0,0,0,0,0
GF6_B7_D63,0,81.78272,0,16.88059,0,0,0,0,0,0,0,0,0,0,1.33669,0,0,0,0,0,0,0
GF6_B7_D66,75.90565,22.46226,0,1.63209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B7_D87,0,98.96089,0,1.03911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B7_D90,0,0,0,36.89766,0,0.38536,0,0,0,0,0,0,0,0,62.42619,0,0,0,0.2908,0,0,0
GF6_B7_D91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
GF6_B7_D93,78.56587,18.13017,0,3.30396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B8_COLON_D105,73.33734,5.50015,6.08026,1.55647,1.51131,0.42978,0,0.36394,0,0,0,0,0,0,11.22074,0,0,0,0,0,0,0
GF6_B8_D63,0.27722,94.59574,0,3.79838,0,0,0,0,0,0,0,0,0,0,1.32866,0,0,0,0,0,0,0
GF6_B8_D66,78.26103,15.01538,0,6.72359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_B8_D91,56.07397,11.46753,0,31.81388,0,0,0,0,0,0,0,0,0,0,0.64463,0,0,0,0,0,0,0
GF6_B9_D66,92.40079,7.59921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_GFPBS1_COLON,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_GFPBS2_COLON,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_GFPBS3_COLON,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF6_INOC,29.7704,8.1364,0,4.35527,5.26107,3.35487,0,3.37246,0,0,0,0,0,0,45.74954,0,0,0,0,0,0,0
GF6_WATER_H11,7.42563,9.21464,0,5.65997,0,0,0,0,0,0,0,0,0,0,77.69976,0,0,0,0,0,0,0
GF7_A1_COLON_D47,57.52066,9.31484,19.60945,2.22416,0,3.00251,0,0,0,6.64368,1.68468,0,0,0,0,0,0,0,0,0,0,0
GF7_A3_COLON_D47,43.83552,21.88013,32.19554,2.08882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_A4_COLON_D47,54.78127,6.80734,27.15261,1.37121,0,9.88756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_A5_COLON_D47,75.07914,3.87467,19.35101,0,0,1.69518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_A6_COLON_D47,70.93733,7.03936,17.84674,1.31192,0,2.86466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_A7_COLON_D47,40.00612,17.06225,42.93163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_ADAM_D0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
GF7_ADAM_D5,34.89952,5.82924,0,1.32836,16.14243,0.66697,0,0.05416,0,0,0,0,0,0,41.07933,0,0,0,0,0,0,0
GF7_ADAM_D78,29.98688,6.44438,0,1.53942,8.50978,3.15543,0,4.41353,0,0,0,0,0,0,45.95058,0,0,0,0,0,0,0
GF7_ASIRE_D36,47.17091,20.18358,16.77449,3.06225,6.75266,3.82568,0.42571,1.80472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B1_COLON_D47,64.19781,12.30923,9.76863,2.53792,6.10125,2.43833,1.40286,1.24397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B1_D30,3.75337,92.80833,0.05326,3.38503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B1_D31,7.95326,73.4649,12.70193,1.90577,0,3.97414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B1_D32,43.0466,26.64863,28.79431,1.51046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B1_D33,36.68328,24.13219,38.38454,0.79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GF7_B1_D36,47.97427,24.3128,25.96442,1.74851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
