TaxonomicLevel	Sample	taxa	abundance
order	GF7_C1_COLON_D47	o__Enterobacterales	9.27155
order	GF7_C1_COLON_D47	o__Erysipelotrichales	7.36456
order	GF7_C1_COLON_D47	o__Veillonellales	5.78855
order	GF7_C1_COLON_D47	o__Lactobacillales	2.55381
order	GF7_C1_D30	o__Enterobacterales	85.25968
order	GF7_C1_D30	o__Clostridiales	10.55507
order	GF7_C1_D30	o__Lactobacillales	2.64286
order	GF7_C1_D30	o__Erysipelotrichales	1.10739
order	GF7_C1_D30	o__Tissierellales	0.435
order	GF7_C1_D34	o__Lactobacillales	100
order	GF7_C1_D36	o__Erysipelotrichales	43.81937
order	GF7_C1_D36	o__Clostridiales	35.33926
order	GF7_C1_D36	o__Enterobacterales	20.16527
order	GF7_C1_D36	o__Lactobacillales	0.6761
order	GF7_C2_COLON_D47	o__Clostridiales	47.8999
order	GF7_C2_COLON_D47	o__Enterobacterales	21.80359
order	GF7_C2_COLON_D47	o__Erysipelotrichales	17.47126
order	GF7_C2_COLON_D47	o__Veillonellales	7.83072
order	GF7_C2_COLON_D47	o__Lactobacillales	4.99452
order	GF7_C2_D30	o__Enterobacterales	96.01123
order	GF7_C2_D30	o__Lactobacillales	2.00575
order	GF7_C2_D30	o__Clostridiales	1.73027
order	GF7_C2_D30	o__Erysipelotrichales	0.25275
order	GF7_C2_D32	o__Lactobacillales	100
order	GF7_C2_D33	o__Lactobacillales	99.3843
order	GF7_C2_D33	o__Propionibacteriales	0.6157
order	GF7_C2_D36	o__Clostridiales	43.55487
order	GF7_C2_D36	o__Erysipelotrichales	26.2343
order	GF7_C2_D36	o__Enterobacterales	22.36491
order	GF7_C2_D36	o__Lactobacillales	7.84593
order	GF7_C3_COLON_D47	o__Clostridiales	52.4348
order	GF7_C3_COLON_D47	o__Enterobacterales	20.04749
order	GF7_C3_COLON_D47	o__Erysipelotrichales	16.19263
order	GF7_C3_COLON_D47	o__Veillonellales	7.79211
order	GF7_C3_COLON_D47	o__Lactobacillales	3.53297
order	GF7_C3_D30	o__Enterobacterales	99.85691
order	GF7_C3_D30	o__Erysipelotrichales	0.14309
order	GF7_C3_D31	o__Enterobacterales	98.7398
order	GF7_C3_D31	o__Lactobacillales	1.2602
order	GF7_C3_D33	o__Lactobacillales	100
order	GF7_C3_D34	o__Lactobacillales	89.02347
order	GF7_C3_D34	o__Clostridiales	5.73106
order	GF7_C3_D34	o__Erysipelotrichales	5.13201
order	GF7_C3_D34	o__Enterobacterales	0.11346
order	GF7_C4_COLON_D47	o__Clostridiales	63.09334
order	GF7_C4_COLON_D47	o__Enterobacterales	13.81876
order	GF7_C4_COLON_D47	o__Erysipelotrichales	11.97064
order	GF7_C4_COLON_D47	o__Veillonellales	7.84633
order	GF7_C4_COLON_D47	o__Lactobacillales	3.27093
order	GF7_C4_D31	o__Enterobacterales	97.65249
order	GF7_C4_D31	o__Lactobacillales	1.82193
order	GF7_C4_D31	o__Clostridiales	0.52559
order	GF7_C4_D32	o__Enterobacterales	88.16373
order	GF7_C4_D32	o__Lactobacillales	7.4399
order	GF7_C4_D32	o__Erysipelotrichales	4.39636
order	GF7_CONTAMINANT	o__Bacteroidales	91.4932
order	GF7_CONTAMINANT	o__Lactobacillales	6.31616
order	GF7_CONTAMINANT	o__Clostridiales	2.19064
order	GF7_INOC	o__Enterobacterales	82.15489
order	GF7_INOC	o__Lactobacillales	8.37931
order	GF7_INOC	o__Veillonellales	4.25532
order	GF7_INOC	o__Erysipelotrichales	3.34294
order	GF7_INOC	o__Clostridiales	1.86754
order	GF7_WATER	o__Enterobacterales	100
order	GF8_A1_COLON_D46	o__Clostridiales	50.09159
order	GF8_A1_COLON_D46	o__Erysipelotrichales	31.85846
order	GF8_A1_COLON_D46	o__Enterobacterales	12.26338
order	GF8_A1_COLON_D46	o__Veillonellales	3.96145
order	GF8_A1_COLON_D46	o__Tissierellales	0.84779
order	GF8_A1_COLON_D46	o__Lactobacillales	0.78921
order	GF8_A1_COLON_D46	o__Actinomycetales	0.16584
order	GF8_A1_COLON_D46	o__Bacillales	0.02228
order	GF8_A1_D30	o__Enterobacterales	37.16872
order	GF8_A1_D30	o__Clostridiales	36.64357
order	GF8_A1_D30	o__Erysipelotrichales	16.46566
order	GF8_A1_D30	o__Veillonellales	6.59042
order	GF8_A1_D30	o__Lactobacillales	2.29167
order	GF8_A1_D30	o__Tissierellales	0.33074
order	GF8_A1_D30	o__Actinomycetales	0.28834
order	GF8_A1_D30	o__Campylobacterales	0.22087
order	GF8_A1_D33	o__Enterobacterales	100
order	GF8_A1_D35	o__Enterobacterales	54.9373
order	GF8_A1_D35	o__Clostridiales	34.6993
order	GF8_A1_D35	o__Erysipelotrichales	7.90318
order	GF8_A1_D35	o__Veillonellales	2.46023
order	GF8_A2_COLON_D46	o__Clostridiales	62.07803
order	GF8_A2_COLON_D46	o__Erysipelotrichales	14.56684
order	GF8_A2_COLON_D46	o__Enterobacterales	11.98887
order	GF8_A2_COLON_D46	o__Veillonellales	6.94704
order	GF8_A2_COLON_D46	o__Tissierellales	1.3721
order	GF8_A2_COLON_D46	o__Lactobacillales	1.31868
order	GF8_A2_COLON_D46	o__Campylobacterales	1.26143
order	GF8_A2_COLON_D46	o__Actinomycetales	0.36331
order	GF8_A2_COLON_D46	o__Bacillales	0.10369
order	GF8_A2_D30	o__Enterobacterales	90.35208
order	GF8_A2_D30	o__Clostridiales	4.57457
order	GF8_A2_D30	o__Lactobacillales	3.71126
order	GF8_A2_D30	o__Bifidobacteriales	1.3621
order	GF8_A2_D35	o__Enterobacterales	83.44607
order	GF8_A2_D35	o__Erysipelotrichales	11.23461
order	GF8_A2_D35	o__Clostridiales	5.31932
order	GF8_A3_D30	o__Enterobacterales	81.46577
order	GF8_A3_D30	o__Clostridiales	11.91293
order	GF8_A3_D30	o__Erysipelotrichales	3.41517
order	GF8_A3_D30	o__Lactobacillales	1.98807
order	GF8_A3_D30	o__Veillonellales	0.76699
order	GF8_A3_D30	o__Bifidobacteriales	0.45107
order	GF8_A4_D30	o__Enterobacterales	49.53225
order	GF8_A4_D30	o__Bifidobacteriales	29.94613
order	GF8_A4_D30	o__Clostridiales	19.79521
order	GF8_A4_D30	o__Lactobacillales	0.72641
order	GF8_A4_D31	o__Enterobacterales	100
order	GF8_A4_D32	o__Enterobacterales	95.58967
order	GF8_A4_D32	o__Erysipelotrichales	4.41033
order	GF8_A4_D33	o__Enterobacterales	99.50546
order	GF8_A4_D33	o__Lactobacillales	0.49454
order	GF8_A5_D30	o__Enterobacterales	95.92299
order	GF8_A5_D30	o__Bifidobacteriales	3.98013
order	GF8_A5_D30	o__Clostridiales	0.09688
order	GF8_A7_D32	o__Erysipelotrichales	39.70173
order	GF8_A7_D32	o__Clostridiales	36.60829
order	GF8_A7_D32	o__Enterobacterales	23.48016
order	GF8_A7_D32	o__Veillonellales	0.18687
order	GF8_A7_D32	o__Lactobacillales	0.02295
order	GF8_ADAM_D0	o__Clostridiales	52.26916
order	GF8_ADAM_D0	o__Erysipelotrichales	19.53585
order	GF8_ADAM_D0	o__Enterobacterales	16.55098
order	GF8_ADAM_D0	o__Veillonellales	5.35109
order	GF8_ADAM_D0	o__Lactobacillales	2.0768
order	GF8_ADAM_D0	o__Tissierellales	1.87348
order	GF8_ADAM_D0	o__Actinomycetales	1.17413
order	GF8_ADAM_D0	o__Campylobacterales	0.71535
order	GF8_ADAM_D0	o__Bifidobacteriales	0.45315
order	GF8_B1_COLON_D46	o__Clostridiales	61.47382
order	GF8_B1_COLON_D46	o__Erysipelotrichales	16.59344
order	GF8_B1_COLON_D46	o__Enterobacterales	13.63255
order	GF8_B1_COLON_D46	o__Veillonellales	5.31262
order	GF8_B1_COLON_D46	o__Lactobacillales	1.67006
order	GF8_B1_COLON_D46	o__Tissierellales	0.59897
order	GF8_B1_COLON_D46	o__Campylobacterales	0.526
order	GF8_B1_COLON_D46	o__Actinomycetales	0.19255
order	GF8_B1_D31	o__Enterobacterales	99.65069
order	GF8_B1_D31	o__Lactobacillales	0.34931
order	GF8_B1_D32	o__Enterobacterales	42.85449
order	GF8_B1_D32	o__Clostridiales	33.54702
order	GF8_B1_D32	o__Erysipelotrichales	20.59356
order	GF8_B1_D32	o__Lactobacillales	2.63715
order	GF8_B1_D32	o__Bifidobacteriales	0.24956
order	GF8_B1_D32	o__Veillonellales	0.11823
order	GF8_B1_D34	o__Erysipelotrichales	41.82424
order	GF8_B1_D34	o__Clostridiales	35.18363
order	GF8_B1_D34	o__Enterobacterales	21.72439
order	GF8_B1_D34	o__Veillonellales	0.84089
order	GF8_B1_D34	o__Lactobacillales	0.32185
order	GF8_B1_D34	o__Actinomycetales	0.105
order	GF8_B2_D32	o__Erysipelotrichales	40.50958
order	GF8_B2_D32	o__Clostridiales	38.82303
order	GF8_B2_D32	o__Enterobacterales	18.60587
order	GF8_B2_D32	o__Lactobacillales	1.59979
order	GF8_B2_D32	o__Veillonellales	0.43967
order	GF8_B2_D32	o__Tissierellales	0.02206
order	GF8_B3_D46	o__Enterobacterales	58.42488
order	GF8_B3_D46	o__Clostridiales	24.82029
order	GF8_B3_D46	o__Erysipelotrichales	10.50546
order	GF8_B3_D46	o__Veillonellales	3.96176
order	GF8_B3_D46	o__Bifidobacteriales	2.28761
order	GF8_B4_COLON_D46	o__Clostridiales	68.60793
order	GF8_B4_COLON_D46	o__Erysipelotrichales	12.64927
order	GF8_B4_COLON_D46	o__Enterobacterales	10.1924
order	GF8_B4_COLON_D46	o__Veillonellales	4.98862
order	GF8_B4_COLON_D46	o__Campylobacterales	1.7463
order	GF8_B4_COLON_D46	o__Lactobacillales	1.01849
order	GF8_B4_COLON_D46	o__Tissierellales	0.4254
order	GF8_B4_COLON_D46	o__Actinomycetales	0.37161
order	GF8_B4_D30	o__Enterobacterales	90.49922
order	GF8_B4_D30	o__Lactobacillales	3.48619
order	GF8_B4_D30	o__Clostridiales	3.43911
order	GF8_B4_D30	o__Erysipelotrichales	2.57547
order	GF8_B4_D33	o__Clostridiales	40.87833
order	GF8_B4_D33	o__Erysipelotrichales	34.17682
order	GF8_B4_D33	o__Enterobacterales	23.74693
order	GF8_B4_D33	o__Lactobacillales	1.19792
order	GF8_B5_COLON_D46	o__Clostridiales	59.93521
order	GF8_B5_COLON_D46	o__Enterobacterales	24.84218
order	GF8_B5_COLON_D46	o__Erysipelotrichales	9.58108
order	GF8_B5_COLON_D46	o__Veillonellales	3.86904
order	GF8_B5_COLON_D46	o__Lactobacillales	0.76287
order	GF8_B5_COLON_D46	o__Tissierellales	0.50992
order	GF8_B5_COLON_D46	o__Campylobacterales	0.4639
order	GF8_B5_COLON_D46	o__Actinomycetales	0.03581
order	GF8_B5_D34	o__Erysipelotrichales	40.80802
order	GF8_B5_D34	o__Clostridiales	40.32267
order	GF8_B5_D34	o__Enterobacterales	14.57527
order	GF8_B5_D34	o__Veillonellales	2.86821
order	GF8_B5_D34	o__Lactobacillales	0.80882
order	GF8_B5_D34	o__Tissierellales	0.41504
order	GF8_B5_D34	o__Actinomycetales	0.20196
order	GF8_B5_D35	o__Erysipelotrichales	41.27537
order	GF8_B5_D35	o__Enterobacterales	30.43551
order	GF8_B5_D35	o__Clostridiales	28.11911
order	GF8_B5_D35	o__Lactobacillales	0.17001
order	GF8_B6_COLON_D46	o__Clostridiales	75.05701
order	GF8_B6_COLON_D46	o__Erysipelotrichales	11.00274
order	GF8_B6_COLON_D46	o__Enterobacterales	5.61805
order	GF8_B6_COLON_D46	o__Veillonellales	4.78319
order	GF8_B6_COLON_D46	o__Tissierellales	1.37341
order	GF8_B6_COLON_D46	o__Lactobacillales	0.95033
order	GF8_B6_COLON_D46	o__Campylobacterales	0.76779
order	GF8_B6_COLON_D46	o__Actinomycetales	0.44749
order	GF8_B6_D30	o__Enterobacterales	81.42792
order	GF8_B6_D30	o__Clostridiales	11.24865
order	GF8_B6_D30	o__Erysipelotrichales	5.36611
order	GF8_B6_D30	o__Lactobacillales	1.93449
order	GF8_B6_D30	o__Bifidobacteriales	0.02283
order	GF8_B6_D33	o__Clostridiales	40.26505
order	GF8_B6_D33	o__Erysipelotrichales	27.15123
order	GF8_B6_D33	o__Enterobacterales	22.31239
order	GF8_B6_D33	o__Lactobacillales	10.27133
order	GF8_B6_D34	o__Clostridiales	41.25366
order	GF8_B6_D34	o__Erysipelotrichales	39.93983
order	GF8_B6_D34	o__Enterobacterales	16.90348
order	GF8_B6_D34	o__Lactobacillales	1.21737
order	GF8_B6_D34	o__Veillonellales	0.67841
order	GF8_B6_D34	o__Tissierellales	0.00724
order	GF8_B6_D35	o__Erysipelotrichales	36.14371
order	GF8_B6_D35	o__Enterobacterales	34.56725
order	GF8_B6_D35	o__Clostridiales	29.02269
order	GF8_B6_D35	o__Lactobacillales	0.26635
order	GF8_B7_D33	o__Enterobacterales	47.83949
order	GF8_B7_D33	o__Erysipelotrichales	23.90545
order	GF8_B7_D33	o__Clostridiales	16.74834
order	GF8_B7_D33	o__Lactobacillales	11.50673
order	GF8_C1_COLON_D46	o__Clostridiales	69.57475
order	GF8_C1_COLON_D46	o__Erysipelotrichales	13.16774
order	GF8_C1_COLON_D46	o__Enterobacterales	11.68129
order	GF8_C1_COLON_D46	o__Veillonellales	4.78501
order	GF8_C1_COLON_D46	o__Lactobacillales	0.79122
order	GF8_C1_D31	o__Enterobacterales	100
order	GF8_C1_D32	o__Enterobacterales	44.31878
order	GF8_C1_D32	o__Clostridiales	21.8991
order	GF8_C1_D32	o__Erysipelotrichales	17.83401
order	GF8_C1_D32	o__Lactobacillales	14.15032
order	GF8_C1_D32	o__Veillonellales	1.79779
order	GF8_C1_D33	o__Erysipelotrichales	47.33128
order	GF8_C1_D33	o__Enterobacterales	43.79481
order	GF8_C1_D33	o__Clostridiales	8.87391
order	GF8_C1_D34	o__Clostridiales	48.20856
order	GF8_C1_D34	o__Erysipelotrichales	27.15041
order	GF8_C1_D34	o__Enterobacterales	14.62204
order	GF8_C1_D34	o__Veillonellales	5.4796
order	GF8_C1_D34	o__Lactobacillales	3.62958
order	GF8_C1_D34	o__Tissierellales	0.40763
order	GF8_C1_D34	o__Actinomycetales	0.28804
order	GF8_C1_D34	o__Campylobacterales	0.21414
order	GF8_C2_COLON_D46	o__Clostridiales	58.63943
order	GF8_C2_COLON_D46	o__Enterobacterales	23.54905
order	GF8_C2_COLON_D46	o__Erysipelotrichales	12.20022
order	GF8_C2_COLON_D46	o__Veillonellales	4.83659
order	GF8_C2_COLON_D46	o__Lactobacillales	0.77471
order	GF8_C2_D30	o__Enterobacterales	42.67261
order	GF8_C2_D30	o__Clostridiales	36.77037
order	GF8_C2_D30	o__Bifidobacteriales	17.69662
order	GF8_C2_D30	o__Erysipelotrichales	1.82354
order	GF8_C2_D30	o__Lactobacillales	1.03686
order	GF8_C2_D31	o__Enterobacterales	100
order	GF8_C3_D30	o__Enterobacterales	79.62947
order	GF8_C3_D30	o__Clostridiales	11.52162
order	GF8_C3_D30	o__Erysipelotrichales	5.31976
order	GF8_C3_D30	o__Lactobacillales	2.13814
order	GF8_C3_D30	o__Veillonellales	0.80453
order	GF8_C3_D30	o__Actinomycetales	0.37046
order	GF8_C3_D30	o__Tissierellales	0.21603
order	GF8_C4_COLON_D46	o__Clostridiales	56.14611
order	GF8_C4_COLON_D46	o__Enterobacterales	25.36629
order	GF8_C4_COLON_D46	o__Erysipelotrichales	13.34817
order	GF8_C4_COLON_D46	o__Veillonellales	4.12814
order	GF8_C4_COLON_D46	o__Lactobacillales	1.01128
order	GF8_C4_D30	o__Enterobacterales	79.86496
order	GF8_C4_D30	o__Clostridiales	11.66006
order	GF8_C4_D30	o__Erysipelotrichales	4.81872
order	GF8_C4_D30	o__Lactobacillales	2.43946
order	GF8_C4_D30	o__Veillonellales	0.89244
order	GF8_C4_D30	o__Tissierellales	0.17172
order	GF8_C4_D30	o__Actinomycetales	0.15265
order	GF8_C4_D35	o__Clostridiales	47.25094
order	GF8_C4_D35	o__Erysipelotrichales	32.7117
order	GF8_C4_D35	o__Enterobacterales	14.50204
order	GF8_C4_D35	o__Lactobacillales	5.53532
order	GF8_C5_COLON_D46	o__Clostridiales	50.25306
order	GF8_C5_COLON_D46	o__Enterobacterales	25.68381
order	GF8_C5_COLON_D46	o__Erysipelotrichales	17.8648
order	GF8_C5_COLON_D46	o__Veillonellales	3.85553
order	GF8_C5_COLON_D46	o__Lactobacillales	2.3428
order	GF8_C5_D30	o__Enterobacterales	98.78815
order	GF8_C5_D30	o__Clostridiales	0.93308
order	GF8_C5_D30	o__Lactobacillales	0.27877
order	GF8_C5_D35	o__Clostridiales	46.75286
order	GF8_C5_D35	o__Erysipelotrichales	25.10412
order	GF8_C5_D35	o__Enterobacterales	19.9235
order	GF8_C5_D35	o__Lactobacillales	4.21242
order	GF8_C5_D35	o__Veillonellales	4.0071
order	GF8_C6_COLON_D46	o__Clostridiales	41.71158
order	GF8_C6_COLON_D46	o__Enterobacterales	30.98196
order	GF8_C6_COLON_D46	o__Erysipelotrichales	21.61953
order	GF8_C6_COLON_D46	o__Veillonellales	4.07365
order	GF8_C6_COLON_D46	o__Lactobacillales	1.37025
order	GF8_C6_COLON_D46	o__Actinomycetales	0.24304
order	GF8_C6_D30	o__Enterobacterales	98.88733
order	GF8_C6_D30	o__Lactobacillales	0.71272
order	GF8_C6_D30	o__Clostridiales	0.39995
order	GF8_C6_D32	o__Lactobacillales	55.10059
order	GF8_C6_D32	o__Enterobacterales	44.89941
order	GF8_C6_D34	o__Clostridiales	41.54215
order	GF8_C6_D34	o__Erysipelotrichales	28.76179
order	GF8_C6_D34	o__Lactobacillales	18.23153
order	GF8_C6_D34	o__Enterobacterales	11.46453
order	GF8_C7_COLON_D46	o__Clostridiales	34.90039
order	GF8_C7_COLON_D46	o__Enterobacterales	31.45245
order	GF8_C7_COLON_D46	o__Erysipelotrichales	26.079
order	GF8_C7_COLON_D46	o__Veillonellales	5.1248
order	GF8_C7_COLON_D46	o__Lactobacillales	1.83472
order	GF8_C7_COLON_D46	o__Actinomycetales	0.36956
order	GF8_C7_COLON_D46	o__Tissierellales	0.23909
order	GF8_C7_D30	o__Enterobacterales	100
order	GF8_C7_D33	o__Clostridiales	36.56801
order	GF8_C7_D33	o__Enterobacterales	28.47029
order	GF8_C7_D33	o__Erysipelotrichales	27.52468
order	GF8_C7_D33	o__Lactobacillales	3.95398
order	GF8_C7_D33	o__Veillonellales	3.48304
order	GF8_C7_D35	o__Clostridiales	37.46006
order	GF8_C7_D35	o__Erysipelotrichales	28.61457
order	GF8_C7_D35	o__Enterobacterales	25.94352
order	GF8_C7_D35	o__Veillonellales	5.20647
order	GF8_C7_D35	o__Lactobacillales	2.36235
order	GF8_C7_D35	o__Actinomycetales	0.41303
order	GF8_INOC	o__Clostridiales	57.81285
order	GF8_INOC	o__Enterobacterales	16.03379
order	GF8_INOC	o__Erysipelotrichales	15.05938
order	GF8_INOC	o__Veillonellales	4.14159
order	GF8_INOC	o__Tissierellales	2.36205
order	GF8_INOC	o__Lactobacillales	1.78116
order	GF8_INOC	o__Actinomycetales	1.08652
order	GF8_INOC	o__Bifidobacteriales	0.94257
order	GF8_INOC	o__Campylobacterales	0.78009
order	GF9_A_DAM_D0	o__Clostridiales	41.38592
order	GF9_A_DAM_D0	o__Enterobacterales	37.37448
order	GF9_A_DAM_D0	o__Erysipelotrichales	15.75726
order	GF9_A_DAM_D0	o__Veillonellales	4.1846
order	GF9_A_DAM_D0	o__Lactobacillales	1.23108
order	GF9_A_DAM_D0	o__Tissierellales	0.06665
order	GF9_A1_COLON_D33	o__Enterobacterales	82.22255
order	GF9_A1_COLON_D33	o__Lactobacillales	17.77745
order	GF9_A1_D16	o__Enterobacterales	46.62709
order	GF9_A1_D16	o__Clostridiales	35.77304
order	GF9_A1_D16	o__Erysipelotrichales	12.67301
order	GF9_A1_D16	o__Veillonellales	3.71605
order	GF9_A1_D16	o__Lactobacillales	1.21081
order	GF9_A1_D19	o__Clostridiales	45.57585
order	GF9_A1_D19	o__Enterobacterales	32.11705
order	GF9_A1_D19	o__Erysipelotrichales	15.27656
order	GF9_A1_D19	o__Bifidobacteriales	4.98897
order	GF9_A1_D19	o__Lactobacillales	2.04157
order	GF9_A1_D20	o__Clostridiales	44.02117
order	GF9_A1_D20	o__Erysipelotrichales	26.18842
order	GF9_A1_D20	o__Enterobacterales	24.94251
order	GF9_A1_D20	o__Lactobacillales	4.84791
order	GF9_A1_D21	o__Enterobacterales	48.6473
order	GF9_A1_D21	o__Erysipelotrichales	30.42797
order	GF9_A1_D21	o__Clostridiales	19.74529
order	GF9_A1_D21	o__Lactobacillales	1.17944
order	GF9_A2_COLON_D33	o__Clostridiales	69.55076
order	GF9_A2_COLON_D33	o__Erysipelotrichales	17.15763
order	GF9_A2_COLON_D33	o__Veillonellales	11.6603
order	GF9_A2_COLON_D33	o__Enterobacterales	1.63131
order	GF9_A2_D21	o__Enterobacterales	36.25166
order	GF9_A2_D21	o__Erysipelotrichales	35.08672
order	GF9_A2_D21	o__Clostridiales	24.61182
order	GF9_A2_D21	o__Lactobacillales	2.7594
order	GF9_A2_D21	o__Veillonellales	1.18238
order	GF9_A2_D21	o__Tissierellales	0.10801
order	GF9_A3_COLON_D33	o__Clostridiales	61.15766
order	GF9_A3_COLON_D33	o__Erysipelotrichales	15.14708
order	GF9_A3_COLON_D33	o__Enterobacterales	12.67586
order	GF9_A3_COLON_D33	o__Veillonellales	5.49608
order	GF9_A3_COLON_D33	o__Lactobacillales	5.29283
order	GF9_A3_COLON_D33	o__Campylobacterales	0.14408
order	GF9_A3_COLON_D33	o__Tissierellales	0.08641
order	GF9_A3_D18	o__Enterobacterales	45.28083
order	GF9_A3_D18	o__Erysipelotrichales	26.74584
order	GF9_A3_D18	o__Clostridiales	20.74449
order	GF9_A3_D18	o__Veillonellales	5.15913
order	GF9_A3_D18	o__Lactobacillales	1.99392
order	GF9_A3_D18	o__Actinomycetales	0.07579
order	GF9_A3_D19	o__Enterobacterales	51.14108
order	GF9_A3_D19	o__Erysipelotrichales	24.63353
order	GF9_A3_D19	o__Clostridiales	20.15133
order	GF9_A3_D19	o__Lactobacillales	4.07406
order	GF9_A3_D21	o__Erysipelotrichales	44.24817
order	GF9_A3_D21	o__Enterobacterales	36.99146
order	GF9_A3_D21	o__Clostridiales	17.04978
order	GF9_A3_D21	o__Lactobacillales	1.34615
order	GF9_A3_D21	o__Veillonellales	0.36445
order	GF9_A4_COLON_D33	o__Clostridiales	46.28393
order	GF9_A4_COLON_D33	o__Enterobacterales	21.09833
order	GF9_A4_COLON_D33	o__Erysipelotrichales	19.23964
order	GF9_A4_COLON_D33	o__Lactobacillales	7.10403
order	GF9_A4_COLON_D33	o__Veillonellales	6.11879
order	GF9_A4_COLON_D33	o__Tissierellales	0.14006
order	GF9_A4_COLON_D33	o__Campylobacterales	0.01522
order	GF9_A4_D16	o__Enterobacterales	76.372
order	GF9_A4_D16	o__Clostridiales	14.09069
order	GF9_A4_D16	o__Erysipelotrichales	6.91216
order	GF9_A4_D16	o__Veillonellales	1.7097
order	GF9_A4_D16	o__Lactobacillales	0.91545
order	GF9_A4_D17	o__Clostridiales	38.49754
order	GF9_A4_D17	o__Enterobacterales	34.05558
order	GF9_A4_D17	o__Erysipelotrichales	21.14536
order	GF9_A4_D17	o__Veillonellales	4.62946
order	GF9_A4_D17	o__Lactobacillales	1.42689
order	GF9_A4_D17	o__Tissierellales	0.127
order	GF9_A4_D17	o__Actinomycetales	0.11817
order	GF9_A4_D18	o__Enterobacterales	41.2704
order	GF9_A4_D18	o__Clostridiales	33.93748
order	GF9_A4_D18	o__Erysipelotrichales	18.07399
order	GF9_A4_D18	o__Veillonellales	4.47597
order	GF9_A4_D18	o__Lactobacillales	2.18968
order	GF9_A4_D18	o__Actinomycetales	0.05248
order	GF9_A4_D19	o__Enterobacterales	57.13255
order	GF9_A4_D19	o__Clostridiales	28.28257
order	GF9_A4_D19	o__Lactobacillales	8.27111
order	GF9_A4_D19	o__Erysipelotrichales	6.31378
order	GF9_A4_D20	o__Clostridiales	36.37167
order	GF9_A4_D20	o__Enterobacterales	31.09224
order	GF9_A4_D20	o__Erysipelotrichales	23.23182
order	GF9_A4_D20	o__Lactobacillales	9.30427
order	GF9_A5_COLON_D33	o__Clostridiales	52.6618
order	GF9_A5_COLON_D33	o__Erysipelotrichales	19.76695
order	GF9_A5_COLON_D33	o__Enterobacterales	18.66445
order	GF9_A5_COLON_D33	o__Lactobacillales	5.03168
order	GF9_A5_COLON_D33	o__Veillonellales	3.64305
order	GF9_A5_COLON_D33	o__Tissierellales	0.23207
order	GF9_A5_D18	o__Enterobacterales	41.92177
order	GF9_A5_D18	o__Clostridiales	34.37475
order	GF9_A5_D18	o__Erysipelotrichales	17.96245
order	GF9_A5_D18	o__Veillonellales	3.7851
order	GF9_A5_D18	o__Lactobacillales	1.9272
order	GF9_A5_D18	o__Actinomycetales	0.02874
order	GF9_A5_D19	o__Enterobacterales	41.5625
order	GF9_A5_D19	o__Lactobacillales	22.61763
order	GF9_A5_D19	o__Clostridiales	20.01455
order	GF9_A5_D19	o__Erysipelotrichales	15.80532
order	GF9_A6_COLON_D33	o__Clostridiales	60.71845
order	GF9_A6_COLON_D33	o__Erysipelotrichales	15.07171
order	GF9_A6_COLON_D33	o__Enterobacterales	13.80671
order	GF9_A6_COLON_D33	o__Lactobacillales	5.35314
order	GF9_A6_COLON_D33	o__Veillonellales	3.86563
order	GF9_A6_COLON_D33	o__Campylobacterales	0.76264
order	GF9_A6_COLON_D33	o__Tissierellales	0.42171
order	GF9_A6_D16	o__Enterobacterales	40.73261
order	GF9_A6_D16	o__Clostridiales	40.03936
order	GF9_A6_D16	o__Erysipelotrichales	11.98026
order	GF9_A6_D16	o__Veillonellales	4.45865
order	GF9_A6_D16	o__Lactobacillales	1.43455
order	GF9_A6_D16	o__Tissierellales	0.65596
order	GF9_A6_D16	o__Campylobacterales	0.45923
order	GF9_A6_D16	o__Actinomycetales	0.23046
order	GF9_A6_D16	o__Bacillales	0.0089
order	GF9_A6_D21	o__Erysipelotrichales	39.57432
order	GF9_A6_D21	o__Clostridiales	34.98217
order	GF9_A6_D21	o__Enterobacterales	24.29081
order	GF9_A6_D21	o__Lactobacillales	1.15269
order	GF9_A7_D16	o__Enterobacterales	98.20191
order	GF9_A7_D16	o__Lactobacillales	1.3308
order	GF9_A7_D16	o__Clostridiales	0.46729
order	GF9_A7_D20	o__Enterobacterales	34.52979
order	GF9_A7_D20	o__Clostridiales	30.52847
order	GF9_A7_D20	o__Erysipelotrichales	23.41719
order	GF9_A7_D20	o__Lactobacillales	11.34315
