Sample	f__Actinomycetaceae	f__Akkermansiaceae	f__Bacillales_unclassified	f__Bacteroidaceae	f__Bifidobacteriaceae	f__Campylobacteraceae	f__Clostridiaceae	f__Corynebacteriaceae	f__Dermabacteraceae	f__Eggerthellaceae	f__Enterobacteriaceae	f__Enterococcaceae	f__Erysipelotrichaceae	f__Fusobacteriaceae	f__Lachnospiraceae	f__Lactobacillaceae	f__Morganellaceae	f__Mycobacteriaceae	f__Oscillospiraceae	f__Peptoniphilaceae	f__Peptostreptococcaceae	f__Propionibacteriaceae	f__Proteobacteria_unclassified	f__Pseudomonadaceae	f__Ruminococcaceae	f__Sphingomonadaceae	f__Staphylococcaceae	f__Streptococcaceae	f__Sutterellaceae	f__Veillonellaceae	f__Yersiniaceae
GF6_B1_COLON_D105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B1_D63	0	0	0	0	1.85168	0	0	0	0	0	96.77514	1.37318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B1_D64	0	0	0	0	1.91589	0	0.62809	0	0	0	95.31826	1.95817	0	0	0	0	0	0	0	0.04584	0.13374	0	0	0	0	0	0	0	0	0	0
GF6_B1_D66	0	0	0	0	0	0	92.42772	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57228	0	0	0	0	0	0	0	0	0	0
GF6_B1_D87	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B1_D89	0	0	0	0	58.22707	0	18.39759	0	0	0	6.2158	14.01609	0	0	0	0	0	0	0	0	3.14346	0	0	0	0	0	0	0	0	0	0
GF6_B1_D91	0	0	0	0	22.20171	0	43.81288	0	0	0	6.36718	17.47679	0	0	0	0	0	0	0	0	10.14145	0	0	0	0	0	0	0	0	0	0
GF6_B1_D93	0	0	0	0	2.17353	0	27.84558	0	0	0	52.89775	5.77667	0	0	0	0	3.11328	0	0	0	8.19319	0	0	0	0	0	0	0	0	0	0
GF6_B10_D63	0	0	0	0	0.27419	0	0	0	0	0	98.54032	1.18549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B10_D64	0	0	0	0	0.87194	0	2.18546	0	0	0	91.96378	4.50205	0	0	0	0	0	0	0	0.07735	0.39942	0	0	0	0	0	0	0	0	0	0
GF6_B10_D66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B2_COLON_D105	0	0	0	0	22.18197	0	47.38636	0	0	0	2.71364	1.06454	0	0	0	0	0	0	0	0	26.55432	0	0	0	0	0	0	0	0	0.09916	0
GF6_B2_D63	0	0	0	0	0.72208	0	3.25704	0	0	0	55.57515	39.53474	0	0	0	0	0	0	0	0	0.77639	0.13461	0	0	0	0	0	0	0	0	0
GF6_B2_D66	0	0	0	0	0	0	15.18677	0	0	0	78.40132	1.86624	0	0	0	0	0	0	0	0	4.54567	0	0	0	0	0	0	0	0	0	0
GF6_B2_D87	0	0	0	0	0	0	5.56155	0	0	0	83.4369	10.63204	0	0	0	0	0	0	0	0	0.36951	0	0	0	0	0	0	0	0	0	0
GF6_B2_D89	0	0	0	0	69.18771	0	0	0	0	0	0	30.81229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B3_COLON_D105	0	0	0	0	24.89896	0	47.91118	0	0	0	1.93885	0.82679	0	0	0	0	0	0	0	0	24.42422	0	0	0	0	0	0	0	0	0	0
GF6_B3_D63	0	0	0	0	1.22541	0	0	0	0	0	94.90952	3.86507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B3_D66	0	0	0	0	0.29986	0	67.14268	0	0	0	16.32973	3.53474	0	0	0	0	0	0	0	1.62569	11.0673	0	0	0	0	0	0	0	0	0	0
GF6_B3_D87	0	0	0	0	1.53608	0	14.87298	0	0	0	70.74205	11.55034	0	0	0	0	0	0	0	0.55326	0.74529	0	0	0	0	0	0	0	0	0	0
GF6_B3_D89	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B3_D91	0	0	0	0	12.54179	0	69.08817	0	0	0	0	11.82573	0	0	0	0	0	0	0	0	6.54431	0	0	0	0	0	0	0	0	0	0
GF6_B3_D93	0	0	0	0	48.41796	0	42.63441	0	0	0	4.27411	2.73232	0	0	0	0	0	0	0	0	1.9412	0	0	0	0	0	0	0	0	0	0
GF6_B4_COLON_D105	0	0	0	0	28.72467	0	42.49702	0	0	0	2.54208	0.88337	0	0	0	0	0	0	0	0	24.36324	0	0	0	0	0	0	0	0	0.98963	0
GF6_B4_D64	0	0	0	0	2.14736	0	1.90399	0	0	0	91.69195	3.892	0	0	0	0	0	0	0	0	0.3647	0	0	0	0	0	0	0	0	0	0
GF6_B4_D66	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B4_D87	0	0	0	0	1.53934	0	11.63394	0	0	0	73.18462	12.38831	0	0	0	0	0	0	0	0.18406	1.06973	0	0	0	0	0	0	0	0	0	0
GF6_B4_D89	0	0	0	0	40.8675	0	0	0	0	0	0	59.1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B4_D90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B4_D93	0	0	0	0	28.33239	0	56.20303	0	0	0	10.36886	1.42168	0	0	0	0	0	0	0	0	3.67403	0	0	0	0	0	0	0	0	0	0
GF6_B5_COLON_D105	0	0	0	0	25.708	0	46.7356	0	0	0	2.89932	1.06112	0	0	0	0	0	0	0	0	23.59597	0	0	0	0	0	0	0	0	0	0
GF6_B5_D66	0	0	0	0	0	0	77.26396	0	0	0	0	0	0	0	0	0	0	0	0	0	22.73604	0	0	0	0	0	0	0	0	0	0
GF6_B5_D87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B5_D90	0	0	0	0	56.18828	0	0	0	0	0	0	34.8996	0	0	0	0	0	0	0	0	0	8.91212	0	0	0	0	0	0	0	0	0
GF6_B5_D91	0	0	0	0	67.8098	0	0	0	0	0	0	32.1902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B6_COLON_D105	0	0	0	0	25.53486	0	44.72691	0	0	0	3.00936	0.91414	0	0	0	0	0.19942	0	0	0	25.61531	0	0	0	0	0	0	0	0	0	0
GF6_B6_D63	0	0	0	0	1.05813	0	0	0	0	0	91.59195	7.34992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B6_D64	0	0	0	0	1.33957	0	1.45719	0	0	0	90.47678	6.04352	0	0	0	0	0	0	0	0.13206	0.52301	0.02788	0	0	0	0	0	0	0	0	0
GF6_B6_D66	0	0	0	0	0	0	76.51673	0	0	0	9.38723	0.63889	0	0	0	0	0	0	0	0	13.45714	0	0	0	0	0	0	0	0	0	0
GF6_B6_D87	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B6_D90	0	0	0	0	55.92411	0	0	0	0	0	0	44.07589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B6_D91	0	0	0	0	17.86355	0	0	0	0	0	0	82.13645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B6_D93	0	0	0	0	1.01776	0	25.32	0	0	0	38.31445	21.44608	0	0	0	0	0	0	0	0	13.9017	0	0	0	0	0	0	0	0	0	0
GF6_B7_COLON_D105	0	0	0	0	12.40464	0	62.08368	0	0	0	2.79152	0.29836	0	0	0	0	0	0	0	0	22.4218	0	0	0	0	0	0	0	0	0	0
GF6_B7_D63	0	0	0	0	1.33669	0	0	0	0	0	81.78272	16.88059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B7_D66	0	0	0	0	0	0	72.23201	0	0	0	22.46226	1.63209	0	0	0	0	0	0	0	0	3.67364	0	0	0	0	0	0	0	0	0	0
GF6_B7_D87	0	0	0	0	0	0	0	0	0	0	98.96089	1.03911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B7_D90	0	0	0	0	62.42619	0	0	0	0	0	0	36.89766	0	0	0	0	0	0	0	0.38536	0	0.2908	0	0	0	0	0	0	0	0	0
GF6_B7_D91	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B7_D93	0	0	0	0	0	0	70.87102	0	0	0	18.13017	3.30396	0	0	0	0	0	0	0	0	7.69485	0	0	0	0	0	0	0	0	0	0
GF6_B8_COLON_D105	0.36394	0	0	0	11.22074	0	61.13897	0	0	0	5.40532	1.55647	6.08026	0	0	0	0.09483	0	0	0.42978	12.19837	0	0	0	0	0	0	0	0	1.51131	0
GF6_B8_D63	0	0	0	0	1.32866	0	0.27722	0	0	0	94.59574	3.79838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B8_D66	0	0	0	0	0	0	63.30618	0	0	0	14.58475	6.72359	0	0	0	0	0.43062	0	0	0	14.95485	0	0	0	0	0	0	0	0	0	0
GF6_B8_D91	0	0	0	0	0.64463	0	43.83914	0	0	0	11.46753	31.81388	0	0	0	0	0	0	0	0	12.23483	0	0	0	0	0	0	0	0	0	0
GF6_B9_D63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_B9_D66	0	0	0	0	0	0	66.27248	0	0	0	7.48158	0	0	0	0	0	0.11763	0	0	0	26.12831	0	0	0	0	0	0	0	0	0	0
GF6_GF6MERO3_COLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_GFMERO1_COLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_GFMERO2_COLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_GFPBS1_COLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
GF6_GFPBS2_COLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
GF6_GFPBS3_COLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
GF6_INOC	3.37246	0	0	0	45.74954	0	27.68836	0	0	0	7.64092	4.35527	0	0	0	0	0.49547	0	0	3.35487	2.08204	0	0	0	0	0	0	0	0	5.26107	0
GF6_WATER_D9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_WATER_H11	0	0	0	0	77.69976	0	7.34031	0	0	0	9.21464	5.65997	0	0	0	0	0	0	0	0	0.08532	0	0	0	0	0	0	0	0	0	0
GF6_WATER_H12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF6_WATER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_A1_COLON_D47	0	1.68468	0	6.64368	0	0	47.69723	0	0	0	9.31484	0.64879	19.60945	0	1.1518	1.57537	0	0	0	3.00251	8.67163	0	0	0	0	0	0	0	0	0	0
GF7_A3_COLON_D47	0	0	0	0	0	0	31.50146	0	0	0	21.88013	2.08882	32.19554	0	0	0	0	0	0	0	12.33405	0	0	0	0	0	0	0	0	0	0
GF7_A4_COLON_D47	0	0	0	0	0	0	41.1775	0	0	0	6.80734	1.37121	27.15261	0	0	0	0	0	0	9.88756	13.60378	0	0	0	0	0	0	0	0	0	0
GF7_A5_COLON_D47	0	0	0	0	0	0	53.06524	0	0	0	3.87467	0	19.35101	0	0	0	0	0	0	1.69518	22.0139	0	0	0	0	0	0	0	0	0	0
GF7_A6_COLON_D47	0	0	0	0	0	0	54.14515	0	0	0	7.03936	1.31192	17.84674	0	0	0	0	0	0	2.86466	16.79217	0	0	0	0	0	0	0	0	0	0
GF7_A7_COLON_D47	0	0	0	0	0	0	27.34183	0	0	0	17.06225	0	42.93163	0	0	0	0	0	0	0	12.66429	0	0	0	0	0	0	0	0	0	0
GF7_ADAM_D0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
GF7_ADAM_D5	0.05416	0	0	0	41.07933	0	26.10646	0	0	0	5.7567	1.32836	0	0	0	0	0.07254	0	0	0.66697	8.79305	0	0	0	0	0	0	0	0	16.14243	0
GF7_ADAM_D78	4.41353	0	0	0	45.95058	0	26.84908	0	0	0	5.71965	1.53942	0	0	0	0	0.72473	0	0	3.15543	3.13781	0	0	0	0	0	0	0	0	8.50978	0
GF7_ASIRE_D22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_ASIRE_D36	1.80472	0	0	0	0	0.42571	40.76869	0	0	0	18.09683	3.06225	16.77449	0	0	0	2.08675	0	0	3.82568	6.40222	0	0	0	0	0	0	0	0	6.75266	0
GF7_B1_COLON_D47	1.24397	0	0	0	0	1.40286	63.45403	0	0	0	11.53697	2.53792	9.76863	0	0	0	0.77226	0	0	2.43833	0.74379	0	0	0	0	0	0	0	0	6.10125	0
GF7_B1_D30	0	0	0	0	0	0	2.75989	0	0	0	92.80833	3.38503	0.05326	0	0	0	0	0	0	0	0.99348	0	0	0	0	0	0	0	0	0	0
GF7_B1_D31	0	0	0	0	0	0	5.97637	0	0	0	73.35794	1.90577	12.70193	0	0	0	0.10696	0	0	3.97414	1.97688	0	0	0	0	0	0	0	0	0	0
GF7_B1_D32	0	0	0	0	0	0	29.6834	0	0	0	26.64863	1.51046	28.79431	0	0	0	0	0	0	0	13.3632	0	0	0	0	0	0	0	0	0	0
GF7_B1_D33	0	0	0	0	0	0	27.33132	0	0	0	24.13219	0.79999	38.38454	0	0	0	0	0	0	0	9.35196	0	0	0	0	0	0	0	0	0	0
GF7_B1_D36	0	0	0	0	0	0	40.96728	0	0	0	24.03805	1.74851	25.96442	0	0	0	0.27475	0	0	0	7.00699	0	0	0	0	0	0	0	0	0	0
GF7_B2_COLON_D47	1.86219	0	0	0	0	2.69045	54.12543	0	0	0	10.67325	3.17198	9.8953	0	0	0	0.83767	0	0	4.23189	5.01041	0	0	0	0	0	0	0	0	7.50143	0
GF7_B2_D30	0	0	0	0	0	0	0.43847	0	0	0	97.95659	0.82848	0.04643	0	0	0	0	0	0	0	0.73003	0	0	0	0	0	0	0	0	0	0
GF7_B2_D34	0	0	0	0	0	0	27.4102	0	0	0	30.11682	1.2373	35.6011	0	0	0	0	0	0	0	5.63457	0	0	0	0	0	0	0	0	0	0
GF7_B2_D36	0	0	0	0	0	0	32.89637	0	0	0	36.73992	0.86662	20.98222	0	0	0	0	0	0	0	8.51487	0	0	0	0	0	0	0	0	0	0
GF7_B3_D30	0	0	0	0	0	0	0.49072	0	0	0	97.88692	1.04946	0	0	0	0	0	0	0	0	0.5729	0	0	0	0	0	0	0	0	0	0
GF7_B3_D31	0	0	0	0	0	0	17.27881	0	0	0	76.90344	2.96331	0.63242	0	0	0	0	0	0	0	2.22202	0	0	0	0	0	0	0	0	0	0
GF7_B3_D33	0	0	0	0	0	0	30.10295	0	0	0	24.84376	4.7071	28.67273	0	0	0	0	0	0	0	11.67345	0	0	0	0	0	0	0	0	0	0
GF7_B3_D36	0	0	0	0	0	0	23.09372	0	0	0	33.17427	4.15868	32.03328	0	0	0	0.0916	0	0	0	7.44845	0	0	0	0	0	0	0	0	0	0
GF7_B4_COLON_D47	0	0	0	0	0	0.03193	26.08081	0	0	0	36.42631	3.11124	19.11383	0	0	0	0.13073	0	0	2.34542	6.63614	0	0	0	0	0	0	0	0	6.1236	0
GF7_B4_D35	0	0	0	0	0	0	20.35296	0	0	0	12.66715	0.07011	58.38157	0	0	0	0	0	0	0	8.52822	0	0	0	0	0	0	0	0	0	0
GF7_B4_D36	0	0	0	0	0	0	10.99346	0	0	0	30.96998	0.79182	51.66435	0	0	0	0	0	0	0	5.58039	0	0	0	0	0	0	0	0	0	0
GF7_B5_COLON_D47	2.20333	0	0	0	0	5.77343	43.26439	0	0	0	15.6982	4.16548	10.60289	0	0	0	0.58997	0	0	4.49762	6.05009	0	0	0	0	0	0	0	0	7.15459	0
GF7_B5_D30	0	0	0	0	0	0	7.85346	0	0	0	84.93829	3.34235	1.36911	0	0	0	0	0	0	0.36055	2.13624	0	0	0	0	0	0	0	0	0	0
GF7_B5_D36	0	0	0	0	0	0	17.01446	0	0	0	35.36125	3.77015	36.41707	0	0	0	0.15447	0	0	0	7.28261	0	0	0	0	0	0	0	0	0	0
GF7_B6_COLON_D47	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_B7_COLON_D47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_B8_COLON_D47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
GF7_BDAM_D1	0	0	0	0	0	0	38.63996	0	0	0	50.65914	3.43427	2.82021	0	0	0	0	0	0	0	3.95187	0	0	0	0	0	0	0	0	0.49455	0
GF7_BDAM_D78	0	0	0	0	4.00992	0	56.76119	0	0	0	18.7093	8.88023	0	0	0	0	1.46914	0	0	0.92277	3.0712	0	0	0	0	0	0	0	0	6.17624	0
GF7_BSIRE_D12	2.67459	0	0	0	0	2.52964	34.83642	0	0	0	15.10682	3.23542	22.03933	0	0	0	0.39302	0	0	4.60148	8.20275	0	0	0	0	0	0	0	0	6.38053	0
GF7_BSIRE_D20	2.03949	0	0	0	0	2.05388	47.24787	0	0	0	4.64304	2.37318	21.63689	0	0	0	1.24377	0	0	2.95225	10.19495	0	0	0	0	0	0	0	0	5.61468	0
GF7_BSIRE_D36	1.20541	0	0	0	0	0.51384	60.61815	0	0	0	3.31145	1.13697	13.02498	0	0	0	0.83395	0	0	2.19772	12.38047	0	0	0	0	0	0	0	0	4.77706	0
GF7_C1_COLON_D47	0	0	0	0	0	0	71.22042	0	0	0	8.16922	2.55381	7.36456	0	0	0	1.10233	0	0	0	3.80111	0	0	0	0	0	0	0	0	5.78855	0
GF7_C1_D30	0	0	0	0	0	0	8.33893	0	0	0	85.25968	2.64286	1.10739	0	0	0	0	0	0	0.435	2.21614	0	0	0	0	0	0	0	0	0	0
GF7_C1_D34	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_C1_D36	0	0	0	0	0	0	29.11466	0	0	0	20.16527	0.6761	43.81937	0	0	0	0	0	0	0	6.2246	0	0	0	0	0	0	0	0	0	0
GF7_C2_COLON_D47	0	0	0	0	0	0	47.37758	0	0	0	21.20886	4.99452	17.47126	0	0	0	0.59474	0	0	0	0.52232	0	0	0	0	0	0	0	0	7.83072	0
GF7_C2_D30	0	0	0	0	0	0	1.32419	0	0	0	79.61019	2.00575	0.25275	0	0	0	16.40104	0	0	0	0.40607	0	0	0	0	0	0	0	0	0	0
GF7_C2_D32	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_C2_D33	0	0	0	0	0	0	0	0	0	0	0	99.3843	0	0	0	0	0	0	0	0	0	0.6157	0	0	0	0	0	0	0	0	0
GF7_C2_D36	0	0	0	0	0	0	37.42467	0	0	0	22.32261	7.84593	26.2343	0	0	0	0.0423	0	0	0	6.1302	0	0	0	0	0	0	0	0	0	0
GF7_C3_COLON_D47	0	0	0	0	0	0	48.85424	0	0	0	17.95474	3.53297	16.19263	0	0	0	2.09275	0	0	0	3.58056	0	0	0	0	0	0	0	0	7.79211	0
GF7_C3_D30	0	0	0	0	0	0	0	0	0	0	99.85691	0	0.14309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_C3_D31	0	0	0	0	0	0	0	0	0	0	98.7398	1.2602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_C3_D33	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_C3_D34	0	0	0	0	0	0	0	0	0	0	0	89.02347	5.13201	0	0	0	0.11346	0	0	0	5.73106	0	0	0	0	0	0	0	0	0	0
GF7_C4_COLON_D47	0	0	0	0	0	0	59.67576	0	0	0	12.55398	3.27093	11.97064	0	0	0	1.26478	0	0	0	3.41758	0	0	0	0	0	0	0	0	7.84633	0
GF7_C4_D31	0	0	0	0	0	0	0.05732	0	0	0	92.41965	1.82193	0	0	0	0	5.23284	0	0	0	0.46827	0	0	0	0	0	0	0	0	0	0
GF7_C4_D32	0	0	0	0	0	0	0	0	0	0	88.16373	7.4399	4.39636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_CONTAMINANT	0	0	0	91.4932	0	0	0.44722	0	0	0	0	6.31616	0	0	0	0	0	0	0	0	1.74343	0	0	0	0	0	0	0	0	0	0
GF7_INOC	0	0	0	0	0	0	1.3406	0	0	0	82.15489	8.22939	3.34294	0	0	0	0	0	0	0	0.52694	0	0	0	0	0	0	0.14992	0	4.25532	0
GF7_WATER_A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER_B7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER_C8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER_D9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER_H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER_H8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF7_WATER	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF8_A1_COLON_D46	0.16584	0	0.02228	0	0	0	39.91397	0	0	0	11.90436	0.78921	31.85846	0	0	0	0.35902	0	0	0.84779	10.17762	0	0	0	0	0	0	0	0	3.96145	0
GF8_A1_D30	0.28834	0	0	0	0	0.22087	29.07505	0	0	0	36.47944	2.29167	16.46566	0	0	0	0.68928	0	0	0.33074	7.56851	0	0	0	0	0	0	0	0	6.59042	0
GF8_A1_D33	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF8_A1_D35	0	0	0	0	0	0	26.8106	0	0	0	54.9373	0	7.90318	0	0	0	0	0	0	0	7.8887	0	0	0	0	0	0	0	0	2.46023	0
GF8_A2_COLON_D46	0.36331	0	0.10369	0	0	1.26143	43.47074	0	0	0	11.63449	1.31868	14.56684	0	0	0	0.35437	0	0	1.3721	18.60729	0	0	0	0	0	0	0	0	6.94704	0
GF8_A2_D30	0	0	0	0	1.3621	0	3.87654	0	0	0	90.35208	3.71126	0	0	0	0	0	0	0	0	0.69803	0	0	0	0	0	0	0	0	0	0
GF8_A2_D35	0	0	0	0	0	0	2.91936	0	0	0	83.44607	0	11.23461	0	0	0	0	0	0	0	2.39996	0	0	0	0	0	0	0	0	0	0
GF8_A3_D30	0	0	0	0	0.45107	0	8.75241	0	0	0	81.46577	1.98807	3.41517	0	0	0	0	0	0	0	3.16052	0	0	0	0	0	0	0	0	0.76699	0
GF8_A4_D30	0	0	0	0	29.94613	0	16.62484	0	0	0	49.53225	0.72641	0	0	0	0	0	0	0	0	3.17038	0	0	0	0	0	0	0	0	0	0
GF8_A4_D31	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF8_A4_D32	0	0	0	0	0	0	0	0	0	0	95.58967	0	4.41033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF8_A4_D33	0	0	0	0	0	0	0	0	0	0	99.50546	0.49454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF8_A5_D30	0	0	0	0	3.98013	0	0.09688	0	0	0	95.92299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF8_A7_D32	0	0	0	0	0	0	30.60009	0	0	0	23.48016	0.02295	39.70173	0	0	0	0	0	0	0	6.0082	0	0	0	0	0	0	0	0	0.18687	0
GF8_ADAM_D0	1.17413	0	0	0	0.45315	0.71535	50.72124	0	0	0	15.28683	2.0768	19.53585	0	0	0	1.26415	0	0	1.87348	1.54793	0	0	0	0	0	0	0	0	5.35109	0
GF8_B1_COLON_D46	0.19255	0	0	0	0	0.526	45.19133	0	0	0	12.68565	1.67006	16.59344	0	0	0	0.94689	0	0	0.59897	16.28249	0	0	0	0	0	0	0	0	5.31262	0
GF8_B1_D31	0	0	0	0	0	0	0	0	0	0	99.65069	0.34931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GF8_B1_D32	0	0	0	0	0.24956	0	26.84927	0	0	0	42.85449	2.63715	20.59356	0	0	0	0	0	0	0	6.69775	0	0	0	0	0	0	0	0	0.11823	0
GF8_B1_D34	0.105	0	0	0	0	0	29.2387	0	0	0	21.63118	0.32185	41.82424	0	0	0	0.09322	0	0	0	5.94493	0	0	0	0	0	0	0	0	0.84089	0
GF8_B2_D32	0	0	0	0	0	0	31.56291	0	0	0	18.60587	1.59979	40.50958	0	0	0	0	0	0	0.02206	7.26012	0	0	0	0	0	0	0	0	0.43967	0
GF8_B3_D46	0	0	0	0	2.28761	0	15.78338	0	0	0	58.42488	0	10.50546	0	0	0	0	0	0	0	9.03691	0	0	0	0	0	0	0	0	3.96176	0
GF8_B4_COLON_D46	0.37161	0	0	0	0	1.7463	49.12382	0	0	0	10.05913	1.01849	12.64927	0	0	0	0.13327	0	0	0.4254	19.48411	0	0	0	0	0	0	0	0	4.98862	0
GF8_B4_D30	0	0	0	0	0	0	1.7096	0	0	0	90.49922	3.48619	2.57547	0	0	0	0	0	0	0	1.72951	0	0	0	0	0	0	0	0	0	0
GF8_B4_D33	0	0	0	0	0	0	30.65823	0	0	0	23.74693	1.19792	34.17682	0	0	0	0	0	0	0	10.2201	0	0	0	0	0	0	0	0	0	0
GF8_B5_COLON_D46	0.03581	0	0	0	0	0.4639	42.36075	0	0	0	24.26581	0.76287	9.58108	0	0	0	0.57637	0	0	0.50992	17.57446	0	0	0	0	0	0	0	0	3.86904	0
