Sample	Genus	Abundance
GF24_C8_d86_cwash	Clostridium	8.48524
GF24_C8_d86_cwash	Erysipelatoclostridium	3.01807
GF24_C8_d86_cwash	Clostridioides	2.08249
GF24_C8_d86_cwash	Escherichia	1.78725
GF24_C8_d86_cwash	Enterococcus	1.62731
GF24_C8_d86_cwash	Proteus	0.33095
GF24_C8_d86_cwash	Achromobacter	0.20345
GF24_C9_d108_cwash	Klebsiella	82.08981
GF24_C9_d108_cwash	Erysipelatoclostridium	8.08546
GF24_C9_d108_cwash	Achromobacter	5.38156
GF24_C9_d108_cwash	Clostridium	4.04313
GF24_C9_d108_cwash	Enterococcus	0.40003
GF24_C9_d85_stool	Klebsiella	97.12639
GF24_C9_d85_stool	Enterococcus	1.66079
GF24_C9_d85_stool	Clostridioides	1.07031
GF24_C9_d85_stool	Proteus	0.08277
GF24_C9_d85_stool	Clostridium	0.05974
GF24_C9_d86_cwash	Klebsiella	76.2642
GF24_C9_d86_cwash	Clostridium	10.37034
GF24_C9_d86_cwash	Erysipelatoclostridium	5.87031
GF24_C9_d86_cwash	Enterococcus	3.74869
GF24_C9_d86_cwash	Escherichia	1.73504
GF24_C9_d86_cwash	Clostridioides	1.17872
GF24_C9_d86_cwash	Achromobacter	0.83271
GF24_Cdam_d108_stool	Clostridium	27.8988
GF24_Cdam_d108_stool	Erysipelatoclostridium	18.60214
GF24_Cdam_d108_stool	Varibaculum	14.28209
GF24_Cdam_d108_stool	Enterococcus	12.76876
GF24_Cdam_d108_stool	Klebsiella	8.11312
GF24_Cdam_d108_stool	Escherichia	7.61672
GF24_Cdam_d108_stool	Citrobacter	3.92857
GF24_Cdam_d108_stool	Proteus	3.42095
GF24_Cdam_d108_stool	Clostridioides	3.36885
GF24_damA_18_stool	Varibaculum	24.07472
GF24_damA_18_stool	Clostridium	23.54837
GF24_damA_18_stool	Enterococcus	17.73209
GF24_damA_18_stool	Klebsiella	9.41886
GF24_damA_18_stool	Citrobacter	7.6446
GF24_damA_18_stool	Erysipelatoclostridium	6.60057
GF24_damA_18_stool	Escherichia	6.59684
GF24_damA_18_stool	Proteus	2.23089
GF24_damA_18_stool	Clostridioides	1.95433
GF24_damA_18_stool	Finegoldia	0.19872
GF24_damA_3_stool	Klebsiella	32.52298
GF24_damA_3_stool	Clostridium	19.12241
GF24_damA_3_stool	Erysipelatoclostridium	17.96868
GF24_damA_3_stool	Proteus	8.71908
GF24_damA_3_stool	Enterococcus	7.59921
GF24_damA_3_stool	Clostridioides	7.37651
GF24_damA_3_stool	Escherichia	3.79768
GF24_damA_3_stool	Citrobacter	2.89345
GF24_damA_8_stool	Klebsiella	19.73848
GF24_damA_8_stool	Erysipelatoclostridium	19.16549
GF24_damA_8_stool	Clostridium	13.40349
GF24_damA_8_stool	Varibaculum	9.39399
GF24_damA_8_stool	Enterococcus	8.91771
GF24_damA_8_stool	Escherichia	7.79834
GF24_damA_8_stool	Clostridioides	7.6229
GF24_damA_8_stool	Proteus	7.08664
GF24_damA_8_stool	Citrobacter	5.54911
GF24_damA_8_stool	Finegoldia	1.32385
GF24_damB_3_stool	Clostridium	67.51946
GF24_damB_3_stool	Clostridioides	10.32229
GF24_damB_3_stool	Klebsiella	7.99883
GF24_damB_3_stool	Erysipelatoclostridium	4.86025
GF24_damB_3_stool	Proteus	4.4086
GF24_damB_3_stool	Enterococcus	2.77366
GF24_damB_3_stool	Citrobacter	1.38798
GF24_damB_3_stool	Escherichia	0.71875
GF24_damB_3_stool	Enterobacter	0.01017
GF24_damB_8_stool	Erysipelatoclostridium	28.20472
GF24_damB_8_stool	Varibaculum	19.66932
GF24_damB_8_stool	Clostridium	13.98204
GF24_damB_8_stool	Klebsiella	13.26953
GF24_damB_8_stool	Enterococcus	11.09428
GF24_damB_8_stool	Escherichia	5.76233
GF24_damB_8_stool	Citrobacter	4.96616
GF24_damB_8_stool	Proteus	2.7619
GF24_damB_8_stool	Clostridioides	0.28971
GF24_damC_30_stool	Varibaculum	39.39149
GF24_damC_30_stool	Klebsiella	23.83581
GF24_damC_30_stool	Escherichia	9.07969
GF24_damC_30_stool	Citrobacter	8.38378
GF24_damC_30_stool	Clostridium	6.90888
GF24_damC_30_stool	Erysipelatoclostridium	6.12858
GF24_damC_30_stool	Enterococcus	3.42561
GF24_damC_30_stool	Proteus	1.39748
GF24_damC_30_stool	Clostridioides	1.16753
GF24_damC_30_stool	Enterobacter	0.24403
GF24_damC_30_stool	Finegoldia	0.03711
GF24_damC_3_stool	Clostridium	54.12389
GF24_damC_3_stool	Klebsiella	11.95573
GF24_damC_3_stool	Clostridioides	11.29807
GF24_damC_3_stool	Proteus	8.59389
GF24_damC_3_stool	Erysipelatoclostridium	8.52129
GF24_damC_3_stool	Enterococcus	4.12662
GF24_damC_3_stool	Escherichia	0.70718
GF24_damC_3_stool	Citrobacter	0.67333
GF24_damC_51_stool	Clostridium	26.51764
GF24_damC_51_stool	Enterococcus	25.71135
GF24_damC_51_stool	Erysipelatoclostridium	18.95702
GF24_damC_51_stool	Klebsiella	9.10569
GF24_damC_51_stool	Clostridioides	8.36784
GF24_damC_51_stool	Escherichia	6.15013
GF24_damC_51_stool	Proteus	4.91077
GF24_damC_51_stool	Enterobacter	0.27956
GF24_Inoc_0	Klebsiella	70.62258
GF24_Inoc_0	Veillonella	9.03552
GF24_Inoc_0	Clostridium	7.28996
GF24_Inoc_0	Enterococcus	7.01883
GF24_Inoc_0	Clostridioides	3.0071
GF24_Inoc_0	Erysipelatoclostridium	2.21149
GF24_Inoc_0	Proteus	0.2995
GF24_Inoc_0	Streptococcus	0.27815
GF24_Inoc_0	Escherichia	0.13668
GF24_Inoc_0	Citrobacter	0.0503
GF24_Inoc_0	Varibaculum	0.04989
GF26_A1_d101_cwash	Klebsiella	97.84361
GF26_A1_d101_cwash	Escherichia	1.57297
GF26_A1_d101_cwash	Achromobacter	0.58342
GF26_A1_d65_cwash	Achromobacter	100
GF26_A2_d101_cwash	Escherichia	58.95254
GF26_A2_d101_cwash	Klebsiella	40.54448
GF26_A2_d101_cwash	Achromobacter	0.50298
GF26_A2_d149_cwash	Klebsiella	100
GF26_A3_d101_cwash	Klebsiella	99.16568
GF26_A3_d101_cwash	Escherichia	0.50808
GF26_A3_d101_cwash	Achromobacter	0.32624
GF26_A3_d149_cwash	Citrobacter	98.86013
GF26_A3_d149_cwash	Klebsiella	1.13987
GF26_A4_d101_cwash	Klebsiella	99.72921
GF26_A4_d101_cwash	Escherichia	0.17417
GF26_A4_d101_cwash	Achromobacter	0.09662
GF26_A4_d146_stool	Klebsiella	95.37337
GF26_A4_d146_stool	Escherichia	4.62663
GF26_A4_d147_stool	Klebsiella	95.80413
GF26_A4_d147_stool	Escherichia	4.19587
GF26_A4_d148_stool	Klebsiella	99.2269
GF26_A4_d148_stool	Escherichia	0.7731
GF26_A4_d65_cwash	Achromobacter	100
GF26_A5_d101_cwash	Klebsiella	99.56823
GF26_A5_d101_cwash	Escherichia	0.22163
GF26_A5_d101_cwash	Achromobacter	0.21013
GF26_A7_d65_cwash	Achromobacter	100
GF26_A9_d149_cwash	Klebsiella	54.15955
GF26_A9_d149_cwash	Citrobacter	44.50616
GF26_A9_d149_cwash	Achromobacter	1.33428
GF26_Adam_d148_stool	Klebsiella	90.92128
GF26_Adam_d148_stool	Escherichia	6.80516
GF26_Adam_d148_stool	Citrobacter	1.72608
GF26_Adam_d148_stool	Dermabacter	0.54748
GF26_Adam_d98_stool	Klebsiella	58.43409
GF26_Adam_d98_stool	Escherichia	36.39138
GF26_Adam_d98_stool	Citrobacter	2.98327
GF26_Adam_d98_stool	Dermabacter	2.13436
GF26_Adam_d98_stool	Achromobacter	0.0569
GF26_Bdam_d133_stool	Klebsiella	67.64404
GF26_Bdam_d133_stool	Escherichia	24.9951
GF26_Bdam_d133_stool	Citrobacter	5.08578
GF26_Bdam_d133_stool	Dermabacter	2.27508
GF26_Bdam_d85_stool	Klebsiella	85.31254
GF26_Bdam_d85_stool	Escherichia	9.39585
GF26_Bdam_d85_stool	Citrobacter	3.76597
GF26_Bdam_d85_stool	Dermabacter	1.52564
GF26_Bdam_d91_stool	Klebsiella	75.9137
GF26_Bdam_d91_stool	Escherichia	16.39283
GF26_Bdam_d91_stool	Citrobacter	4.86243
GF26_Bdam_d91_stool	Dermabacter	2.83105
GF26_Cdam_d98_stool	Klebsiella	29.85195
GF26_Cdam_d98_stool	Clostridium	28.86729
GF26_Cdam_d98_stool	Enterococcus	14.97965
GF26_Cdam_d98_stool	Erysipelatoclostridium	9.83427
GF26_Cdam_d98_stool	Finegoldia	5.40198
GF26_Cdam_d98_stool	Proteus	5.03825
GF26_Cdam_d98_stool	Escherichia	2.94427
GF26_Cdam_d98_stool	Citrobacter	2.16953
GF26_Cdam_d98_stool	Clostridioides	0.84793
GF26_Cdam_d98_stool	Enterobacter	0.04314
GF26_Cdam_d98_stool	Achromobacter	0.02174
GF27_A1_d33_cwash	Klebsiella	88.81545
GF27_A1_d33_cwash	Clostridium	5.63622
GF27_A1_d33_cwash	Erysipelatoclostridium	3.15951
GF27_A1_d33_cwash	Achromobacter	2.05392
GF27_A1_d33_cwash	Clostridioides	0.21588
GF27_A1_d33_cwash	Enterococcus	0.11902
GF27_A2_d33_cwash	Klebsiella	74.93084
GF27_A2_d33_cwash	Achromobacter	8.46391
GF27_A2_d33_cwash	Proteus	7.5553
GF27_A2_d33_cwash	Erysipelatoclostridium	5.34267
GF27_A2_d33_cwash	Clostridium	3.61181
GF27_A2_d33_cwash	Clostridioides	0.09547
GF27_A3_d33_cwash	Klebsiella	84.82187
GF27_A3_d33_cwash	Clostridium	8.76833
GF27_A3_d33_cwash	Achromobacter	2.73302
GF27_A3_d33_cwash	Erysipelatoclostridium	2.69095
GF27_A3_d33_cwash	Clostridioides	0.98583
GF27_A6_d33_cwash	Klebsiella	87.89575
GF27_A6_d33_cwash	Clostridium	5.72157
GF27_A6_d33_cwash	Achromobacter	3.91934
GF27_A6_d33_cwash	Erysipelatoclostridium	1.93248
GF27_A6_d33_cwash	Proteus	0.3168
GF27_A6_d33_cwash	Clostridioides	0.21406
GF27_A7_d33_cwash	Klebsiella	88.83009
GF27_A7_d33_cwash	Clostridium	4.25563
GF27_A7_d33_cwash	Achromobacter	3.7894
GF27_A7_d33_cwash	Erysipelatoclostridium	3.08694
GF27_A7_d33_cwash	Clostridioides	0.03793
GF27_A8_d33_cwash	Klebsiella	80.35659
GF27_A8_d33_cwash	Achromobacter	7.89298
GF27_A8_d33_cwash	Clostridium	5.52246
GF27_A8_d33_cwash	Proteus	4.48541
GF27_A8_d33_cwash	Erysipelatoclostridium	1.05191
GF27_A8_d33_cwash	Escherichia	0.54539
GF27_A8_d33_cwash	Clostridioides	0.14527
GF27_GF27_Inoc	Klebsiella	38.76834
GF27_GF27_Inoc	Enterococcus	29.34148
GF27_GF27_Inoc	Staphylococcus	26.29843
GF27_GF27_Inoc	Veillonella	3.021
GF27_GF27_Inoc	Clostridium	0.99441
GF27_GF27_Inoc	Clostridioides	0.95278
GF27_GF27_Inoc	Erysipelatoclostridium	0.39551
GF27_GF27_Inoc	Streptococcus	0.12803
GF27_GF27_Inoc	Proteus	0.06071
GF27_GF27_Inoc	Varibaculum	0.03931
Gn3_6B_dam_210806	Escherichia	100
Gn3_6B_dam_210818	Escherichia	100
Gn4_G_Innoc	Staphylococcus	93.4535
Gn4_G_Innoc	Escherichia	6.5465
