Sample,Patient_ID,Microbiota,DNA_concentration,Experiment,Plate,Well_nextera,Adapter_plate,AdapterN,AdapterS,Tissue,Mouse,Sex,Survived,DEAD_DOL,Collection,Date of Extraction,Antibiotic,DOL,Antibiotic_day,Abx_relative,Abx_relativeinfxn,Infection,DPI,Adult,Notes,Total_Preprocessed_Reads,Total_Postprocessed_Reads,retainedreads,Resequence_DNA_concentration,Reseq_total_preprocessed_reads,Reseq_total_postprocessed_reads,Reseq_retainedreads,original_preprocessed_reads,original_postprocessed_reads,Resequence_Nextera,Resequence_nextera_plate,AdapterN2,AdapterS3
GF21_d58_A4_cwash,357.01 (11/25/12),C,0.384,GF21,,C04,UDI plate 01,AM-F0053,AM-R0053,colon,A4,NA,yes,NA,3/18/21,6/12/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,Paper with sex thrown out,3586026,108443,3.024043886,,,,,,,,,,
GF21_d58_A5_cwash,357.01 (11/25/12),C,0.263,GF21,,C05,UDI plate 01,AM-F0054,AM-R0054,colon,A5,NA,yes,NA,3/18/21,6/12/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,Paper with sex thrown out,3650418,123781,3.390871949,,,,,,,,,,
GF21_d58_A6_cwash,357.01 (11/25/12),C,0.189,GF21,,C06,UDI plate 01,AM-F0055,AM-R0055,colon,A6,NA,yes,NA,3/18/21,6/12/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,Paper with sex thrown out,2635830,256683,9.738222875,,,,,,,,,,
GF23_d36_c1,37.02 + 40.01,AB,0.165,GF23,,D05,2,AM-F0162,AM-R0162,colon,c1,F,yes,NA,36,,probenecid,11,0,after1xpro,after1xpro,NA,NA,no,treatment on dol11,599564,41759,6.96489449,,,,,,,,,,
GF23_d36_c2,37.02 + 40.01,AB,0.728,GF23,,D06,2,AM-F0163,AM-R0163,colon,c2,M,yes,NA,36,,probenecid,11,0,after1xpro,after1xpro,NA,NA,no,treatment on dol11,1189049,9360,0.787183707,,,,,,,,,,
GF24_A1_d108_cwash,,A,0.08,GF24,,C04,UDI Plate 05,AM-F0437,AM-R0437,colon,A1,F,yes,NA,,4/7/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,,5517989,748515,13.56499623,,,,,,,,,,
GF24_A2_d108_cwash,,A,0.16,GF24,,C05,UDI Plate 05,AM-F0438,AM-R0438,colon,A2,M,yes,NA,,4/7/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,,6421620,365990,5.699340665,,,,,,,,,,
GF24_A3_d108_cwash,,A,0.45,GF24,,C06,UDI Plate 05,AM-F0439,AM-R0439,colon,A3,F,yes,NA,,4/7/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,,6777529,475577,7.016967393,,,,,,,,,,
GF24_A3_d131_cwash,,A,0.26,GF24,,E09,UDI Plate 05,AM-F0466,AM-R0466,colon,A3,F,yes,NA,,4/7/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,,4899674,483661,9.871289396,,,,,,,,,,
GF24_A4_d108_cwash,,A,0.22,GF24,,C07,UDI Plate 05,AM-F0440,AM-R0440,colon,A4,F,yes,NA,,4/7/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,,1232949,46076,3.737056439,,,,,,,,,,
GF24_A4_d131_cwash,,A,0.26,GF24,,E10,UDI Plate 05,AM-F0467,AM-R0467,colon,A4,F,yes,NA,,4/7/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,,5869624,642237,10.94170598,,,,,,,,,,
GF24_C5_d129_cwash,,A,0.31,GF24,,E04,UDI Plate 05,AM-F0461,AM-R0461,colon,C5,M,yes,NA,,4/7/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,,5709829,628891,11.01418274,,,,,,,,,,
GF24_C6_d129_cwash,,A,0.1,GF24,,E05,UDI Plate 05,AM-F0462,AM-R0462,colon,C6,M,yes,NA,,4/7/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,,4918988,712823,14.49125308,,,,,,,,,,
GF24_C7_d129_cwash,,A,0.21,GF24,,E06,UDI Plate 05,AM-F0463,AM-R0463,colon,C7,M,yes,NA,,4/7/23,probenecid,10,0,after1xpro,after1xpro,NA,NA,no,,5484401,577653,10.53265434,,,,,,,,,,
GF18_a5_d54_colon,37.02+DJS41,A+DJS41,6.07,GF18,tubes,G01,7,AM-F0674,AM-R0674,colon,A_2_5,F,yes,NA,54,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,1568629,350745,22.35997167,,,,,,,,,,
GF20_d40_c1,40.01 (11/14/09),B,1.017,GF20,,C06,3,AM-F0247,AM-R0247,colon,c1,M,yes,NA,40,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,1005251,2582,0.256851274,,,,,,,,,,
GF20_d40_c2,40.01 (11/14/09),B,0.31,GF20,,C05,3,AM-F0246,AM-R0246,colon,c2,M,yes,NA,40,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,2307572,5260,0.227945217,,,,,,,,,,
GF20_d40_c3,40.01 (11/14/09),B,0.367,GF20,,C04,3,AM-F0245,AM-R0245,colon,c3,M,yes,NA,40,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,68528,4577,6.679021714,,,,,,,,,,
GF20_d66_c1,40.01 (11/14/09),B,1.355,GF20,,H10,2,,,colon,c1,M,yes,NA,66,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,15200104,2265292,14.90313487,,,,,,,,,,
GF20_d66_c10,40.01 (11/14/09),B,0.942,GF20,,H01,2,,,colon,c10,M,yes,NA,66,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,2983418,335235,11.23660848,,,,,,,,,,
GF20_d66_c2,40.01 (11/14/09),B,0.331,GF20,,H09,2,,,colon,c2,F,yes,NA,66,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,1730878,175891,10.16195249,,,,,,,,,,
GF20_d66_c3,40.01 (11/14/09),B,1.101,GF20,,H08,2,,,colon,c3,F,yes,NA,66,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,3394713,310300,9.140684352,,,,,,,,,,
GF20_d66_c4,40.01 (11/14/09),B,0.838,GF20,,H07,2,,,colon,c4,M,yes,NA,66,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,2039376,191539,9.392039526,,,,,,,,,,
GF20_d66_c5,40.01 (11/14/09),B,0.159,GF20,,H06,2,,,colon,c5,F,yes,NA,66,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,2772528,294416,10.61904515,,,,,,,,,,
GF20_d68_b2,40.01 (11/14/09),B,1.454,GF20,,A03,3,AM-F0220,AM-R0220,colon,b2,M,yes,NA,68,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,122487,29820,24.34544074,,,,,,,,,,
GF20_d68_b3,40.01 (11/14/09),B,0.809,GF20,,A04,3,AM-F0221,AM-R0221,colon,b3,F,yes,NA,68,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,227207,318543,140.1994657,,,,,,,,,,
GF20_d68_b4,40.01 (11/14/09),B,0.31,GF20,,A05,3,AM-F0222,AM-R0222,colon,b4,F,yes,NA,68,,vancomycin/probenecid,10,0,after1xvancpro,after1xvancpro,NA,NA,no,,5351,53547,1000.69146,,,,,,,,,,
GF10_C2_d104_colon,37.02 (11/5/2009),A,1.9,GF10,1,F7,5,AM-F0476,AM-R0476,colon,C_4_2,F,yes,NA,104,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,1019691,604497,59.28237084,,,,,,,,,,
GF14_A1_d35_colon,37.02 (11/5/2009),A,1.39,GF14,4,C7,8,AM-F0728,AM-R0728,colon,A_1_1,M,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,3535259,212811,6.019672109,183,2560726,154397,,974533,58414,,,,
GF14_a1_d97_colon,37.02 (11/5/2009),A,41.2,GF14,tubes,E11,8,AM-F0756,AM-R0756,colon,A_3_1,M,yes,NA,97,,ampicillin,13,3,afteramp,afteramp,NA,NA,no,,2274749,273643,12.02959096,,,,,,,,,,
GF14_A2_d35_colon,37.02 (11/5/2009),A,4.03,GF14,4,C8,8,AM-F0729,AM-R0729,colon,A_1_2,M,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2892448,135801,4.695019582,109,1525890,76671,,1366558,59130,,,,
GF14_a2_d97_colon,37.02 (11/5/2009),A,35.3,GF14,tubes,E08,8,AM-F0753,AM-R0753,colon,A_3_2,M,yes,NA,97,,ampicillin,13,3,afteramp,afteramp,NA,NA,no,,2784282,284898,10.2323687,,,,,,,,,,
GF14_A3_d35_colon,37.02 (11/5/2009),A,3.61,GF14,4,C9,8,AM-F0730,AM-R0730,colon,A_1_3,M,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,3033725,231736,7.638662041,280,2077570,193666,,956155,38070,,,,
GF14_a3_d97_colon,37.02 (11/5/2009),A,57,GF14,tubes,F01,8,AM-F0758,AM-R0758,colon,A_3_3,M,yes,NA,97,,ampicillin,13,3,afteramp,afteramp,NA,NA,no,,1747899,65931,3.772014287,,,,,,,,,,
GF14_A4_d35_colon,37.02 (11/5/2009),A,2.06,GF14,4,C10,8,AM-F0731,AM-R0731,colon,A_1_4,F,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2774106,249369,8.98916624,270,1619936,168611,,1154170,80758,,,,
GF14_a4_d97_colon,37.02 (11/5/2009),A,59,GF14,tubes,F08,8,AM-F0765,AM-R0765,colon,A_3_4,F,yes,NA,97,,ampicillin,13,3,afteramp,afteramp,NA,NA,no,,2171100,130837,6.026300032,,,,,,,,,,
GF14_A5_d35_colon,37.02 (11/5/2009),A,5.02,GF14,4,C11,8,AM-F0732,AM-R0732,colon,A_1_5,M,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2842691,206241,7.255132549,156,1793157,130227,,1049534,76014,,,,
GF14_a5_d97_colon,37.02 (11/5/2009),A,59,GF14,tubes,E04,7,AM-F0653,AM-R0653,colon,A_3_5,F,yes,NA,97,,ampicillin,13,3,afteramp,afteramp,NA,NA,no,,1428743,101482,7.102886943,,,,,,,,,,
GF14_a6_d97_colon,37.02 (11/5/2009),A,139.846,GF14,tubes,E02,6,AM-F0555,AM-R0555,colon,A_3_6,M,yes,NA,97,,ampicillin,13,3,afteramp,afteramp,NA,NA,no,,2000711,189160,9.454638876,,,,,,,,,,
GF14_A7_d35_colon,37.02 (11/5/2009),A,3.18,GF14,4,C12,8,AM-F0733,AM-R0733,colon,A_1_7,F,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2646715,125430,4.739082221,3.2914,1431221,64650,,1215494,60780,,,,
GF14_a7_d97_colon,37.02 (11/5/2009),A,105.608,GF14,tubes,F03,8,AM-F0760,AM-R0760,colon,A_3_7,M,yes,NA,97,,ampicillin,13,3,afteramp,afteramp,NA,NA,no,,1675656,52275,3.119673728,,,,,,,,,,
GF14_a8_d97_colon,37.02 (11/5/2009),A,10.382,GF14,tubes,F07,8,AM-F0764,AM-R0764,colon,A_3_8,M,yes,NA,97,,ampicillin,13,3,afteramp,afteramp,NA,NA,no,,1959869,143479,7.320846444,,,,,,,,,,
GF14_b1_d95_colon,37.02 (11/5/2009),A,23.076,GF14,tubes,F02,8,AM-F0759,AM-R0759,colon,B_1_1,M,yes,NA,95,,ampicillin,16,NA,afteramp,afteramp,NA,NA,no,,2716107,288480,10.62108378,,,,,,,,,,
GF14_b2_d95_colon,37.02 (11/5/2009),A,16.832,GF14,tubes,F05,8,AM-F0762,AM-R0762,colon,B_1_2,F,yes,NA,95,,ampicillin,16,NA,afteramp,afteramp,NA,NA,no,,2030198,815981,40.19218815,,,,,,,,,,
GF14_b3_d95_colon,37.02 (11/5/2009),A,9.82,GF14,tubes,E06,8,AM-F0751,AM-R0751,colon,B_1_3,M,yes,NA,95,,ampicillin,16,NA,afteramp,afteramp,NA,NA,no,,1839831,762413,41.43929524,,,,,,,,,,
GF15_c1_d108_colon,40.01 (11/14/09),B,7.599,GF15,tubes,G09,8,AM-F0625,AM-R0778,colon,B_4_1,M,yes,NA,108,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,K. aerogenes added,1904185,651651,34.2220425,,,,,,,,,,
GF15_c2_d108_colon,40.01 (11/14/09),B,3.531,GF15,tubes,G12,8,AM-F0547,AM-R0781,colon,B_4_2,M,yes,NA,108,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,K. aerogenes added,2464547,464526,18.84833197,,,,,,,,,,
GF15_c3_d108_colon,40.01 (11/14/09),B,3.778,GF15,tubes,G06,8,AM-F0767,AM-R0775,colon,B_4_3,M,yes,NA,108,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,K. aerogenes added,2168188,399047,18.40463096,,,,,,,,,,
GF15_c4_d108_colon,40.01 (11/14/09),B,3.466,GF15,tubes,G04,8,AM-F0699,AM-R0773,colon,B_4_4,M,yes,NA,108,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,K. aerogenes added,2583502,1064297,41.19590385,,,,,,,,,,
GF15_c5_d108_colon,40.01 (11/14/09),B,8.438,GF15,tubes,G05,6,AM-F0754,AM-R0582,colon,B_4_5,M,yes,NA,108,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,K. aerogenes added,2251267,75978,3.374899557,,,,,,,,,,
GF15_c6_d108_colon,40.01 (11/14/09),B,6.598,GF15,tubes,G07,6,AM-F0536,AM-R0584,colon,B_4_6,M,yes,NA,108,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,K. aerogenes added,2051126,194482,9.481718822,,,,,,,,,,
GF15_c7_d108_colon,40.01 (11/14/09),B,2.24,GF15,tubes,F07,7,AM-F0576,AM-R0668,colon,B_4_7,F,yes,NA,108,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,K. aerogenes added,1505145,121245,8.055370081,,,,,,,,,,
GF15_c8_d108_colon,40.01 (11/14/09),B,0.832,GF15,tubes,G06,6,AM-F0738,AM-R0583,colon,B_4_8,M,yes,NA,108,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,K. aerogenes added,1801329,113539,6.303068457,,,,,,,,,,
GF15_c9_d108_colon,40.01 (11/14/09),B,6.13,GF15,tubes,F11,6,AM-F0476,AM-R0576,colon,B_4_9,M,yes,NA,108,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,K. aerogenes added,1120320,70886,6.327299343,,,,,,,,,,
GF16_B1_d35_colon,conventional,conventional,2.57,GF16,5,B10,9,AM-F0792,AM-R0815,colon,B_1_1,F,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,3118201,7982,0.255980933,6.44,2227366,6315,,890835,1667,,,,
GF16_B3_d35_colon,conventional,conventional,LOW,GF16,5,B11,9,AM-F0793,AM-R0816,colon,B_1_3,F,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2438316,5834,0.239263492,9.4,1581438,4307,,856878,1527,,,,
GF16_B4_d35_colon,conventional,conventional,LOW,GF16,5,B12,9,AM-F0818,AM-R0817,colon,B_1_4,F,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2326989,7329,0.314956366,21.5,1734271,4749,,592718,1290,,,,
GF16_B6_d35_colon,conventional,conventional,1.24,GF16,5,C1,9,AM-F0748,AM-R0818,colon,B_1_6,M,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2791078,7840,0.280895052,9.03,2026430,6264,,764648,1576,,,,
GF18_b1_d35_colon,37.02+DJS41,A+DJS41,12.3,GF18,tubes,G03,7,AM-F0676,AM-R0676,colon,B_1_1,F,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,1518107,3553,0.234041474,,,,,,,,,,
GF18_b3_d35_colon,37.02+DJS41,A+DJS41,7.46,GF18,tubes,H01,6,AM-F0590,AM-R0590,colon,B_1_3,F,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,1850497,104921,5.669882199,,,,,,,,,,
GF18_b4_d35_colon,37.02+DJS41,A+DJS41,30,GF18,tubes,G11,6,AM-F0588,AM-R0588,colon,B _1_4,M,yes,NA,35,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,1379221,55747,4.041919315,,,,,,,,,,
GF21_C2_d118_cwash,357.01 (11/25/12),C,-0.112,GF21,,B09,UDI plate 02,AM-F0142,AM-R0142,colon,C2,F,yes,NA,5/17/21,6/16/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2931105,28896,0.985839811,,,,,,,,,,
GF21_C3_d118_cwash,357.01 (11/25/12),C,0.116,GF21,,B10,UDI plate 02,AM-F0143,AM-R0143,colon,C3,M,yes,NA,5/17/21,6/16/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2003740,19922,0.99424077,,,,,,,,,,
GF21_C4_d118_cwash,357.01 (11/25/12),C,0.991,GF21,,B11,UDI plate 02,AM-F0144,AM-R0144,colon,C4,M,no,13,5/17/21,6/16/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,3531311,15785,0.447001128,,,,,,,,,,
GF21_C5_d118_cwash,357.01 (11/25/12),C,0.203,GF21,,B12,UDI plate 02,AM-F0145,AM-R0145,colon,C5,F,yes,NA,5/17/21,6/16/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2153473,8132,0.377622566,,,,,,,,,,
GF21_C7_d118_cwash,357.01 (11/25/12),C,-0.046,GF21,,B08,UDI plate 02,AM-F0141,AM-R0141,colon,C7,M,no - trauma,NA,5/17/21,6/16/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,traumatic death,3954172,25793,0.652298383,,,,,,,,,,
GF21_d66_A10_cwash,357.01 (11/25/12),C,0.622,GF21,,E06,UDI plate 01,AM-F0079,AM-R0079,colon,A10,F,yes,NA,4/14/21,6/12/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,"Mislabeled date, corrected metadata to d85 while leaving sample name d66",2573542,8889,0.345399453,,,,,,,,,,
GF21_d85_A6_cwash,357.01 (11/25/12),C,1.167,GF21,,F08,UDI plate 01,AM-F0093,AM-R0093,colon,A6,M,yes,NA,4/14/21,6/12/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,3843050,22027,0.573164544,,,,,,,,,,
GF21_d85_A7_cwash,357.01 (11/25/12),C,0.559,GF21,,E03,UDI plate 01,AM-F0076,AM-R0076,colon,A7,M,yes,NA,4/14/21,6/12/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,4383567,42170,0.96200195,,,,,,,,,,
GF21_d85_A8_cwash,357.01 (11/25/12),C,0.644,GF21,,E04,UDI plate 01,AM-F0077,AM-R0077,colon,A8,F,yes,NA,4/14/21,6/12/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2721511,12702,0.466726021,,,,,,,,,,
GF21_d85_A9_cwash,357.01 (11/25/12),C,0.737,GF21,,E05,UDI plate 01,AM-F0078,AM-R0078,colon,A9,F,yes,NA,4/14/21,6/12/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,5035033,17167,0.340951092,,,,,,,,,,
GF21_d95_C7_cwash,357.01 (11/25/12),C,0.762,GF21,,D04,UDI plate 01,AM-F0065,AM-R0065,colon,C7,M,yes,NA,4/24/21,6/12/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,3492849,23195,0.664071078,,,,,,,,,,
GF21_d95_C8_cwash,357.01 (11/25/12),C,0.564,GF21,,D05,UDI plate 01,AM-F0066,AM-R0066,colon,C8,M,yes,NA,4/24/21,6/12/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,5858123,40640,0.693737567,,,,,,,,,,
GF21_d95_C9_cwash,357.01 (11/25/12),C,0.631,GF21,,D06,UDI plate 01,AM-F0067,AM-R0067,colon,C9,F,yes,NA,4/24/21,6/12/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,3414344,14994,0.439147315,,,,,,,,,,
GF26_A2_d149_cwash,308.01 (5/19/12),D,0.68,GF26,,H03,UDI Plate 05,AM-F0496,AM-R0496,colon,A2,M,no,NA,,4/7/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,7860122,122556,1.55921244,,,,,,,,,,
GF26_A3_d149_cwash,308.01 (5/19/12),D,1.85,GF26,,H04,UDI Plate 05,AM-F0497,AM-R0497,colon,A3,F,no,NA,,4/7/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,5660593,286241,5.056731689,,,,,,,,,,
GF26_A9_d149_cwash,308.01 (5/19/12),D,0.72,GF26,,H05,UDI Plate 05,AM-F0498,AM-R0498,colon,A4,M,no,NA,,4/7/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,"Misread mouse number, actually A4, not A9 as in ID",5469356,252550,4.617545466,,,,,,,,,,
Gn3_A1_Cwash,,A,,gnoto3,,,,,,colon,A1,M,yes,NA,,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,1101399,43722,3.969678563,,,,,,,,,,
Gn3_A2_Cwash,,A,,gnoto3,,,,,,colon,A2,F,yes,NA,,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,2998298,73792,2.461129614,,,,,,,,,,
Gn3_A3_Cwash,,A,,gnoto3,,,,,,colon,A3,F,yes,NA,,,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,435785,24398,5.598632353,,,,,,,,,,
85_1_1_Cwash,,DJS85,9.938,Gnoto5,,G11,UDI plate 02,AM-F0204,AM-R0204,colon ,85.1.1,M,yes,NA,2/21/22,N/A,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,6025154,16315,0.270781461,,,,,,,,,,
85_2_1_Cwash,,DJS85,7.586,Gnoto5,,G12,UDI plate 02,AM-F0205,AM-R0205,colon ,85.2.1,F,yes,NA,2/21/22,N/A,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,7300485,19481,0.266845285,,,,,,,,,,
85_3_1_ColonWash,,DJS85,1.42,Gnoto5,,E06,UDI plate 01,AM-F0079,AM-R0079,colon ,85.3.1,F,yes,NA,2/21/22,11/17/22,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,4815653,22448,0.466146543,,,,,,,,,,
85_4_1_CME,,DJS85,3.587,Gnoto5,,A01,UDI Plate 03,AM-F0218,AM-R0218,colon ,85.4.1,F,yes,NA,2/21/22,11/17/22,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,Enriched colon wash gDNA,7401743,86885,1.173845134,,,,,,,,,,
85_4_1_ColonWash,,DJS85,3.587,Gnoto5,,E08,UDI plate 01,AM-F0081,AM-R0081,colon ,85.4.1,F,yes,NA,2/28/22,11/17/22,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,6145469,18796,0.305851352,,,,,,,,,,
87_1_1_Cwash,,DJS87,2.1,Gnoto5,,H09,UDI plate 02,AM-F0214,AM-R0214,colon,87.1.1,F,yes,NA,3/5/22,N/A,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,6385343,13934,0.218218504,,,,,,,,,,
87_2_1_Cwash,,DJS87,1.58,Gnoto5,,H10,UDI plate 02,AM-F0215,AM-R0215,colon,87.2.1,M,yes,NA,3/5/22,N/A,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,6778234,16721,0.246686674,,,,,,,,,,
87_3_1_ColonWash,,DJS87,1.508,Gnoto5,,F11,UDI plate 01,AM-F0096,AM-R0096,colon ,87.3.1,M,yes,NA,3/5/22,11/17/22,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,6150149,42225,0.686568732,,,,,,,,,,
87_4_1_ColonWash,,DJS87,0.986,Gnoto5,,G01,UDI plate 01,AM-F0098,AM-R0098,colon ,87.4.1,M,yes,NA,3/5/22,11/17/22,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,8012700,25713,0.320903066,,,,,,,,,,
90_1_1_Cwash,,DJS90,5.826,Gnoto5,,F06,UDI plate 02,AM-F0187,AM-R0187,colon ,90.1.1,M,yes,NA,3/14/22,N/A,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,7073011,24080,0.340449068,,,,,,,,,,
90_2_1_Cwash,,DJS90,7.076,Gnoto5,,F07,UDI plate 02,AM-F0188,AM-R0188,colon ,90.2.1,F,yes,NA,3/14/22,N/A,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,6324465,16502,0.260923256,,,,,,,,,,
90_3_1_CME,,DJS90,2.415,Gnoto5,,A08,UDI Plate 03,AM-F0225,AM-R0225,colon ,90.3.1,M,yes,NA,3/14/22,11/17/22,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,Enriched colon wash gDNA,4543090,92707,2.040615528,,,,,,,,,,
90_3_1_ColonWash_250uL,,DJS90,2.123,Gnoto5,,H01,UDI plate 01,AM-F0110,AM-R0110,colon ,90.3.1,M,yes,NA,3/14/22,11/17/22,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,7289992,45934,0.630096713,,,,,,,,,,
90_3_1_ColonWash_750uL,,DJS90,31.807,Gnoto5,,H02,UDI plate 01,AM-F0111,AM-R0111,colon ,90.3.1,M,yes,NA,3/14/22,11/17/22,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,418271,3277,0.783463353,,,,,,,,,,
91_1_1_Cwash,,DJS91,16.151,Gnoto5,,H05,UDI plate 02,AM-F0210,AM-R0210,colon ,91.1.1,M,yes,NA,2/24/22,N/A,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,6174015,15139,0.245205106,,,,,,,,,,
91_2_1_Cwash,,DJS91,5.321,Gnoto5,,H06,UDI plate 02,AM-F0211,AM-R0211,colon,91.2.1,M,yes,NA,2/24/22,N/A,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,6089278,11727,0.192584408,,,,,,,,,,
Gn6_E_1_1_SAC_CW,,E,0.633,Gnoto6,,G12,UDI Plate 08,AM-F0781,AM-R0781,colon ,E.1.1,M,yes,NA,10/24/22,1/11/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,5389572,708788,13.15109994,,,,,,,,,,
Gn6_E_2_1_SAC_CW,,E,0.884,Gnoto6,,H01,UDI Plate 08,AM-F0782,AM-R0782,colon ,E.2.1,M,yes,NA,10/24/22,1/11/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,5819291,2287507,39.30903266,,,,,,,,,,
Gn6_E_3_1_SAC_CW,,E,0.762,Gnoto6,,H02,UDI Plate 08,AM-F0783,AM-R0783,colon ,E.3.1,F,yes,NA,10/24/22,1/11/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,1771995,669252,37.76827813,,,,,,,,,,
Gn6_E_4_1_SAC_CW,,E,0.795,Gnoto6,,H03,UDI Plate 08,AM-F0784,AM-R0784,colon ,E.4.1,M,yes,NA,10/24/22,1/11/23,ampicillin/probenecid,13,3,afteramp,afteramp,NA,NA,no,,4670865,1387617,29.70792348,,,,,,,,,,
