Sample,Patient_ID,Microbiota,DNA_concentration,Experiment,Plate,Well_nextera,Adapter_plate,AdapterN,AdapterS,Tissue,Mouse,Sex,Survived,DEAD_DOL,Collection,Date of Extraction,Antibiotic,DOL,Antibiotic_day,Abx_relative,Abx_relativeinfxn,Infection,DPI,Adult,Notes,Total_Preprocessed_Reads,Total_Postprocessed_Reads,retainedreads,Resequence_DNA_concentration,Reseq_total_preprocessed_reads,Reseq_total_postprocessed_reads,Reseq_retainedreads,original_preprocessed_reads,original_postprocessed_reads,Resequence_Nextera,Resequence_nextera_plate,AdapterN2,AdapterS3
Gn6_tA_4_2_DOL10_ST,,tA,3.473,Gnoto6,,E06,UDI Plate 08,AM-F0751,AM-R0751,stool,tA.4.2,M,no,11,10/18/22,1/11/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,2322800,1736728,74.7687274,,,,,,,,,,
Gn6_tA_5_2_DOL10_ST,,tA,3.29,Gnoto6,,E07,UDI Plate 08,AM-F0752,AM-R0752,stool,tA.5.2,M,yes,NA,10/18/22,1/11/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,2696552,1690091,62.67600254,,,,,,,,,,
Gn6_tA_5_6_DOL10_ST,,tA,1.697,Gnoto6,,D05,UDI Plate 10,AM-F0930,AM-R0930,stool,tA.5.6,M,yes,NA,11/15/22,1/25/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,12066983,8146834,67.513429,,,,,,,,,,
Gn6_tA_6_6_DOL10_ST,,tA,2.561,Gnoto6,,D06,UDI Plate 10,AM-F0931,AM-R0931,stool,tA.6.6,F,yes,NA,11/15/22,1/25/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,2842393,1877799,66.06401719,,,,,,,,,,
Gn6_tA_6_7_DOL10_ST,,tA,1.249,Gnoto6,,E02,UDI Plate 10,AM-F0939,AM-R0939,stool,tA.6.7,M,yes,NA,11/15/22,1/25/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,3024523,2366307,78.23736173,,,,,,,,,,
Gn6_tA_7_6_DOL10_ST,,tA,2.05,Gnoto6,,D07,UDI Plate 10,AM-F0932,AM-R0932,stool,tA.7.6,F,yes,NA,11/15/22,1/25/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,2778409,1981989,71.33539375,,,,,,,,,,
Gn6_tA_7_7_DOL10_ST,,tA,1.848,Gnoto6,,E03,UDI Plate 10,AM-F0940,AM-R0940,stool,tA.7.7,M,no,11,11/15/22,1/25/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,2165183,1409566,65.10147179,,,,,,,,,,
Gn6_tA_8_6_DOL10_ST,,tA,2.73,Gnoto6,,D08,UDI Plate 10,AM-F0933,AM-R0933,stool,tA.8.6,M,yes,NA,11/15/22,1/25/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,2481384,1969661,79.37751674,,,,,,,,,,
Gn6_tA_8_7_DOL10_ST,,tA,2.456,Gnoto6,,E04,UDI Plate 10,AM-F0941,AM-R0941,stool,tA.8.7,M,yes,NA,11/15/22,1/25/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,8961932,4282758,47.78833403,,,,,,,,,,
Gn6_tA_9_7_DOL10_ST,,tA,1.777,Gnoto6,,E05,UDI Plate 10,AM-F0942,AM-R0942,stool,tA.9.7,F,yes,NA,11/15/22,1/25/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,3095073,1825514,58.98129059,,,,,,,,,,
Gn6_tB_16_2_DOL10_ST,,tB,4.356,Gnoto6,,B03,UDI Plate 09,AM-F0808,AM-R0808,stool,tB.16.2,M,yes,NA,10/28/22,1/19/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1862868,1468442,78.82694855,,,,,,,,,,
Gn6_tB_17_2_DOL10_ST,,tB,11.285,Gnoto6,,B04,UDI Plate 09,AM-F0809,AM-R0809,stool,tB.17.2,M,yes,NA,10/28/22,1/19/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1311117,1132959,86.411739,,,,,,,,,,
Gn6_tB_18_2_DOL10_ST,,tB,5.564,Gnoto6,,B05,UDI Plate 09,AM-F0810,AM-R0810,stool,tB.18.2,F,yes,NA,10/28/22,1/19/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1372103,1160452,84.5747003,,,,,,,,,,
Gn6_tB_19_2_DOL10_ST,,tB,2.66,Gnoto6,,B06,UDI Plate 09,AM-F0811,AM-R0811,stool,tB.19.2,M,yes,NA,10/28/22,1/19/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,3061746,2655068,86.71744815,,,,,,,,,,
Gn7_tA_4A_4_2_d10_Stool,,tA,3.299,Gnoto7,,G04,UDI plate 01,AM-F0101,AM-R0101,stool,Gn7.tA.4A.4.2,NA,yes,NA,2/24/23,3/14/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,984887,47889.8,4.862466456,,,,,,,,,,
Gn7_tA_4A_5_2_d10_Stool,,tA,1.642,Gnoto7,,G05,UDI plate 01,AM-F0102,AM-R0102,stool,Gn7.tA.4A.5.2,NA,yes,NA,2/24/23,3/14/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,831988,52190,6.272927013,,,,,,,,,,
Gn7_tA_4A_6_2_d10_Stool,,tA,1.225,Gnoto7,,G06,UDI plate 01,AM-F0103,AM-R0103,stool,Gn7.tA.4A.6.2,NA,yes,NA,2/24/23,3/14/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1332561,89831.8,6.741289892,,,,,,,,,,
Gn7_tA_4A_7_2_d10_Stool,,tA,4.602,Gnoto7,,G07,UDI plate 01,AM-F0104,AM-R0104,stool,Gn7.tA.4A.7.2,NA,yes,NA,2/24/23,3/14/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1037503,32234.2,3.10690186,,,,,,,,,,
Gn7_tA_4B_5_3_d10_Stool,,tA,5.018,Gnoto7,,D09,UDI plate 02,AM-F0166,AM-R0166,stool,Gn7.tA.4B.5.3,NA,no,11,3/9/23,3/16/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1993474,120684,6.053954052,,,,,,,,,,
Gn7_tA_4B_6_3_d10_Stool,,tA,1.361,Gnoto7,,E09,UDI plate 02,AM-F0178,AM-R0178,stool,Gn7.tA.4B.6.3,M,yes,NA,3/9/23,3/16/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,3448550,225466,6.537994229,,,,,,,,,,
Gn7_tA_4B_7_3_d10_Stool,,tA,3.39,Gnoto7,,F09,UDI plate 02,AM-F0190,AM-R0190,stool,Gn7.tA.4B.7.3,M,no,11.33,3/9/23,3/16/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1556453,106794,6.861370051,,,,,,,,,,
Gn7_tA_4D_10_2_d10_Stool,,tA,2.479,Gnoto7,,E08,UDI plate 01,AM-F0081,AM-R0081,stool,Gn7.tA.4D.10.2,M,yes,NA,2/23/23,3/14/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,955409,60162,6.296989038,,,,,,,,,,
Gn7_tA_4D_7_2_d10_Stool,,tA,2.638,Gnoto7,,E05,UDI plate 01,AM-F0078,AM-R0078,stool,Gn7.tA.4D.7.2,NA,yes,NA,2/23/23,3/14/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1137342,68054.2,5.983617944,,,,,,,,,,
Gn7_tA_4D_8_2_d10_Stool,,tA,0.398,Gnoto7,,E06,UDI plate 01,AM-F0079,AM-R0079,stool,Gn7.tA.4D.8.2,F,yes,NA,2/23/23,3/14/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,997019,71236,7.144898944,,,,,,,,,,
Gn7_tA_4D_9_2_d10_Stool,,tA,3.053,Gnoto7,,E07,UDI plate 01,AM-F0080,AM-R0080,stool,Gn7.tA.4D.9.2,F,yes,NA,2/23/23,3/14/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1898176,96099,5.062702299,,,,,,,,,,
Gn7_tB_4F_1_3_d10_Stool,,tB,3.699,Gnoto7,,A08,UDI plate 02,AM-F0129,AM-R0129,stool,Gn7.tB.4F.1.3,NA,no,10.66,3/7/23,3/16/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,3223050,195712,6.072260747,,,,,,,,,,
Gn7_tB_4F_11_2_dol10_St,,tB,-0.4,Gnoto7,,G10,UDI Plate 11,AM-F1067,AM-R1067,stool,Gn7.tB.4F.11.2,NA,no,12.33,2/9/23,2/17/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,2369992,115576,4.876640934,,,,,,,,,,
Gn7_tB_4F_12_2_dol10_St,,tB,-0.87,Gnoto7,,G11,UDI Plate 11,AM-F1068,AM-R1068,stool,Gn7.tB.4F.12.2,M,yes,NA,2/9/23,2/17/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,2511515,109467,4.358604269,,,,,,,,,,
Gn7_tB_4F_13_2_dol10_St,,tB,-0.45,Gnoto7,,G12,UDI Plate 11,AM-F1069,AM-R1069,stool,Gn7.tB.4F.13.2,F,yes,NA,2/9/23,2/17/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,2093973,79406,3.792121484,,,,,,,,,,
Gn7_tB_4F_14_2_dol10_St,,tB,1.36,Gnoto7,,H01,UDI Plate 11,AM-F1070,AM-R1070,stool,Gn7.tB.4F.14.2,F,yes,NA,2/9/23,2/17/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,3972023,232816,5.861396069,,,,,,,,,,
Gn7_tB_4F_2_3_d10_Stool,,tB,10.034,Gnoto7,,B08,UDI plate 02,AM-F0141,AM-R0141,stool,Gn7.tB.4F.2.3,M,no,10.66,3/7/23,3/16/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1941170,130864,6.74150126,,,,,,,,,,
Gn7_tB_4F_3_3_d10_Stool,,tB,3.324,Gnoto7,,C08,UDI plate 02,AM-F0153,AM-R0153,stool,Gn7.tB.4F.3.3,F,no,10.66,3/7/23,3/16/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1763660,122677,6.955819149,,,,,,,,,,
Gn7_tB_5A_7_2_d10_Stool,,tB,8.25,Gnoto7,,F08,UDI plate 01,AM-F0093,AM-R0093,stool,Gn7.tB.5A.7.2,F,yes,NA,2/23/23,3/14/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1271475,101163,7.956349909,,,,,,,,,,
Gn7_tB_5A_9_2_d10_Stool,,tB,26.298,Gnoto7,,F10,UDI plate 01,AM-F0095,AM-R0095,stool,Gn7.tB.5A.9.2,M,yes,NA,2/23/23,3/14/23,ampicillin/gentamicin/probenecid,10,0,beforeampgent,beforeampgent,NA,NA,no,,1230466,95879.8,7.792153542,,,,,,,,,,
CONV_MERO1_D0,NA,Conventional,12.741,190927_conventional,GF7,E4,2,N706,S616,stool,CONVMERO1,F,yes,NA,18,,meropenem/probenecid,18,0,beforemero,beforemero,NA,NA,no,,2349724,818865,34.8494121,,,,,,,,,,
CONV_MERO2_D0,NA,Conventional,3.805,190927_conventional,GF7,E5,2,N707,S617,stool,CONVMERO2,F,yes,NA,18,,meropenem/probenecid,18,0,beforemero,beforemero,NA,NA,no,,1841372,770083,41.82115292,,,,,,,,,,
CONV_MERO4_D0,NA,Conventional,17.995,190927_conventional,GF7,E6,2,N706,S618,stool,CONVMERO4,F,yes,NA,18,,meropenem/probenecid,18,0,beforemero,beforemero,NA,NA,no,,2697860,1175991,43.58977115,,,,,,,,,,
C1-d33,37.02 (11/5/2009),A,1.37,GF1,GF1,B9,4,N710,S509,stool,C1,NA,yes,NA,33,,meropenem,10,0,beforemero,beforemero,C. rodentium,-11,no,,3952099,3001632,75.95032412,,,,,,,,,,
C2-d33,37.02 (11/5/2009),A,0.185,GF1,GF1,B10,4,N710,S610,stool,C2,NA,yes,NA,33,,meropenem,10,0,beforemero,beforemero,C. rodentium,-11,no,,372807,23354,6.264367354,,,,,,,,,,
C3-d33,37.02 (11/5/2009),A,7.66,GF1,GF1,B11,4,N710,S611,stool,C3,NA,yes,NA,33,,meropenem,10,0,beforemero,beforemero,C. rodentium,-11,no,,8145445,4579414,56.22055026,,,,,,,,,,
C4-d33,37.02 (11/5/2009),A,0.517,GF1,GF1,B12,4,N710,S512,stool,C4,NA,yes,NA,33,,meropenem,10,0,beforemero,beforemero,C. rodentium,-11,no,,9562310,1326454,13.87169,,,,,,,,,,
C6-d33,37.02 (11/5/2009),A,0.097,GF1,GF1,C1,4,N711,S501,stool,C6,NA,yes,NA,33,,meropenem,10,0,beforemero,beforemero,C. rodentium,-11,no,,1591772,263423,16.54904094,,,,,,,,,,
C7-d33,37.02 (11/5/2009),A,0.504,GF1,GF1,C2,4,N711,S502,stool,C7,NA,yes,NA,33,,meropenem,10,0,beforemero,beforemero,C. rodentium,-11,no,,4789817,1405724,29.3481776,,,,,,,,,,
GF10_A1_D32,37.02 (11/5/2009),A,3.6,GF10,GF6-11pl2,C11,3,N703,S535,stool,A_1_1,F,yes,NA,32,,meropenem,10,0,beforemero,beforemero,NA,NA,no,Contaminated,1063009,455110,42.81337223,,,,,,,,,,
GF10_A2_D32,37.02 (11/5/2009),A,0.8,GF10,GF6-11pl2,C12,3,N703,S536,stool,A_1_2,F,yes,NA,32,,meropenem,10,0,beforemero,beforemero,NA,NA,no,Contaminated,937203,619485,66.09934027,,,,,,,,,,
GF11_B3_D35,40.01 (11/14/09),B,0.5,GF11,GF6-11pl2,F6,3,AM-F0523,S530,stool,B_1_3,M,yes,NA,35,,meropenem,10,0,beforemero,beforemero,NA,NA,no,Contaminated,1064611,585409,54.98806606,,,,,,,,,,
GF11_B4_D35,40.01 (11/14/09),B,1,GF11,GF6-11pl2,F7,3,N708,S531,stool,B_1_4,M,yes,NA,35,,meropenem,10,0,beforemero,beforemero,NA,NA,no,Contaminated,1167942,365677,31.30951708,,,,,,,,,,
GF11_B5_D35,40.01 (11/14/09),B,1.8,GF11,GF6-11pl2,F8,3,AM-F0492,S532,stool,B_1_5,M,yes,NA,35,,meropenem,10,0,beforemero,beforemero,NA,NA,no,Contaminated,1154785,517220,44.78928978,,,,,,,,,,
GF12_B1_d79,357.01 (11/25/12),C,4.05,GF12,2,E12,6,AM-F0578,AM-R0565,stool,B_2_1,M,no,14,79,,meropenem/probenecid,11,0,beforemero,beforemero,NA,NA,no,,1025359,229665,22.39849653,,,,,,,,,,
GF12_B2_d79,357.01 (11/25/12),C,6.16,GF12,2,F1,6,AM-F0554,AM-R0566,stool,B_2_2,F,yes,NA,79,,meropenem/probenecid,11,0,beforemero,beforemero,NA,NA,no,,1054556,566820,53.74963492,,,,,,,,,,
GF12_B3_d31,357.01 (11/25/12),C,25.3,GF12,2,C7,6,AM-F0537,AM-R0536,stool,B_1_3,M,yes,NA,31,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,685376,20502,2.991350733,,,,,,,,,,
GF12_B4_d31,357.01 (11/25/12),C,1.62,GF12,2,C8,6,AM-F0583,AM-R0537,stool,B_1_4,M,yes,NA,31,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,840228,209223,24.90074123,,,,,,,,,,
GF12_B4_d79,357.01 (11/25/12),C,LOW,GF12,2,F2,6,AM-F0569,AM-R0567,stool,B_2_4,NA,no,12,79,,meropenem/probenecid,11,0,beforemero,beforemero,NA,NA,no,,860238,194193,22.57433408,,,,,,,,,,
GF12_B5_d79,357.01 (11/25/12),C,5.24,GF12,2,F3,6,AM-F0584,AM-R0568,stool,B_2_5,F,yes,NA,79,,meropenem/probenecid,11,0,beforemero,beforemero,NA,NA,no,,933908,116222,12.44469477,,,,,,,,,,
GF13_A1_d32,308.01 (5/19/12),D,9.65,GF13,2,G12,6,AM-F0590,AM-R0589,stool,A_1_1,M,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,882329,659507,74.74615478,,,,,,,,,,
GF13_A2_d32,308.01 (5/19/12),D,2.2,GF13,2,H1,6,AM-F0615,AM-R0590,stool,A_1_2,F,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,293948,110676,37.65155742,,,,,,,,,,
GF13_A3_d32,308.01 (5/19/12),D,22.3,GF13,2,H2,6,AM-F0616,AM-R0591,stool,A_1_3,M,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,910769,337597,37.06724757,,,,,,,,,,
GF13_A4_d32,308.01 (5/19/12),D,8.24,GF13,2,H3,6,AM-F0617,AM-R0592,stool,A_1_4,M,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,968338,168466,17.39743767,,,,,,,,,,
GF13_A5_d32,308.01 (5/19/12),D,16.8,GF13,2,H4,6,AM-F0608,AM-R0593,stool,A_1_5,F,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1052246,270435,25.70073918,,,,,,,,,,
GF13_A6_d32,308.01 (5/19/12),D,41.3,GF13,2,H5,6,AM-F0620,AM-R0594,stool,A_1_6,F,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1105621,116044,10.4958209,,,,,,,,,,
GF15_A1_d32,40.01 (11/14/09),B,8.48,GF15,4,D3,8,AM-F0702,AM-R0736,stool,A_1_1,F,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,208,77,37.01923077,,,,,,,,,,
GF15_A2_d32,40.01 (11/14/09),B,31.7,GF15,4,D4,8,AM-F0755,AM-R0737,stool,A_1_2,NA,no,11.66,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,757569,15899,2.09868672,,,,,,,,,,
GF15_A3_d32,40.01 (11/14/09),B,15.9,GF15,4,D5,8,AM-F0573,AM-R0738,stool,A_1_3,F,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,891296,26809,3.007867196,,,,,,,,,,
GF15_A4_d32,40.01 (11/14/09),B,7.22,GF15,4,D6,8,AM-F0652,AM-R0739,stool,A_1_4,M,no,11,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,1347332,862740,64.03321527,,,,,,,,,,
GF15_A5_d32,40.01 (11/14/09),B,11.5,GF15,4,D7,8,AM-F0747,AM-R0740,stool,A_1_5,F,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,881430,483629,54.86867931,,,,,,,,,,
GF15_d71_A1_stool,40.01 (11/14/09),B,4.559,GF15,201004,H03,5,AM-F0501,AM-R0496,stool,A_2_1,F,yes,NA,71,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,1203470,439329,36.50518916,,,,,,,,,,
GF15_d71_A3_stool,40.01 (11/14/09),B,1.977,GF15,201004,H04,5,AM-F0502,AM-R0497,stool,A_2_3,M,yes,NA,71,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,948291,361536,38.12500593,,,,,,,,,,
GF15_d71_A4_stool,40.01 (11/14/09),B,6.284,GF15,201004,H05,5,AM-F0503,AM-R0498,stool,A_2_4,NA,no,10.33,71,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,893210,13024,1.458111754,,,,,,,,,,
GF15_d71_A5_stool,40.01 (11/14/09),B,13.069,GF15,201004,H06,5,AM-F0504,AM-R0499,stool,A_2_5,M,no,10.33,71,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,1027321,149297,14.53265338,,,,,,,,,,
GF15_d71_A6_stool,40.01 (11/14/09),B,5.338,GF15,201004,H07,5,AM-F0505,AM-R0500,stool,A_2_6,NA,yes,NA,71,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,1245703,603587,48.45352383,,,,,,,,,,
GF15_d71_A7_stool,40.01 (11/14/09),B,10.352,GF15,201004,H08,5,AM-F0762,AM-R0501,stool,A_2_7,M,yes,NA,71,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,2482605,1077696,43.40988599,,,,,,,,,,
GF15_d71_A8_stool,40.01 (11/14/09),B,7.112,GF15,201004,H09,5,N705,AM-R0502,stool,A_2_8,F,yes,NA,71,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,K. aerogenes added,1435442,272515,18.98474477,,,,,,,,,,
GF16_A1_d32,conventional,conventional,6.39,GF16,4,H2,8,AM-F0802,AM-R0783,stool,A_1_1,F,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,931829,379254,40.69995675,,,,,,,,,,
GF16_A2_d32,conventional,conventional,8.34,GF16,4,H3,8,AM-F0631,AM-R0784,stool,A_1_2,M,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1138682,803279,70.54462967,,,,,,,,,,
GF16_A3_d32,conventional,conventional,18.9,GF16,4,H4,8,AM-F0811,AM-R0785,stool,A_1_3,M,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,980435,775639,79.11172082,,,,,,,,,,
GF16_A4_d32,conventional,conventional,15.2,GF16,4,H5,8,AM-F0797,AM-R0786,stool,A_1_4,M,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1186322,716196,60.37113027,,,,,,,,,,
GF16_A5_d32,conventional,conventional,10.1,GF16,4,H6,8,AM-F0789,AM-R0787,stool,A_1_5,M,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1299262,691298,53.20697442,,,,,,,,,,
GF16_A6_d32,conventional,conventional,5.05,GF16,4,H7,8,AM-F0814,AM-R0788,stool,A_1_6,M,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1308274,583411,44.59394592,,,,,,,,,,
GF16_A7_d32,conventional,conventional,9.72,GF16,4,H8,8,AM-F0804,AM-R0789,stool,A_1_7,M,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1013834,675884,66.66614061,,,,,,,,,,
GF18_a1_d32_stool,37.02+DJS41 ,A+DJS41,7.06,GF18,tubes,H02,6,AM-F0591,AM-R0591,stool,A_1_1,F,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,2524482,1638448,64.90234432,,,,,,,,,,
GF18_a4_d32_stool,37.02+DJS41,A+DJS41,2.67,GF18,tubes,B02,8,AM-F0711,AM-R0711,stool,A_1_4,M,yes,NA,32,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1779035,1183900,66.54731357,,,,,,,,,,
GF2_A1_day28,40.01 (11/14/09),B,4.87,GF2,GF2_1,B3,3,N712,S527,stool,A1,NA,yes,NA,28,,meropenem,10,0,beforemero,beforemero,C. rodentium,-6,no,,782716,367040,46.89312599,,,,,,,,,,
GF2_A2_day28,40.01 (11/14/09),B,4.69,GF2,GF2_1,B4,3,N816,S528,stool,A2,NA,yes,NA,28,,meropenem,10,0,beforemero,beforemero,C. rodentium,-6,no,,752991,307179,40.79451149,,,,,,,,,,
GF2_A3_day28,40.01 (11/14/09),B,1.39,GF2,GF2_1,B5,3,N709,S529,stool,A3,NA,yes,NA,28,,meropenem,10,0,beforemero,beforemero,C. rodentium,-7,no,,1127026,11035,0.979125592,,,,,,,,,,
GF2_A4_day28,40.01 (11/14/09),B,24.1,GF2,GF2_1,B6,3,N712,S530,stool,A4,NA,yes,NA,28,,meropenem,10,0,beforemero,beforemero,C. rodentium,-6,no,,858443,447452,52.12367041,,,,,,,,,,
GF2_A5_day28,40.01 (11/14/09),B,22.7,GF2,GF2_1,B7,3,N816,S531,stool,A5,NA,yes,NA,28,,meropenem,10,0,beforemero,beforemero,C. rodentium,-6,no,,523913,12490,2.3839836,,,,,,,,,,
GF2_A6_day28,40.01 (11/14/09),B,2.63,GF2,GF2_1,B8,3,N711,S532,stool,A6,NA,yes,NA,28,,meropenem,10,0,beforemero,beforemero,C. rodentium,-6,no,,948354,667382,70.37266675,,,,,,,,,,
GF20_d33_b2,40.01 (11/14/09),B,1.9,GF20,,E02,3,AM-F0267,AM-R0267,stool,b2,NA,no,11,33,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,824941,641941,77.81659537,,,,,,,,,,
GF20_d33_b3,40.01 (11/14/09),B,1.82,GF20,,E01,3,AM-F0266,AM-R0266,stool,b3,F,yes,NA,33,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,414997,190387,45.87671718,,,,,,,,,,
GF20_d33_b4,40.01 (11/14/09),B,5.645,GF20,,D12,3,AM-F0265,AM-R0265,stool,b4,M,yes,NA,33,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,4371572,2242389,51.29479739,,,,,,,,,,
GF21_B3_d91_stool,357.01 (11/25/12),C,0.031,GF21,,A08,UDI plate 02,AM-F0129,AM-R0129,stool,B3,M,yes,NA,4/20/21,6/16/23,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,actually d92,2743017,397232,14.48157266,,,,,,,,,,
GF21_B4_d91_stool,357.01 (11/25/12),C,-0.264,GF21,,A09,UDI plate 02,AM-F0130,AM-R0130,stool,B4,M,yes,NA,4/20/21,6/16/23,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,actually d92,1353044,419851,31.03010693,,,,,,,,,,
GF21_d82_A2_Stool,357.01 (11/25/12),C,0.677,GF21,,G02,UDI plate 01,AM-F0099,AM-R0099,stool,A2,F,yes,NA,4/11/21,6/12/23,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,1900493,667822,35.13940856,,,,,,,,,,
GF21_d91_B1_Stool,357.01 (11/25/12),C,0.785,GF21,,G09,UDI plate 01,AM-F0106,AM-R0106,stool,B1,F,yes,NA,4/20/21,6/12/23,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,actually d92,1516485,693225,45.71261832,,,,,,,,,,
GF21_d91_B2_Stool,357.01 (11/25/12),C,0.881,GF21,,G10,UDI plate 01,AM-F0107,AM-R0107,stool,B2,M,yes,NA,4/20/21,6/12/23,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,actually d92,1245019,685112,55.02823652,,,,,,,,,,
GF23_d56_c2,37.02 + 40.01,AB,0.117,GF23,,E10,2,AM-F0179,AM-R0179,stool,c2,M,yes,NA,56,,meropenem/probenecid,10,0,beforemero,beforemero,NA,NA,no,,4439857,2407091,54.21550739,,4439857,2407091,54.22,,,,,,
